code,mode,signal_mode,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total
1321.T,coarse,j-only,5,0.6,1.2697561370294552,1.269756137029455,2.169885897616721,1,1
1357.T,coarse,j-only,7,0.8571428571428571,6.607660986720913,6.60766098672091,28.515936396422067,1,1
1360.T,coarse,j-only,8,0.875,2.344714953462564,2.344714953462564,9.296781104882909,1,1
1458.T,coarse,j-only,14,0.7857142857142857,2.131324201444621,2.1313242014446208,7.811326220435279,1,1
1540.T,coarse,j-only,9,1.0,999.0,999.0,19.14255436792506,1,1
1541.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
1542.T,coarse,j-only,7,1.0,999.0,999.0,101.92759508794346,1,1
1570.T,coarse,j-only,5,0.6,1.8435319956311975,1.8435319956311975,14.002766897104973,1,1
1579.T,coarse,j-only,5,1.0,999.0,999.0,21.13181277984028,1,1
1605.T,coarse,j-only,24,0.25,0.15555080592198867,0.15555080592198864,-34.73102600076589,0,1
1802.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
1812.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
186A.T,coarse,j-only,19,0.3157894736842105,0.2542357831262422,0.2542357831262422,-81.43540158955031,0,1
1911.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
1925.T,coarse,j-only,17,0.29411764705882354,0.17854653664862893,0.17854653664862896,-11.142784523243288,0,1
1928.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
1942.T,coarse,j-only,27,0.4074074074074074,0.46591237701670046,0.46591237701670046,-15.316690614864935,0,1
2036.T,coarse,j-only,15,0.6,1.482283233281306,1.482283233281306,5.8196695869992485,1,1
215A.T,coarse,j-only,9,1.0,999.0,999.0,67.05911733850571,1,1
2160.T,coarse,j-only,5,0.8,2.1411316337961575,2.141131633796158,13.189777091711935,1,1
218A.T,coarse,j-only,8,1.0,999.0,999.0,82.9166849434282,1,1
219A.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
2267.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
2269.T,coarse,j-only,14,0.35714285714285715,0.1468487584994328,0.1468487584994328,-7.475935812560539,0,1
2413.T,coarse,j-only,6,0.8333333333333334,2.5590848614850565,2.5590848614850574,13.072104378594071,1,1
2432.T,coarse,j-only,10,0.9,4.320615554107909,4.32061555410791,8.664796186166551,1,1
247A.T,coarse,j-only,4,0.75,3.6772674527389424,3.6772674527389424,61.47389179631653,0,1
2502.T,coarse,j-only,28,0.42857142857142855,0.21982118233152045,0.21982118233152048,-14.395773258301963,0,1
2503.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
2670.T,coarse,j-only,1,0.0,0.0,0.0,-69.36110078095948,0,1
2726.T,coarse,j-only,12,0.16666666666666666,0.3176699756973093,0.31766997569730926,-24.414115363830202,0,1
2768.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
2802.T,coarse,j-only,19,0.7368421052631579,1.1412565717006429,1.1412565717006427,1.3626881454304287,1,1
285A.T,coarse,j-only,6,0.8333333333333334,4.424960893964782,4.424960893964783,41.334847418091336,1,1
2897.T,coarse,j-only,6,0.6666666666666666,4.0404808834564,4.040480883456399,1.2920006058166913,1,1
290A.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
2914.T,coarse,j-only,32,0.28125,0.17772818195309406,0.17772818195309406,-17.01224784057227,0,1
3038.T,coarse,j-only,23,0.43478260869565216,0.48775760817705827,0.4877576081770582,-11.635518500376218,0,1
3064.T,coarse,j-only,6,1.0,999.0,999.0,40.41463631639339,1,1
3086.T,coarse,j-only,6,0.6666666666666666,1.598177897846211,1.5981778978462107,9.963357652339797,1,1
3099.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
314A.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
3349.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
3350.T,coarse,j-only,8,1.0,999.0,999.0,61.92558827598363,1,1
3382.T,coarse,j-only,27,0.3333333333333333,0.25342071895368123,0.2534207189536812,-21.44359069107802,0,1
3402.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
3436.T,coarse,j-only,32,0.21875,0.1458726612428289,0.1458726612428289,-61.72367946895233,0,1
3563.T,coarse,j-only,17,0.7647058823529411,1.6271559930390902,1.6271559930390895,7.764910927511875,1,1
3635.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
3692.T,coarse,j-only,7,0.8571428571428571,12.696339940569668,12.696339940569663,64.56966768300477,1,1
3697.T,coarse,j-only,10,0.7,1.5077969493545438,1.5077969493545438,18.153763203998306,1,1
3905.T,coarse,j-only,6,1.0,999.0,999.0,150.28469102096267,1,1
4004.T,coarse,j-only,8,1.0,999.0,999.0,29.099855089809306,1,1
4005.T,coarse,j-only,7,1.0,999.0,999.0,31.80956249235547,1,1
402A.T,coarse,j-only,6,0.0,0.0,0.0,-59.455871728670736,0,1
4062.T,coarse,j-only,8,0.625,1.2219410652041764,1.2219410652041764,7.494362723955647,1,1
4063.T,coarse,j-only,22,0.18181818181818182,0.057929676116582916,0.05792967611658292,-42.18960111039494,0,1
4088.T,coarse,j-only,6,1.0,999.0,999.0,38.90534054071693,1,1
4188.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
4204.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
423A.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
4307.T,coarse,j-only,4,1.0,999.0,999.0,16.585440730021958,0,1
4385.T,coarse,j-only,11,0.5454545454545454,1.9348690596703657,1.9348690596703657,9.904512809480023,1,1
4446.T,coarse,j-only,0,0.0,0.0,0.0,0.0,0,1
