code,mode,signal_mode,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total
1321.T,coarse,j-only,3,1.5,1.0,0.8,0.0,0.0,0,45,0.5111111111111111,0.7525776813910767,0.7525776813910767,-2.2281866546325886,0,1
1357.T,coarse,j-only,1,1.5,1.0,0.6,0.0,0.0,0,50,0.36,0.5107481848678419,0.5107481848678418,-9.864047649498723,0,1
1360.T,coarse,j-only,1,1.2,2.0,0.8,0.0,0.0,0,42,0.6666666666666666,0.8770931631650101,0.87709316316501,-2.075138031522998,0,1
1458.T,coarse,j-only,1,1.2,1.0,0.6,0.0,0.0,0,47,0.46808510638297873,0.5830161216702904,0.5830161216702904,-6.147575024514724,0,1
1540.T,coarse,j-only,5,1.5,2.0,0.6,0.0,0.0,0,63,0.2857142857142857,0.31632089878888825,0.31632089878888825,-21.93035165472403,0,1
1541.T,coarse,j-only,1,1.2,1.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
1542.T,coarse,j-only,3,1.5,1.0,0.4,0.0,0.0,0,5,0.4,0.7537286643286671,0.7537286643286673,-11.562590989185551,0,1
1570.T,coarse,j-only,5,1.5,1.0,0.8,0.0,0.0,0,37,0.4594594594594595,0.6658337654848745,0.6658337654848744,-5.956596123468601,0,1
1579.T,coarse,j-only,1,1.2,1.0,0.8,0.0,0.0,0,42,0.5476190476190477,0.8788715916536769,0.8788715916536772,-1.587820184002606,0,1
1605.T,coarse,j-only,1,1.5,2.0,0.4,0.0,0.0,0,73,0.5068493150684932,0.5586239231837798,0.55862392318378,-8.985573076049228,0,1
1802.T,coarse,j-only,1,1.2,1.0,0.6,0.0,0.0,0,2,1.0,999.0,999.0,10.328467812321305,0,1
1812.T,coarse,j-only,5,1.2,1.5,1.0,0.0,0.0,0,12,0.5,0.44529427165360796,0.4452942716536079,-11.75704234363358,0,1
186A.T,coarse,j-only,1,1.2,1.5,0.4,0.0,0.0,0,13,0.7692307692307693,2.562116777623675,2.5621167776236753,54.826896921006636,0,1
1911.T,coarse,j-only,1,1.2,1.0,0.8,0.0,0.0,0,4,1.0,999.0,999.0,18.061518352505484,0,1
1925.T,coarse,j-only,1,1.2,1.0,0.4,0.0,0.0,0,5,1.0,999.0,999.0,10.423141702957281,0,1
1928.T,coarse,j-only,5,1.2,2.0,1.0,0.0,0.0,0,4,1.0,999.0,999.0,9.8905208330981,0,1
1942.T,coarse,j-only,1,1.2,1.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
