code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,winrate,pf,trades
1311.T,2,1.0,1.5,0.6,0.02,0.05,0.13333333333333333,0.11594202898550725,30
1311.T,2,1.0,1.5,0.6,0.05,0.02,0.13333333333333333,0.11594202898550725,30
1311.T,2,1.0,1.5,0.6,0.05,0.05,0.13333333333333333,0.11594202898550725,30
1311.T,2,1.0,1.5,0.8,0.02,0.02,0.13793103448275862,0.12121212121212122,29
1311.T,2,1.0,1.5,0.8,0.02,0.05,0.13793103448275862,0.12121212121212122,29
1311.T,2,1.0,1.5,0.8,0.05,0.02,0.13793103448275862,0.12121212121212122,29
1311.T,2,1.0,1.5,0.8,0.05,0.05,0.13793103448275862,0.12121212121212122,29
1311.T,2,1.0,1.5,1.0,0.02,0.02,0.1111111111111111,0.09090909090909091,27
1311.T,2,1.0,1.5,1.0,0.02,0.05,0.1111111111111111,0.09090909090909091,27
1311.T,2,1.0,1.5,1.0,0.05,0.02,0.1111111111111111,0.09090909090909091,27
1311.T,2,1.0,1.5,1.0,0.05,0.05,0.1111111111111111,0.09090909090909091,27
1311.T,2,1.0,2.0,0.6,0.02,0.02,0.13333333333333333,0.09090909090909091,30
1311.T,2,1.0,2.0,0.6,0.02,0.05,0.13333333333333333,0.09090909090909091,30
1311.T,2,1.0,2.0,0.6,0.05,0.02,0.13333333333333333,0.09090909090909091,30
1311.T,2,1.0,2.0,0.6,0.05,0.05,0.13333333333333333,0.09090909090909091,30
1311.T,2,1.0,2.0,0.8,0.02,0.02,0.13793103448275862,0.09523809523809523,29
1311.T,2,1.0,2.0,0.8,0.02,0.05,0.13793103448275862,0.09523809523809523,29
1311.T,2,1.0,2.0,0.8,0.05,0.02,0.13793103448275862,0.09523809523809523,29
1311.T,2,1.0,2.0,0.8,0.05,0.05,0.13793103448275862,0.09523809523809523,29
1311.T,2,1.0,2.0,1.0,0.02,0.02,0.1111111111111111,0.07142857142857142,27
1311.T,2,1.0,2.0,1.0,0.02,0.05,0.1111111111111111,0.07142857142857142,27
1311.T,2,1.0,2.0,1.0,0.05,0.02,0.1111111111111111,0.07142857142857142,27
1311.T,2,1.0,2.0,1.0,0.05,0.05,0.1111111111111111,0.07142857142857142,27
1311.T,2,1.2,1.5,0.6,0.02,0.02,0.13333333333333333,0.1391304347826087,30
1311.T,2,1.2,1.5,0.6,0.02,0.05,0.13333333333333333,0.1391304347826087,30
1311.T,2,1.2,1.5,0.6,0.05,0.02,0.13333333333333333,0.1391304347826087,30
1311.T,2,1.2,1.5,0.6,0.05,0.05,0.13333333333333333,0.1391304347826087,30
1311.T,2,1.2,1.5,0.8,0.02,0.02,0.13793103448275862,0.14545454545454545,29
1311.T,2,1.2,1.5,0.8,0.02,0.05,0.13793103448275862,0.14545454545454545,29
1311.T,2,1.2,1.5,0.8,0.05,0.02,0.13793103448275862,0.14545454545454545,29
1311.T,2,1.2,1.5,0.8,0.05,0.05,0.13793103448275862,0.14545454545454545,29
1311.T,2,1.2,1.5,1.0,0.02,0.02,0.1111111111111111,0.10909090909090909,27
1311.T,2,1.2,1.5,1.0,0.02,0.05,0.1111111111111111,0.10909090909090909,27
1311.T,2,1.2,1.5,1.0,0.05,0.02,0.1111111111111111,0.10909090909090909,27
1311.T,2,1.2,1.5,1.0,0.05,0.05,0.1111111111111111,0.10909090909090909,27
1311.T,2,1.2,2.0,0.6,0.02,0.02,0.13333333333333333,0.10909090909090909,30
1311.T,2,1.2,2.0,0.6,0.02,0.05,0.13333333333333333,0.10909090909090909,30
1311.T,2,1.2,2.0,0.6,0.05,0.02,0.13333333333333333,0.10909090909090909,30
1311.T,2,1.2,2.0,0.6,0.05,0.05,0.13333333333333333,0.10909090909090909,30
1311.T,2,1.2,2.0,0.8,0.02,0.02,0.13793103448275862,0.11428571428571428,29
1311.T,2,1.2,2.0,0.8,0.02,0.05,0.13793103448275862,0.11428571428571428,29
1311.T,2,1.2,2.0,0.8,0.05,0.02,0.13793103448275862,0.11428571428571428,29
1311.T,2,1.2,2.0,0.8,0.05,0.05,0.13793103448275862,0.11428571428571428,29
1311.T,2,1.2,2.0,1.0,0.02,0.02,0.1111111111111111,0.0857142857142857,27
1311.T,2,1.2,2.0,1.0,0.02,0.05,0.1111111111111111,0.0857142857142857,27
1311.T,2,1.2,2.0,1.0,0.05,0.02,0.1111111111111111,0.0857142857142857,27
1311.T,2,1.2,2.0,1.0,0.05,0.05,0.1111111111111111,0.0857142857142857,27
1311.T,3,0.8,1.5,0.6,0.02,0.02,0.14814814814814814,0.10158730158730159,27
1311.T,3,0.8,1.5,0.6,0.02,0.05,0.17391304347826086,0.12549019607843137,23
1311.T,3,0.8,1.5,0.6,0.05,0.02,0.14814814814814814,0.10158730158730159,27
1311.T,3,0.8,1.5,0.6,0.05,0.05,0.17391304347826086,0.12549019607843137,23
1311.T,3,0.8,1.5,0.8,0.02,0.02,0.15384615384615385,0.10666666666666667,26
1311.T,3,0.8,1.5,0.8,0.02,0.05,0.18181818181818182,0.13333333333333333,22
1311.T,3,0.8,1.5,0.8,0.05,0.02,0.15384615384615385,0.10666666666666667,26
1311.T,3,0.8,1.5,0.8,0.05,0.05,0.18181818181818182,0.13333333333333333,22
1311.T,3,0.8,1.5,1.0,0.02,0.02,0.15384615384615385,0.10666666666666667,26
1311.T,3,0.8,1.5,1.0,0.02,0.05,0.18181818181818182,0.13333333333333333,22
1311.T,3,0.8,1.5,1.0,0.05,0.02,0.15384615384615385,0.10666666666666667,26
1311.T,3,0.8,1.5,1.0,0.05,0.05,0.18181818181818182,0.13333333333333333,22
1311.T,3,0.8,2.0,0.6,0.02,0.02,0.14814814814814814,0.0761904761904762,27
1311.T,3,0.8,2.0,0.6,0.02,0.05,0.17391304347826086,0.09411764705882353,23
1311.T,3,0.8,2.0,0.6,0.05,0.02,0.14814814814814814,0.0761904761904762,27
1311.T,3,0.8,2.0,0.6,0.05,0.05,0.17391304347826086,0.09411764705882353,23
1311.T,3,0.8,2.0,0.8,0.02,0.02,0.15384615384615385,0.08,26
1311.T,3,0.8,2.0,0.8,0.02,0.05,0.18181818181818182,0.1,22
1311.T,3,0.8,2.0,0.8,0.05,0.02,0.15384615384615385,0.08,26
1311.T,3,0.8,2.0,0.8,0.05,0.05,0.18181818181818182,0.1,22
1311.T,3,0.8,2.0,1.0,0.02,0.02,0.15384615384615385,0.08,26
1311.T,3,0.8,2.0,1.0,0.02,0.05,0.18181818181818182,0.1,22
1311.T,3,0.8,2.0,1.0,0.05,0.02,0.15384615384615385,0.08,26
1311.T,3,0.8,2.0,1.0,0.05,0.05,0.18181818181818182,0.1,22
1311.T,3,1.0,1.5,0.6,0.02,0.02,0.14814814814814814,0.12698412698412698,27
1311.T,3,1.0,1.5,0.6,0.02,0.05,0.17391304347826086,0.1568627450980392,23
1311.T,3,1.0,1.5,0.6,0.05,0.02,0.14814814814814814,0.12698412698412698,27
1311.T,3,1.0,1.5,0.6,0.05,0.05,0.17391304347826086,0.1568627450980392,23
1311.T,3,1.0,1.5,0.8,0.02,0.02,0.15384615384615385,0.13333333333333333,26
1311.T,3,1.0,1.5,0.8,0.02,0.05,0.18181818181818182,0.16666666666666666,22
1311.T,3,1.0,1.5,0.8,0.05,0.02,0.15384615384615385,0.13333333333333333,26
1311.T,3,1.0,1.5,0.8,0.05,0.05,0.18181818181818182,0.16666666666666666,22
1311.T,3,1.0,1.5,1.0,0.02,0.02,0.15384615384615385,0.13333333333333333,26
1311.T,3,1.0,1.5,1.0,0.02,0.05,0.18181818181818182,0.16666666666666666,22
1311.T,3,1.0,1.5,1.0,0.05,0.02,0.15384615384615385,0.13333333333333333,26
1311.T,3,1.0,1.5,1.0,0.05,0.05,0.18181818181818182,0.16666666666666666,22
1311.T,3,1.0,2.0,0.6,0.02,0.02,0.14814814814814814,0.09523809523809523,27
1311.T,3,1.0,2.0,0.6,0.02,0.05,0.17391304347826086,0.11764705882352941,23
1311.T,3,1.0,2.0,0.6,0.05,0.02,0.14814814814814814,0.09523809523809523,27
1311.T,3,1.0,2.0,0.6,0.05,0.05,0.17391304347826086,0.11764705882352941,23
1311.T,3,1.0,2.0,0.8,0.02,0.02,0.15384615384615385,0.1,26
1311.T,3,1.0,2.0,0.8,0.02,0.05,0.18181818181818182,0.125,22
1311.T,3,1.0,2.0,0.8,0.05,0.02,0.15384615384615385,0.1,26
1311.T,3,1.0,2.0,0.8,0.05,0.05,0.18181818181818182,0.125,22
1311.T,3,1.0,2.0,1.0,0.02,0.02,0.15384615384615385,0.1,26
1311.T,3,1.0,2.0,1.0,0.02,0.05,0.18181818181818182,0.125,22
1311.T,3,1.0,2.0,1.0,0.05,0.02,0.15384615384615385,0.1,26
1311.T,3,1.0,2.0,1.0,0.05,0.05,0.18181818181818182,0.125,22
1311.T,3,1.2,1.5,0.6,0.02,0.02,0.1111111111111111,0.11428571428571427,27
1311.T,3,1.2,1.5,0.6,0.02,0.05,0.13043478260869565,0.1411764705882353,23
1311.T,3,1.2,1.5,0.6,0.05,0.02,0.1111111111111111,0.11428571428571427,27
1311.T,3,1.2,1.5,0.6,0.05,0.05,0.13043478260869565,0.1411764705882353,23
1311.T,3,1.2,1.5,0.8,0.02,0.02,0.11538461538461539,0.11999999999999998,26
1311.T,3,1.2,1.5,0.8,0.02,0.05,0.13636363636363635,0.15,22
1311.T,3,1.2,1.5,0.8,0.05,0.02,0.11538461538461539,0.11999999999999998,26
1311.T,3,1.2,1.5,0.8,0.05,0.05,0.13636363636363635,0.15,22
1311.T,3,1.2,1.5,1.0,0.02,0.02,0.11538461538461539,0.11999999999999998,26
1311.T,3,1.2,1.5,1.0,0.02,0.05,0.13636363636363635,0.15,22
1311.T,3,1.2,1.5,1.0,0.05,0.02,0.11538461538461539,0.11999999999999998,26
1311.T,3,1.2,1.5,1.0,0.05,0.05,0.13636363636363635,0.15,22
1311.T,3,1.2,2.0,0.6,0.02,0.02,0.1111111111111111,0.0857142857142857,27
1311.T,3,1.2,2.0,0.6,0.02,0.05,0.13043478260869565,0.10588235294117646,23
1311.T,3,1.2,2.0,0.6,0.05,0.02,0.1111111111111111,0.0857142857142857,27
1311.T,3,1.2,2.0,0.6,0.05,0.05,0.13043478260869565,0.10588235294117646,23
1311.T,3,1.2,2.0,0.8,0.02,0.02,0.11538461538461539,0.09,26
1311.T,3,1.2,2.0,0.8,0.02,0.05,0.13636363636363635,0.11249999999999999,22
1311.T,3,1.2,2.0,0.8,0.05,0.02,0.11538461538461539,0.09,26
1311.T,3,1.2,2.0,0.8,0.05,0.05,0.13636363636363635,0.11249999999999999,22
1311.T,3,1.2,2.0,1.0,0.02,0.02,0.11538461538461539,0.09,26
1311.T,3,1.2,2.0,1.0,0.02,0.05,0.13636363636363635,0.11249999999999999,22
1311.T,3,1.2,2.0,1.0,0.05,0.02,0.11538461538461539,0.09,26
1311.T,3,1.2,2.0,1.0,0.05,0.05,0.13636363636363635,0.11249999999999999,22
1311.T,5,0.8,1.5,0.6,0.02,0.02,0.09090909090909091,0.06666666666666667,22
1311.T,5,0.8,1.5,0.6,0.02,0.05,0.1,0.0761904761904762,20
1311.T,5,0.8,1.5,0.6,0.05,0.02,0.09090909090909091,0.06666666666666667,22
1311.T,5,0.8,1.5,0.6,0.05,0.05,0.1,0.0761904761904762,20
1311.T,5,0.8,1.5,0.8,0.02,0.02,0.09523809523809523,0.07111111111111111,21
1311.T,5,0.8,1.5,0.8,0.02,0.05,0.10526315789473684,0.08205128205128205,19
1311.T,5,0.8,1.5,0.8,0.05,0.02,0.09523809523809523,0.07111111111111111,21
1311.T,5,0.8,1.5,0.8,0.05,0.05,0.10526315789473684,0.08205128205128205,19
1311.T,5,0.8,1.5,1.0,0.02,0.02,0.09523809523809523,0.07111111111111111,21
1311.T,5,0.8,1.5,1.0,0.02,0.05,0.10526315789473684,0.08205128205128205,19
1311.T,5,0.8,1.5,1.0,0.05,0.02,0.09523809523809523,0.07111111111111111,21
1311.T,5,0.8,1.5,1.0,0.05,0.05,0.10526315789473684,0.08205128205128205,19
1311.T,5,0.8,2.0,0.6,0.02,0.02,0.13636363636363635,0.08000000000000002,22
1311.T,5,0.8,2.0,0.6,0.02,0.05,0.15,0.09230769230769233,20
1311.T,5,0.8,2.0,0.6,0.05,0.02,0.13636363636363635,0.08000000000000002,22
1311.T,5,0.8,2.0,0.6,0.05,0.05,0.15,0.09230769230769233,20
1311.T,5,0.8,2.0,0.8,0.02,0.02,0.14285714285714285,0.08571428571428573,21
1311.T,5,0.8,2.0,0.8,0.02,0.05,0.15789473684210525,0.10000000000000002,19
1311.T,5,0.8,2.0,0.8,0.05,0.02,0.14285714285714285,0.08571428571428573,21
1311.T,5,0.8,2.0,0.8,0.05,0.05,0.15789473684210525,0.10000000000000002,19
1311.T,5,0.8,2.0,1.0,0.02,0.02,0.14285714285714285,0.08571428571428573,21
1311.T,5,0.8,2.0,1.0,0.02,0.05,0.15789473684210525,0.10000000000000002,19
1311.T,5,0.8,2.0,1.0,0.05,0.02,0.14285714285714285,0.08571428571428573,21
1311.T,5,0.8,2.0,1.0,0.05,0.05,0.15789473684210525,0.10000000000000002,19
1311.T,5,1.0,1.5,0.6,0.02,0.02,0.09090909090909091,0.08333333333333333,22
1311.T,5,1.0,1.5,0.6,0.02,0.05,0.1,0.09523809523809523,20
1311.T,5,1.0,1.5,0.6,0.05,0.02,0.09090909090909091,0.08333333333333333,22
1311.T,5,1.0,1.5,0.6,0.05,0.05,0.1,0.09523809523809523,20
1311.T,5,1.0,1.5,0.8,0.02,0.02,0.09523809523809523,0.08888888888888889,21
1311.T,5,1.0,1.5,0.8,0.02,0.05,0.10526315789473684,0.10256410256410256,19
1311.T,5,1.0,1.5,0.8,0.05,0.02,0.09523809523809523,0.08888888888888889,21
1311.T,5,1.0,1.5,0.8,0.05,0.05,0.10526315789473684,0.10256410256410256,19
1311.T,5,1.0,1.5,1.0,0.02,0.02,0.09523809523809523,0.08888888888888889,21
1311.T,5,1.0,1.5,1.0,0.02,0.05,0.10526315789473684,0.10256410256410256,19
1311.T,5,1.0,1.5,1.0,0.05,0.02,0.09523809523809523,0.08888888888888889,21
1311.T,5,1.0,1.5,1.0,0.05,0.05,0.10526315789473684,0.10256410256410256,19
1311.T,5,1.0,2.0,0.6,0.02,0.02,0.13636363636363635,0.1,22
1311.T,5,1.0,2.0,0.6,0.02,0.05,0.15,0.11538461538461539,20
1311.T,5,1.0,2.0,0.6,0.05,0.02,0.13636363636363635,0.1,22
1311.T,5,1.0,2.0,0.6,0.05,0.05,0.15,0.11538461538461539,20
1311.T,5,1.0,2.0,0.8,0.02,0.02,0.14285714285714285,0.10714285714285714,21
1311.T,5,1.0,2.0,0.8,0.02,0.05,0.15789473684210525,0.125,19
1311.T,5,1.0,2.0,0.8,0.05,0.02,0.14285714285714285,0.10714285714285714,21
1311.T,5,1.0,2.0,0.8,0.05,0.05,0.15789473684210525,0.125,19
1311.T,5,1.0,2.0,1.0,0.02,0.02,0.14285714285714285,0.10714285714285714,21
1311.T,5,1.0,2.0,1.0,0.02,0.05,0.15789473684210525,0.125,19
1311.T,5,1.0,2.0,1.0,0.05,0.02,0.14285714285714285,0.10714285714285714,21
1311.T,5,1.0,2.0,1.0,0.05,0.05,0.15789473684210525,0.125,19
1311.T,5,1.2,1.5,0.6,0.02,0.02,0.09090909090909091,0.09999999999999999,22
1311.T,5,1.2,1.5,0.6,0.02,0.05,0.1,0.11428571428571428,20
1311.T,5,1.2,1.5,0.6,0.05,0.02,0.09090909090909091,0.09999999999999999,22
1311.T,5,1.2,1.5,0.6,0.05,0.05,0.1,0.11428571428571428,20
1311.T,5,1.2,1.5,0.8,0.02,0.02,0.09523809523809523,0.10666666666666666,21
1311.T,5,1.2,1.5,0.8,0.02,0.05,0.10526315789473684,0.12307692307692307,19
1311.T,5,1.2,1.5,0.8,0.05,0.02,0.09523809523809523,0.10666666666666666,21
1311.T,5,1.2,1.5,0.8,0.05,0.05,0.10526315789473684,0.12307692307692307,19
1311.T,5,1.2,1.5,1.0,0.02,0.02,0.09523809523809523,0.10666666666666666,21
1311.T,5,1.2,1.5,1.0,0.02,0.05,0.10526315789473684,0.12307692307692307,19
1311.T,5,1.2,1.5,1.0,0.05,0.02,0.09523809523809523,0.10666666666666666,21
1311.T,5,1.2,1.5,1.0,0.05,0.05,0.10526315789473684,0.12307692307692307,19
1311.T,5,1.2,2.0,0.6,0.02,0.02,0.13636363636363635,0.11999999999999998,22
1311.T,5,1.2,2.0,0.6,0.02,0.05,0.15,0.13846153846153844,20
1311.T,5,1.2,2.0,0.6,0.05,0.02,0.13636363636363635,0.11999999999999998,22
1311.T,5,1.2,2.0,0.6,0.05,0.05,0.15,0.13846153846153844,20
1311.T,5,1.2,2.0,0.8,0.02,0.02,0.14285714285714285,0.12857142857142856,21
1311.T,5,1.2,2.0,0.8,0.02,0.05,0.15789473684210525,0.15,19
1311.T,5,1.2,2.0,0.8,0.05,0.02,0.14285714285714285,0.12857142857142856,21
1311.T,5,1.2,2.0,0.8,0.05,0.05,0.15789473684210525,0.15,19
1311.T,5,1.2,2.0,1.0,0.02,0.02,0.14285714285714285,0.12857142857142856,21
1311.T,5,1.2,2.0,1.0,0.02,0.05,0.15789473684210525,0.15,19
1311.T,5,1.2,2.0,1.0,0.05,0.02,0.14285714285714285,0.12857142857142856,21
1311.T,5,1.2,2.0,1.0,0.05,0.05,0.15789473684210525,0.15,19
1435.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1
1435.T,1,0.8,1.5,0.6,0.02,0.05,1.0,999.0,1
1435.T,1,0.8,1.5,0.6,0.05,0.02,1.0,999.0,1
1435.T,1,0.8,1.5,0.6,0.05,0.05,1.0,999.0,1
1435.T,1,0.8,1.5,0.8,0.02,0.02,0.0,0.0,0
1435.T,1,0.8,1.5,0.8,0.02,0.05,0.0,0.0,0
1435.T,1,0.8,1.5,0.8,0.05,0.02,0.0,0.0,0
1435.T,1,0.8,1.5,0.8,0.05,0.05,0.0,0.0,0
1435.T,1,0.8,1.5,1.0,0.02,0.02,0.0,0.0,0
1435.T,1,0.8,1.5,1.0,0.02,0.05,0.0,0.0,0
1435.T,1,0.8,1.5,1.0,0.05,0.02,0.0,0.0,0
1435.T,1,0.8,1.5,1.0,0.05,0.05,0.0,0.0,0
1435.T,1,0.8,2.0,0.6,0.02,0.02,1.0,999.0,1
1435.T,1,0.8,2.0,0.6,0.02,0.05,1.0,999.0,1
1435.T,1,0.8,2.0,0.6,0.05,0.02,1.0,999.0,1
1435.T,1,0.8,2.0,0.6,0.05,0.05,1.0,999.0,1
1435.T,1,0.8,2.0,0.8,0.02,0.02,0.0,0.0,0
1435.T,1,0.8,2.0,0.8,0.02,0.05,0.0,0.0,0
1435.T,1,0.8,2.0,0.8,0.05,0.02,0.0,0.0,0
