code,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total
215A.T,0,0.0,0.0,0.0,0.0,0,2
3905.T,2,0.5,1.0,0.9992003198720513,-0.0007999999999999119,0,2
5016.T,8,0.375,1.2,1.1985611510791367,0.12420000000000009,0,2
6301.T,3,0.3333333333333333,999.0,0.4992006394884092,-0.3341333333333334,0,2
6954.T,5,0.2,0.5,0.2498000799680128,-1.2008,0,2
7453.T,8,0.25,0.6666666666666666,0.665867306155076,-0.2507999999999999,0,2
8136.T,10,0.5,3.3333333333333335,1.997601918465228,0.4992000000000001,0,2
8630.T,0,0.0,0.0,0.0,0.0,0,2
9432.T,8,0.5,1.7777777777777777,1.332089552238806,0.2492000000000001,0,2
