Ticker,count,mean,sum
8233.T,783,0.11468710089399535,89.79999999999836
7752.T,775,0.1156129032258078,89.60000000000105
8331.T,778,0.11465295629819941,89.19999999999914
2127.T,854,0.10135821090090706,86.55991210937464
8601.T,700,0.1177142857142878,82.40000000000146
8113.T,789,0.10141949671756224,80.01998291015661
2801.T,748,0.10628342245989122,79.49999999999864
1803.T,820,0.09475609756097789,77.70000000000186
4543.T,792,0.09583333333333689,75.90000000000282
4902.T,840,0.08452495756603509,71.00096435546948
7211.T,735,0.09463973480016986,69.56020507812485
7272.T,781,0.08668373879641142,67.69999999999732
7167.T,793,0.08259942342173765,65.50134277343795
4188.T,810,0.07888988353587842,63.90080566406152
2503.T,771,0.0824902723735425,63.60000000000127
3407.T,709,0.0894217207334307,63.400000000002365
6762.T,819,0.07655677655677412,62.699999999998
7205.T,762,0.0673494113711852,51.320251464843125
4612.T,733,0.06662995675413584,48.83975830078157
2181.T,779,0.05181076186918309,40.360583496093625
6472.T,800,0.05035116577148429,40.28093261718743
8524.T,539,0.07272727272727934,39.20000000000357
3402.T,785,0.04988708884852713,39.161364746093795
8593.T,746,0.049463806970512246,36.90000000000214
8410.T,738,0.04552867858390541,33.60016479492219
4507.T,827,0.03917775090689744,32.400000000004184
3861.T,797,0.04035120716358247,32.15991210937523
5411.T,746,0.04182305630026755,31.19999999999959
8604.T,756,0.04126984126983471,31.199999999995043
9424.T,209,0.11100478468899312,23.199999999999562
5406.T,785,0.028280254777068962,22.199999999999136
8848.T,514,0.0424124513618727,21.80000000000257
4755.T,771,0.028094284512806773,21.660693359374022
6740.T,200,0.07900000000000001,15.800000000000004
8515.T,311,0.050160771704180866,15.60000000000025
9831.T,825,0.018351355350379173,15.139868164062818
4005.T,819,0.012333297263716963,10.100970458984193
8698.T,529,0.018903591682423313,10.000000000001933
9432.T,603,0.013300380422108425,8.02012939453138
4689.T,770,0.008780168805802966,6.760729980468284
3315.T,168,0.029761904761904507,4.999999999999957
3064.T,798,-0.0007518796992531351,-0.6000000000040018
7259.T,803,-0.0033623910336242503,-2.700000000000273
8729.T,127,-0.04488174558624485,-5.699981689453097
6902.T,808,-0.00816831683167799,-6.599999999995816
8306.T,716,-0.009776536312845351,-6.9999999999972715
9434.T,674,-0.017506834307481074,-11.799606323242244
2897.T,760,-0.01565789473684462,-11.90000000000191
7186.T,795,-0.03270440251572613,-26.000000000002274
6758.T,759,-0.05349143610013703,-40.600000000004
7011.T,758,-0.0554089709762569,-42.00000000000273
6526.T,828,-0.06231884057971223,-51.60000000000173
6315.T,763,-0.06841415465269278,-52.20000000000459
8411.T,781,-0.07477592829704295,-58.39999999999054
3099.T,838,-0.10226730310261369,-85.69999999999027
7936.T,777,-0.1299871299871294,-100.99999999999955
7182.T,785,-0.13108280254777602,-102.90000000000418
6525.T,794,-0.24534005037783455,-194.80000000000064
5076.T,712,-0.47317415730337,-336.8999999999994
4004.T,818,-0.4232273838630799,-346.19999999999936
6871.T,624,-0.5977564102564102,-373.0
8136.T,812,-1.2630541871921097,-1025.599999999993
1861.T,455,-15.727252747252747,-7155.9
