code,mode,signal_mode,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total
4568.T,refine,j-only,8,2.5,1.0,0.4,0.0,0.0,60,54,0.16666666666666666,0.5357142857142857,0.4994404476418865,-0.41746666666666665,0,1
9432.T,refine,j-only,8,2.5,0.8,0.4,0.0,0.0,60,55,0.3090909090909091,1.4756944444444444,1.396182764603817,0.21919999999999995,1,1
