code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total
2036.T,2,1.0,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
2802.T,2,2.0,1.0,0.4,0.01,0.01,60,7,0.42857142857142855,999.0,1.498201438848921,0.2849142857142858,0,2
4519.T,8,2.0,1.0,0.4,0.01,0.01,60,22,0.18181818181818182,0.47058823529411764,0.44391153743671746,-0.45534545454545433,0,2
5803.T,5,2.0,1.0,0.4,0.05,0.03,60,19,0.15789473684210525,0.375,0.3745503597122302,-0.5271157894736842,0,2
6762.T,1,2.0,1.5,0.4,0.01,0.01,60,9,0.4444444444444444,1.7777777777777777,1.0656716417910448,0.05475555555555556,0,2
7013.T,8,2.0,1.0,0.4,0.03,0.01,60,12,0.3333333333333333,1.0,0.9988009592326139,-0.0008000000000000229,0,2
7936.T,2,1.0,1.0,0.4,0.01,0.01,60,7,0.0,0.0,0.0,-1.0008,0,2
8411.T,8,2.0,1.0,0.4,0.01,0.01,60,17,0.17647058823529413,0.5454545454545454,0.42805755395683465,-0.4713882352941175,0,2
9022.T,1,2.0,1.0,0.4,0.01,0.01,60,9,0.4444444444444444,1.6,1.5980815347721824,0.33253333333333335,0,2
