code,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total
2036.T,2,0.5,1.0,0.9984012789768186,-0.0007999999999999674,0,2
2802.T,6,0.3333333333333333,999.0,0.9988009592326139,-0.0008000000000000229,0,2
4519.T,10,0.3,0.8571428571428571,0.8561151079136692,-0.10079999999999989,0,2
5803.T,10,0.4,1.3333333333333333,1.331734612310152,0.19920000000000015,0,2
6762.T,4,0.0,0.0,0.0,-1.5008,0,2
7013.T,9,0.3333333333333333,1.0,0.9988009592326139,-0.0008000000000000229,0,2
7936.T,0,0.0,0.0,0.0,0.0,0,2
8411.T,8,0.375,1.5,1.1985611510791367,0.12420000000000009,0,2
9022.T,0,0.0,0.0,0.0,0.0,0,2
