mode,code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_wins,train_losses,train_flats,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total,forward_wins,forward_losses,forward_flats,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total
coarse,4502.T,1,1.2,2.0,0.6,0.02,0.02,60,9,9,1,19,0.47368421052631576,0.6,0.5394242303078768,-0.48501052631578956,0,2,3,10,0,13,0.23076923076923078,0.18,0.1798080767692923,-1.2623384615384612,0,2
coarse,4502.T,1,1.2,2.0,0.6,0.02,0.05,60,8,9,1,18,0.4444444444444444,0.5333333333333333,0.4794882047181127,-0.5785777777777779,0,2,3,7,0,10,0.3,0.2571428571428571,0.256868681098989,-1.0407999999999997,0,2
coarse,4502.T,1,1.2,2.0,0.6,0.05,0.02,60,9,9,1,19,0.47368421052631576,0.6,0.5394242303078768,-0.48501052631578956,0,2,3,10,0,13,0.23076923076923078,0.18,0.1798080767692923,-1.2623384615384612,0,2
coarse,4502.T,1,1.2,2.0,0.6,0.05,0.05,60,8,9,1,18,0.4444444444444444,0.5333333333333333,0.4794882047181127,-0.5785777777777779,0,2,3,7,0,10,0.3,0.2571428571428571,0.256868681098989,-1.0407999999999997,0,2
coarse,4502.T,1,1.2,2.0,1.0,0.02,0.02,60,8,7,1,16,0.5,0.6857142857142857,0.599360255897641,-0.40079999999999993,0,2,2,5,0,7,0.2857142857142857,0.24,0.2397441023590564,-1.0865142857142855,0,2
coarse,4502.T,1,1.2,2.0,1.0,0.02,0.05,60,8,7,1,16,0.5,0.6857142857142857,0.599360255897641,-0.40079999999999993,0,2,2,3,0,5,0.4,0.39999999999999997,0.39957350393176067,-0.7207999999999999,0,2
coarse,4502.T,1,1.2,2.0,1.0,0.05,0.02,60,8,7,1,16,0.5,0.6857142857142857,0.599360255897641,-0.40079999999999993,0,2,2,5,0,7,0.2857142857142857,0.24,0.2397441023590564,-1.0865142857142855,0,2
coarse,4502.T,1,1.2,2.0,1.0,0.05,0.05,60,8,7,1,16,0.5,0.6857142857142857,0.599360255897641,-0.40079999999999993,0,2,2,3,0,5,0.4,0.39999999999999997,0.39957350393176067,-0.7207999999999999,0,2
coarse,4502.T,1,1.5,1.0,0.6,0.02,0.02,60,5,13,1,19,0.2631578947368421,0.5769230769230769,0.535000570971794,-0.34290526315789477,0,2,1,12,0,13,0.07692307692307693,0.125,0.12483346656008527,-0.8084923076923076,0,2
coarse,4502.T,1,1.5,1.0,0.6,0.02,0.05,60,5,12,1,18,0.2777777777777778,0.625,0.5761544610465476,-0.3063555555555554,0,2,1,9,0,10,0.1,0.16666666666666666,0.1664446220801137,-0.7507999999999999,0,2
coarse,4502.T,1,1.5,1.0,0.6,0.05,0.02,60,5,13,1,19,0.2631578947368421,0.5769230769230769,0.535000570971794,-0.34290526315789477,0,2,1,12,0,13,0.07692307692307693,0.125,0.12483346656008527,-0.8084923076923076,0,2
coarse,4502.T,1,1.5,1.0,0.6,0.05,0.05,60,5,12,1,18,0.2777777777777778,0.625,0.5761544610465476,-0.3063555555555554,0,2,1,9,0,10,0.1,0.16666666666666666,0.1664446220801137,-0.7507999999999999,0,2
coarse,4502.T,1,1.5,1.0,1.0,0.02,0.02,60,5,10,1,16,0.3125,0.75,0.6809098176004652,-0.2195499999999999,0,2,1,6,0,7,0.14285714285714285,0.25,0.24966693312017055,-0.6436571428571428,0,2
coarse,4502.T,1,1.5,1.0,1.0,0.02,0.05,60,5,10,1,16,0.3125,0.75,0.6809098176004652,-0.2195499999999999,0,2,1,4,0,5,0.2,0.375,0.37450039968025584,-0.5007999999999999,0,2
coarse,4502.T,1,1.5,1.0,1.0,0.05,0.02,60,5,10,1,16,0.3125,0.75,0.6809098176004652,-0.2195499999999999,0,2,1,6,0,7,0.14285714285714285,0.25,0.24966693312017055,-0.6436571428571428,0,2
coarse,4502.T,1,1.5,1.0,1.0,0.05,0.05,60,5,10,1,16,0.3125,0.75,0.6809098176004652,-0.2195499999999999,0,2,1,4,0,5,0.2,0.375,0.37450039968025584,-0.5007999999999999,0,2
coarse,4502.T,1,1.5,2.0,0.6,0.02,0.02,60,9,9,1,19,0.47368421052631576,0.75,0.6743702518992403,-0.3429052631578948,0,2,3,10,0,13,0.23076923076923078,0.225,0.2247900839664135,-1.193107692307692,0,2
coarse,4502.T,1,1.5,2.0,0.6,0.02,0.05,60,8,9,1,18,0.4444444444444444,0.6666666666666666,0.5994402239104357,-0.44524444444444455,0,2,3,7,0,10,0.3,0.32142857142857145,0.32112869138059064,-0.9507999999999999,0,2
coarse,4502.T,1,1.5,2.0,0.6,0.05,0.02,60,9,9,1,19,0.47368421052631576,0.75,0.6743702518992403,-0.3429052631578948,0,2,3,10,0,13,0.23076923076923078,0.225,0.2247900839664135,-1.193107692307692,0,2
coarse,4502.T,1,1.5,2.0,0.6,0.05,0.05,60,8,9,1,18,0.4444444444444444,0.6666666666666666,0.5994402239104357,-0.44524444444444455,0,2,3,7,0,10,0.3,0.32142857142857145,0.32112869138059064,-0.9507999999999999,0,2
coarse,4502.T,1,1.5,2.0,1.0,0.02,0.02,60,8,7,1,16,0.5,0.8571428571428571,0.7493002798880448,-0.2507999999999999,0,2,2,5,0,7,0.2857142857142857,0.3,0.2997201119552179,-1.0008,0,2
coarse,4502.T,1,1.5,2.0,1.0,0.02,0.05,60,8,7,1,16,0.5,0.8571428571428571,0.7493002798880448,-0.2507999999999999,0,2,2,3,0,5,0.4,0.5,0.49953351992536327,-0.6007999999999999,0,2
coarse,4502.T,1,1.5,2.0,1.0,0.05,0.02,60,8,7,1,16,0.5,0.8571428571428571,0.7493002798880448,-0.2507999999999999,0,2,2,5,0,7,0.2857142857142857,0.3,0.2997201119552179,-1.0008,0,2
coarse,4502.T,1,1.5,2.0,1.0,0.05,0.05,60,8,7,1,16,0.5,0.8571428571428571,0.7493002798880448,-0.2507999999999999,0,2,2,3,0,5,0.4,0.5,0.49953351992536327,-0.6007999999999999,0,2
coarse,4502.T,3,1.2,1.0,0.6,0.02,0.02,60,1,11,1,13,0.07692307692307693,0.10909090909090909,0.09985345057287505,-0.8315692307692307,0,2,0,7,1,8,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.2,1.0,0.6,0.02,0.05,60,1,9,1,11,0.09090909090909091,0.13333333333333333,0.11982414068745005,-0.8008,0,2,0,7,1,8,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.2,1.0,0.6,0.05,0.02,60,1,10,1,12,0.08333333333333333,0.12,0.10893103698859095,-0.8174666666666666,0,2,0,6,1,7,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.2,1.0,0.6,0.05,0.05,60,1,8,1,10,0.1,0.15,0.13313793409716673,-0.7807999999999999,0,2,0,6,1,7,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.2,1.0,1.0,0.02,0.02,60,1,8,1,10,0.1,0.15,0.13313793409716673,-0.7807999999999999,0,2,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.2,1.0,1.0,0.02,0.05,60,1,6,1,8,0.125,0.19999999999999998,0.17117734383921437,-0.7257999999999999,0,2,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.2,1.0,1.0,0.05,0.02,60,1,7,1,9,0.1111111111111111,0.17142857142857143,0.14978017585931258,-0.7563555555555554,0,2,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.2,1.0,1.0,0.05,0.05,60,1,5,1,7,0.14285714285714285,0.24,0.1997069011457501,-0.6865142857142856,0,2,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.2,2.0,0.6,0.02,0.02,60,3,9,1,13,0.23076923076923078,0.19999999999999998,0.1798080767692923,-1.2623384615384612,0,2,0,7,1,8,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.2,2.0,0.6,0.02,0.05,60,3,7,1,11,0.2727272727272727,0.2571428571428571,0.22476009596161536,-1.1280727272727271,0,2,0,7,1,8,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.2,2.0,0.6,0.05,0.02,60,3,8,1,12,0.25,0.22499999999999998,0.19978675196588033,-1.2007999999999999,0,2,0,6,1,7,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.2,2.0,0.6,0.05,0.05,60,3,6,1,10,0.3,0.3,0.256868681098989,-1.0407999999999997,0,2,0,6,1,7,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.2,2.0,1.0,0.02,0.02,60,3,6,1,10,0.3,0.3,0.256868681098989,-1.0407999999999997,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.2,2.0,1.0,0.02,0.05,60,3,4,1,8,0.375,0.44999999999999996,0.35961615353858456,-0.8008,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.2,2.0,1.0,0.05,0.02,60,3,5,1,9,0.3333333333333333,0.36,0.29968012794882043,-0.9341333333333335,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.2,2.0,1.0,0.05,0.05,60,3,3,1,7,0.42857142857142855,0.6,0.4495201919232308,-0.6293714285714284,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.5,1.0,0.6,0.02,0.02,60,1,11,1,13,0.07692307692307693,0.13636363636363635,0.12483346656008527,-0.8084923076923076,0,2,0,7,1,8,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.5,1.0,0.6,0.02,0.05,60,1,9,1,11,0.09090909090909091,0.16666666666666666,0.14980015987210235,-0.7735272727272726,0,2,0,7,1,8,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.5,1.0,0.6,0.05,0.02,60,1,10,1,12,0.08333333333333333,0.15,0.13618196352009304,-0.7924666666666665,0,2,0,6,1,7,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.5,1.0,0.6,0.05,0.05,60,1,8,1,10,0.1,0.1875,0.1664446220801137,-0.7507999999999999,0,2,0,6,1,7,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.5,1.0,1.0,0.02,0.02,60,1,8,1,10,0.1,0.1875,0.1664446220801137,-0.7507999999999999,0,2,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.5,1.0,1.0,0.02,0.05,60,1,6,1,8,0.125,0.25,0.21400022838871763,-0.6882999999999999,0,2,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.5,1.0,1.0,0.05,0.02,60,1,7,1,9,0.1111111111111111,0.21428571428571427,0.18725019984012792,-0.723022222222222,0,2,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.5,1.0,1.0,0.05,0.05,60,1,5,1,7,0.14285714285714285,0.3,0.24966693312017055,-0.6436571428571428,0,2,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,3,1.5,2.0,0.6,0.02,0.02,60,3,9,1,13,0.23076923076923078,0.25,0.2247900839664135,-1.193107692307692,0,2,0,7,1,8,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.5,2.0,0.6,0.02,0.05,60,3,7,1,11,0.2727272727272727,0.32142857142857145,0.28098760495801683,-1.0462545454545453,0,2,0,7,1,8,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.5,2.0,0.6,0.05,0.02,60,3,8,1,12,0.25,0.28125,0.2497667599626816,-1.1258,0,2,0,6,1,7,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.5,2.0,0.6,0.05,0.05,60,3,6,1,10,0.3,0.375,0.32112869138059064,-0.9507999999999999,0,2,0,6,1,7,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.5,2.0,1.0,0.02,0.02,60,3,6,1,10,0.3,0.375,0.32112869138059064,-0.9507999999999999,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.5,2.0,1.0,0.02,0.05,60,3,4,1,8,0.375,0.5625,0.4495801679328269,-0.6882999999999999,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.5,2.0,1.0,0.05,0.02,60,3,5,1,9,0.3333333333333333,0.45,0.3746501399440224,-0.8341333333333334,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,3,1.5,2.0,1.0,0.05,0.05,60,3,3,1,7,0.42857142857142855,0.75,0.5619752099160337,-0.5007999999999998,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.2,1.0,0.6,0.02,0.02,60,1,13,1,15,0.06666666666666667,0.0923076923076923,0.08558867191960717,-0.8541333333333332,0,2,0,8,1,9,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.2,1.0,0.6,0.02,0.05,60,1,10,1,12,0.08333333333333333,0.12,0.10893103698859095,-0.8174666666666666,0,2,0,6,1,7,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.2,1.0,0.6,0.05,0.02,60,1,10,1,12,0.08333333333333333,0.12,0.10893103698859095,-0.8174666666666666,0,2,0,6,1,7,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.2,1.0,0.6,0.05,0.05,60,1,7,1,9,0.1111111111111111,0.17142857142857143,0.14978017585931258,-0.7563555555555554,0,2,0,4,1,5,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.2,1.0,1.0,0.02,0.02,60,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2,0,5,0,5,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.2,1.0,1.0,0.02,0.05,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.2,1.0,1.0,0.05,0.02,60,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2,0,5,0,5,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.2,1.0,1.0,0.05,0.05,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.2,2.0,0.6,0.02,0.02,60,3,11,1,15,0.2,0.1636363636363636,0.14984006397441024,-1.3608,0,2,0,8,1,9,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.2,2.0,0.6,0.02,0.05,60,3,8,1,12,0.25,0.22499999999999998,0.19978675196588033,-1.2007999999999999,0,2,0,6,1,7,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.2,2.0,0.6,0.05,0.02,60,3,8,1,12,0.25,0.22499999999999998,0.19978675196588033,-1.2007999999999999,0,2,0,6,1,7,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.2,2.0,0.6,0.05,0.05,60,3,5,1,9,0.3333333333333333,0.36,0.29968012794882043,-0.9341333333333335,0,2,0,4,1,5,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.2,2.0,1.0,0.02,0.02,60,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2,0,5,0,5,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.2,2.0,1.0,0.02,0.05,60,0,3,0,3,0.0,0.0,0.0,-2.0008,0,2,0,3,0,3,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.2,2.0,1.0,0.05,0.02,60,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2,0,5,0,5,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.2,2.0,1.0,0.05,0.05,60,0,3,0,3,0.0,0.0,0.0,-2.0008,0,2,0,3,0,3,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.5,1.0,0.6,0.02,0.02,60,1,13,1,15,0.06666666666666667,0.11538461538461539,0.10700011419435881,-0.8341333333333333,0,2,0,8,1,9,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.5,1.0,0.6,0.02,0.05,60,1,10,1,12,0.08333333333333333,0.15,0.13618196352009304,-0.7924666666666665,0,2,0,6,1,7,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.5,1.0,0.6,0.05,0.02,60,1,10,1,12,0.08333333333333333,0.15,0.13618196352009304,-0.7924666666666665,0,2,0,6,1,7,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.5,1.0,0.6,0.05,0.05,60,1,7,1,9,0.1111111111111111,0.21428571428571427,0.18725019984012792,-0.723022222222222,0,2,0,4,1,5,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.5,1.0,1.0,0.02,0.02,60,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2,0,5,0,5,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.5,1.0,1.0,0.02,0.05,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.5,1.0,1.0,0.05,0.02,60,0,4,0,4,0.0,0.0,0.0,-1.0008,0,2,0,5,0,5,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.5,1.0,1.0,0.05,0.05,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2
coarse,4502.T,5,1.5,2.0,0.6,0.02,0.02,60,3,11,1,15,0.2,0.20454545454545456,0.18732506997201123,-1.3008,0,2,0,8,1,9,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.5,2.0,0.6,0.02,0.05,60,3,8,1,12,0.25,0.28125,0.2497667599626816,-1.1258,0,2,0,6,1,7,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.5,2.0,0.6,0.05,0.02,60,3,8,1,12,0.25,0.28125,0.2497667599626816,-1.1258,0,2,0,6,1,7,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.5,2.0,0.6,0.05,0.05,60,3,5,1,9,0.3333333333333333,0.45,0.3746501399440224,-0.8341333333333334,0,2,0,4,1,5,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.5,2.0,1.0,0.02,0.02,60,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2,0,5,0,5,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.5,2.0,1.0,0.02,0.05,60,0,3,0,3,0.0,0.0,0.0,-2.0008,0,2,0,3,0,3,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.5,2.0,1.0,0.05,0.02,60,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2,0,5,0,5,0.0,0.0,0.0,-2.0008,0,2
coarse,4502.T,5,1.5,2.0,1.0,0.05,0.05,60,0,3,0,3,0.0,0.0,0.0,-2.0008,0,2,0,3,0,3,0.0,0.0,0.0,-2.0008,0,2
coarse,4503.T,1,1.2,1.0,0.6,0.02,0.02,60,3,14,0,17,0.17647058823529413,0.2571428571428571,0.2567660157588216,-0.6125647058823528,0,2,2,1,1,4,0.5,2.4,1.1982414068745006,0.09920000000000007,0,2
coarse,4503.T,1,1.2,1.0,0.6,0.02,0.05,60,3,14,0,17,0.17647058823529413,0.2571428571428571,0.2567660157588216,-0.6125647058823528,0,2,2,1,1,4,0.5,2.4,1.1982414068745006,0.09920000000000007,0,2
coarse,4503.T,1,1.2,1.0,0.6,0.05,0.02,60,2,13,0,15,0.13333333333333333,0.1846153846153846,0.18434483182684624,-0.7074666666666666,0,2,2,1,1,4,0.5,2.4,1.1982414068745006,0.09920000000000007,0,2
coarse,4503.T,1,1.2,1.0,0.6,0.05,0.05,60,2,13,0,15,0.13333333333333333,0.1846153846153846,0.18434483182684624,-0.7074666666666666,0,2,2,1,1,4,0.5,2.4,1.1982414068745006,0.09920000000000007,0,2
coarse,4503.T,1,1.2,1.0,1.0,0.02,0.02,60,1,10,0,11,0.09090909090909091,0.12,0.11982414068745005,-0.8008,0,2,0,0,1,1,0.0,0.0,0.0,-1.0008,0,2
coarse,4503.T,1,1.2,1.0,1.0,0.02,0.05,60,1,10,0,11,0.09090909090909091,0.12,0.11982414068745005,-0.8008,0,2,0,0,1,1,0.0,0.0,0.0,-1.0008,0,2
coarse,4503.T,1,1.2,1.0,1.0,0.05,0.02,60,0,9,0,9,0.0,0.0,0.0,-1.0008,0,2,0,0,1,1,0.0,0.0,0.0,-1.0008,0,2
coarse,4503.T,1,1.2,1.0,1.0,0.05,0.05,60,0,9,0,9,0.0,0.0,0.0,-1.0008,0,2,0,0,1,1,0.0,0.0,0.0,-1.0008,0,2
coarse,4503.T,1,1.2,2.0,0.6,0.02,0.02,60,6,11,0,17,0.35294117647058826,0.3272727272727272,0.3269237759441679,-0.8713882352941174,0,2,3,0,1,4,0.75,999.0,1.798080767692923,0.3992,0,2
coarse,4503.T,1,1.2,2.0,0.6,0.02,0.05,60,6,11,0,17,0.35294117647058826,0.3272727272727272,0.3269237759441679,-0.8713882352941174,0,2,3,0,1,4,0.75,999.0,1.798080767692923,0.3992,0,2
coarse,4503.T,1,1.2,2.0,0.6,0.05,0.02,60,5,10,0,15,0.3333333333333333,0.3,0.29968012794882043,-0.9341333333333335,0,2,3,0,1,4,0.75,999.0,1.798080767692923,0.3992,0,2
coarse,4503.T,1,1.2,2.0,0.6,0.05,0.05,60,5,10,0,15,0.3333333333333333,0.3,0.29968012794882043,-0.9341333333333335,0,2,3,0,1,4,0.75,999.0,1.798080767692923,0.3992,0,2
coarse,4503.T,1,1.2,2.0,1.0,0.02,0.02,60,4,7,0,11,0.36363636363636365,0.34285714285714286,0.342491574798652,-0.8371636363636362,0,2,0,0,1,1,0.0,0.0,0.0,-2.0008,0,2
coarse,4503.T,1,1.2,2.0,1.0,0.02,0.05,60,4,7,0,11,0.36363636363636365,0.34285714285714286,0.342491574798652,-0.8371636363636362,0,2,0,0,1,1,0.0,0.0,0.0,-2.0008,0,2
coarse,4503.T,1,1.2,2.0,1.0,0.05,0.02,60,3,6,0,9,0.3333333333333333,0.3,0.29968012794882043,-0.9341333333333335,0,2,0,0,1,1,0.0,0.0,0.0,-2.0008,0,2
coarse,4503.T,1,1.2,2.0,1.0,0.05,0.05,60,3,6,0,9,0.3333333333333333,0.3,0.29968012794882043,-0.9341333333333335,0,2,0,0,1,1,0.0,0.0,0.0,-2.0008,0,2
coarse,4503.T,1,1.5,1.0,0.6,0.02,0.02,60,3,14,0,17,0.17647058823529413,0.32142857142857145,0.32100034258307647,-0.5596235294117646,0,2,2,1,1,4,0.5,3.0,1.4980015987210233,0.2492000000000001,0,2
coarse,4503.T,1,1.5,1.0,0.6,0.02,0.05,60,3,14,0,17,0.17647058823529413,0.32142857142857145,0.32100034258307647,-0.5596235294117646,0,2,2,1,1,4,0.5,3.0,1.4980015987210233,0.2492000000000001,0,2
coarse,4503.T,1,1.5,1.0,0.6,0.05,0.02,60,2,13,0,15,0.13333333333333333,0.23076923076923078,0.23046178441861898,-0.6674666666666665,0,2,2,1,1,4,0.5,3.0,1.4980015987210233,0.2492000000000001,0,2
coarse,4503.T,1,1.5,1.0,0.6,0.05,0.05,60,2,13,0,15,0.13333333333333333,0.23076923076923078,0.23046178441861898,-0.6674666666666665,0,2,2,1,1,4,0.5,3.0,1.4980015987210233,0.2492000000000001,0,2
coarse,4503.T,1,1.5,1.0,1.0,0.02,0.02,60,1,10,0,11,0.09090909090909091,0.15,0.14980015987210235,-0.7735272727272726,0,2,0,0,1,1,0.0,0.0,0.0,-1.0008,0,2
coarse,4503.T,1,1.5,1.0,1.0,0.02,0.05,60,1,10,0,11,0.09090909090909091,0.15,0.14980015987210235,-0.7735272727272726,0,2,0,0,1,1,0.0,0.0,0.0,-1.0008,0,2
coarse,4503.T,1,1.5,1.0,1.0,0.05,0.02,60,0,9,0,9,0.0,0.0,0.0,-1.0008,0,2,0,0,1,1,0.0,0.0,0.0,-1.0008,0,2
coarse,4503.T,1,1.5,1.0,1.0,0.05,0.05,60,0,9,0,9,0.0,0.0,0.0,-1.0008,0,2,0,0,1,1,0.0,0.0,0.0,-1.0008,0,2
coarse,4503.T,1,1.5,2.0,0.6,0.02,0.02,60,6,11,0,17,0.35294117647058826,0.4090909090909091,0.40870924357529725,-0.7655058823529409,0,2,3,0,1,4,0.75,999.0,2.2479008396641347,0.6242000000000001,0,2
coarse,4503.T,1,1.5,2.0,0.6,0.02,0.05,60,6,11,0,17,0.35294117647058826,0.4090909090909091,0.40870924357529725,-0.7655058823529409,0,2,3,0,1,4,0.75,999.0,2.2479008396641347,0.6242000000000001,0,2
coarse,4503.T,1,1.5,2.0,0.6,0.05,0.02,60,5,10,0,15,0.3333333333333333,0.375,0.3746501399440224,-0.8341333333333334,0,2,3,0,1,4,0.75,999.0,2.2479008396641347,0.6242000000000001,0,2
coarse,4503.T,1,1.5,2.0,0.6,0.05,0.05,60,5,10,0,15,0.3333333333333333,0.375,0.3746501399440224,-0.8341333333333334,0,2,3,0,1,4,0.75,999.0,2.2479008396641347,0.6242000000000001,0,2
coarse,4503.T,1,1.5,2.0,1.0,0.02,0.02,60,4,7,0,11,0.36363636363636365,0.42857142857142855,0.42817158850745424,-0.7280727272727271,0,2,0,0,1,1,0.0,0.0,0.0,-2.0008,0,2
coarse,4503.T,1,1.5,2.0,1.0,0.02,0.05,60,4,7,0,11,0.36363636363636365,0.42857142857142855,0.42817158850745424,-0.7280727272727271,0,2,0,0,1,1,0.0,0.0,0.0,-2.0008,0,2
coarse,4503.T,1,1.5,2.0,1.0,0.05,0.02,60,3,6,0,9,0.3333333333333333,0.375,0.3746501399440224,-0.8341333333333334,0,2,0,0,1,1,0.0,0.0,0.0,-2.0008,0,2
coarse,4503.T,1,1.5,2.0,1.0,0.05,0.05,60,3,6,0,9,0.3333333333333333,0.375,0.3746501399440224,-0.8341333333333334,0,2,0,0,1,1,0.0,0.0,0.0,-2.0008,0,2
coarse,4503.T,3,1.2,1.0,0.6,0.02,0.02,60,3,12,0,15,0.2,0.3,0.2995603517186251,-0.5608,0,2,1,1,1,3,0.3333333333333333,1.2,0.5991207034372502,-0.2674666666666667,0,2
coarse,4503.T,3,1.2,1.0,0.6,0.02,0.05,60,3,9,0,12,0.25,0.39999999999999997,0.3994138022915002,-0.4507999999999999,0,2,1,0,0,1,1.0,999.0,999.0,1.1992,0,2
coarse,4503.T,3,1.2,1.0,0.6,0.05,0.02,60,3,11,0,14,0.21428571428571427,0.3272727272727272,0.3267931109657729,-0.5293714285714284,0,2,1,1,1,3,0.3333333333333333,1.2,0.5991207034372502,-0.2674666666666667,0,2
coarse,4503.T,3,1.2,1.0,0.6,0.05,0.05,60,3,8,0,11,0.2727272727272727,0.44999999999999996,0.44934052757793763,-0.4008,0,2,1,0,0,1,1.0,999.0,999.0,1.1992,0,2
coarse,4503.T,3,1.2,1.0,1.0,0.02,0.02,60,2,4,0,6,0.3333333333333333,0.6,0.5991207034372502,-0.2674666666666667,0,2,0,1,0,1,0.0,0.0,0.0,-1.0008,0,2
coarse,4503.T,3,1.2,1.0,1.0,0.02,0.05,60,2,2,0,4,0.5,1.2,1.1982414068745006,0.09920000000000007,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,4503.T,3,1.2,1.0,1.0,0.05,0.02,60,2,3,0,5,0.4,0.7999999999999999,0.7988276045830005,-0.12079999999999985,0,2,0,1,0,1,0.0,0.0,0.0,-1.0008,0,2
