[2025-11-03 14:10:27] Run started
[2025-11-03 14:10:27] Run type resolved to weekend
[2025-11-03 14:10:27] Codes limited via C:\AI\asagake\output\bt30\TIMEPLAN_TEST_20251102\D_FULLDAY_WINDOWS\RUN_coarse_PM_1445_1515_j-cross\_TOP50_codes.csv: 50 tickers (was 20)
[2025-11-03 14:10:40] Entry window marks set: 56498 rows flagged out of 586911
[2025-11-03 14:10:40] Liquidity filter q=0.50 kept 47 tickers and 296103 rows
[2025-11-03 14:10:40] Using 1 rolling slices (train=12, forward=20)
[2025-11-03 14:10:40] Parameter grid size: 24 (mode=refine, signal=j-cross)
[2025-11-03 14:10:43] [1/47] 2432.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:10:43] [2/47] 2502.T: best train_pf_eff=0.000, forward_pf_eff=0.133, trades=0/2
[2025-11-03 14:10:44] [3/47] 1911.T: best train_pf_eff=999.000, forward_pf_eff=0.000, trades=4/0
[2025-11-03 14:10:46] [4/47] 1605.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:10:47] [5/47] 2802.T: best train_pf_eff=0.410, forward_pf_eff=0.000, trades=4/0
[2025-11-03 14:10:47] [6/47] 285A.T: best train_pf_eff=0.000, forward_pf_eff=0.450, trades=0/3
[2025-11-03 14:10:49] [7/47] 3064.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:10:49] [8/47] 2914.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=1/1
[2025-11-03 14:10:51] [9/47] 3697.T: best train_pf_eff=0.000, forward_pf_eff=999.000, trades=0/1
[2025-11-03 14:10:51] [10/47] 3436.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/1
[2025-11-03 14:10:52] [11/47] 3905.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:10:53] [12/47] 4005.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:10:54] [13/47] 4004.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:10:55] [14/47] 4503.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:10:57] [15/47] 4062.T: best train_pf_eff=0.099, forward_pf_eff=0.000, trades=5/0
[2025-11-03 14:10:58] [16/47] 4528.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:10:58] [17/47] 4543.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:10:59] [18/47] 4519.T: best train_pf_eff=0.109, forward_pf_eff=0.000, trades=4/1
[2025-11-03 14:11:01] [19/47] 4689.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:11:02] [20/47] 5411.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:11:03] [21/47] 5108.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=3/2
[2025-11-03 14:11:03] [22/47] 4661.T: best train_pf_eff=0.276, forward_pf_eff=0.000, trades=5/0
