[2025-11-02 19:15:21] Run started
[2025-11-02 19:15:21] Run type resolved to weekend
[2025-11-02 19:15:22] Codes limited via output\\bt30\\NIGHTLY_20251101\\universe_amt_top_150_2025-10-31.csv: 150 tickers (was 20)
[2025-11-02 19:16:33] Fetching Yahoo Finance 1m bars for 1 tickers (lookback=60, chunk=5)
[2025-11-02 19:16:58] Entry window marks set: 1713484 rows flagged out of 1714299
[2025-11-02 19:17:00] Liquidity filter q=0.50 kept 133 tickers and 861466 rows
[2025-11-02 19:17:00] Using 1 rolling slices (train=12, forward=20)
[2025-11-02 19:17:00] Parameter grid size: 24 (mode=coarse, signal=j-only)
[2025-11-02 19:18:01] [1/133] 2432.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-02 19:18:29] [2/133] 1306.T: best train_pf_eff=0.000, forward_pf_eff=0.056, trades=0/246
[2025-11-02 19:18:41] [3/133] 1911.T: best train_pf_eff=0.688, forward_pf_eff=0.000, trades=228/0
[2025-11-02 19:18:53] [4/133] 1579.T: best train_pf_eff=0.000, forward_pf_eff=0.534, trades=0/357
[2025-11-02 19:19:44] [5/133] 247A.T: best train_pf_eff=0.000, forward_pf_eff=1.268, trades=0/260
[2025-11-02 19:19:58] [6/133] 2802.T: best train_pf_eff=0.522, forward_pf_eff=0.000, trades=164/0
[2025-11-02 19:20:33] [7/133] 1357.T: best train_pf_eff=0.000, forward_pf_eff=0.529, trades=0/1020
[2025-11-02 19:21:00] [8/133] 1360.T: best train_pf_eff=0.000, forward_pf_eff=0.503, trades=0/1033
[2025-11-02 19:21:06] [9/133] 1605.T: best train_pf_eff=0.275, forward_pf_eff=0.908, trades=594/454
[2025-11-02 19:21:16] [10/133] 3064.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-02 19:21:16] [11/133] 1570.T: best train_pf_eff=0.000, forward_pf_eff=0.443, trades=0/1051
[2025-11-02 19:21:51] [12/133] 285A.T: best train_pf_eff=0.000, forward_pf_eff=3.146, trades=0/390
[2025-11-02 19:22:25] [13/133] 2502.T: best train_pf_eff=0.468, forward_pf_eff=0.466, trades=194/711
[2025-11-02 19:23:12] [14/133] 3697.T: best train_pf_eff=0.000, forward_pf_eff=0.640, trades=0/179
[2025-11-02 19:23:42] [15/133] 4005.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-02 19:23:51] [16/133] 3350.T: best train_pf_eff=0.000, forward_pf_eff=0.989, trades=0/408
[2025-11-02 19:24:20] [17/133] 3905.T: best train_pf_eff=0.000, forward_pf_eff=0.112, trades=0/303
[2025-11-02 19:25:06] [18/133] 4004.T: best train_pf_eff=0.000, forward_pf_eff=0.358, trades=0/276
[2025-11-02 19:27:05] [19/133] 2914.T: best train_pf_eff=0.128, forward_pf_eff=0.208, trades=580/1759
[2025-11-02 19:27:14] [20/133] 3436.T: best train_pf_eff=0.000, forward_pf_eff=0.647, trades=0/1286
[2025-11-02 19:28:39] [21/133] 4528.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-02 19:28:46] [22/133] 4503.T: best train_pf_eff=0.000, forward_pf_eff=0.306, trades=0/451
[2025-11-02 19:31:14] [23/133] 4543.T: best train_pf_eff=0.000, forward_pf_eff=0.465, trades=0/282
[2025-11-02 19:32:30] [24/133] 4506.T: best train_pf_eff=0.725, forward_pf_eff=1.279, trades=1021/523
[2025-11-02 19:33:22] [25/133] 3382.T: best train_pf_eff=0.198, forward_pf_eff=0.327, trades=1812/1307
[2025-11-02 19:33:28] [26/133] 4062.T: best train_pf_eff=0.455, forward_pf_eff=0.350, trades=1108/1712
[2025-11-02 19:33:58] [27/133] 4689.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-02 19:34:44] [28/133] 4502.T: best train_pf_eff=0.088, forward_pf_eff=0.105, trades=1291/1470
[2025-11-02 19:35:11] [29/133] 4519.T: best train_pf_eff=0.444, forward_pf_eff=0.165, trades=1378/744
[2025-11-02 19:35:58] [30/133] 4063.T: best train_pf_eff=0.215, forward_pf_eff=0.492, trades=1466/1399
[2025-11-02 19:36:17] [31/133] 4568.T: best train_pf_eff=0.780, forward_pf_eff=0.563, trades=610/451
[2025-11-02 19:37:46] [32/133] 5411.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-02 19:37:48] [33/133] 4901.T: best train_pf_eff=0.000, forward_pf_eff=0.220, trades=0/721
[2025-11-02 19:38:50] [34/133] 4661.T: best train_pf_eff=0.517, forward_pf_eff=0.283, trades=857/879
[2025-11-02 19:41:21] [35/133] 5016.T: best train_pf_eff=0.810, forward_pf_eff=1.009, trades=567/879
[2025-11-02 19:42:09] [36/133] 5401.T: best train_pf_eff=0.245, forward_pf_eff=0.525, trades=856/1147
[2025-11-02 19:42:55] [37/133] 5108.T: best train_pf_eff=0.217, forward_pf_eff=0.133, trades=542/1480
[2025-11-02 19:43:22] [38/133] 5801.T: best train_pf_eff=2.405, forward_pf_eff=0.383, trades=100/880
[2025-11-02 19:43:28] [39/133] 5713.T: best train_pf_eff=0.473, forward_pf_eff=0.438, trades=268/578
[2025-11-02 19:44:45] [40/133] 6178.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-02 19:44:51] [41/133] 5802.T: best train_pf_eff=0.430, forward_pf_eff=0.796, trades=858/487
[2025-11-02 19:45:35] [42/133] 5706.T: best train_pf_eff=0.641, forward_pf_eff=0.555, trades=1112/351
[2025-11-02 19:46:26] [43/133] 4755.T: best train_pf_eff=0.341, forward_pf_eff=0.457, trades=1139/2145
[2025-11-02 19:46:40] [44/133] 6326.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-02 19:47:00] [45/133] 5803.T: best train_pf_eff=0.000, forward_pf_eff=0.601, trades=11/1189
[2025-11-02 19:47:16] [46/133] 6323.T: best train_pf_eff=0.000, forward_pf_eff=0.274, trades=0/288
[2025-11-02 19:47:25] [47/133] 6315.T: best train_pf_eff=0.000, forward_pf_eff=1.543, trades=0/199
[2025-11-02 19:47:29] [48/133] 6301.T: best train_pf_eff=0.371, forward_pf_eff=0.323, trades=393/555
[2025-11-02 19:47:32] [49/133] 6330.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-02 19:47:53] [50/133] 6098.T: best train_pf_eff=0.842, forward_pf_eff=0.403, trades=644/1051
[2025-11-02 19:48:25] [51/133] 6146.T: best train_pf_eff=0.658, forward_pf_eff=1.484, trades=458/594
[2025-11-02 19:50:14] [52/133] 6361.T: best train_pf_eff=0.000, forward_pf_eff=0.295, trades=0/257
[2025-11-02 19:50:26] [53/133] 6506.T: best train_pf_eff=0.000, forward_pf_eff=0.463, trades=0/314
[2025-11-02 19:53:20] [54/133] 6525.T: best train_pf_eff=999.000, forward_pf_eff=0.502, trades=27/513
[2025-11-02 19:53:34] [55/133] 6501.T: best train_pf_eff=0.430, forward_pf_eff=0.676, trades=341/871
[2025-11-02 19:56:49] [56/133] 6594.T: best train_pf_eff=0.536, forward_pf_eff=0.465, trades=806/1560
[2025-11-02 19:56:54] [57/133] 6503.T: best train_pf_eff=0.411, forward_pf_eff=0.470, trades=1157/1380
[2025-11-02 19:58:43] [58/133] 6723.T: best train_pf_eff=0.728, forward_pf_eff=0.473, trades=183/1837
[2025-11-02 19:59:17] [59/133] 6702.T: best train_pf_eff=0.553, forward_pf_eff=0.613, trades=921/543
[2025-11-02 20:00:06] [60/133] 6752.T: best train_pf_eff=0.000, forward_pf_eff=0.493, trades=0/1199
[2025-11-02 20:00:14] [61/133] 6526.T: best train_pf_eff=1.083, forward_pf_eff=0.876, trades=914/1349
