[2025-11-03 14:11:45] Run started
[2025-11-03 14:11:45] Run type resolved to weekend
[2025-11-03 14:11:46] Codes limited via C:\AI\asagake\output\bt30\TIMEPLAN_TEST_20251102\D_FULLDAY_WINDOWS\RUN_coarse_PM_1445_1515_j-cross\_TOP50_codes.csv: 50 tickers (was 20)
[2025-11-03 14:11:59] Entry window marks set: 56498 rows flagged out of 586911
[2025-11-03 14:11:59] Liquidity filter q=0.50 kept 47 tickers and 296103 rows
[2025-11-03 14:11:59] Using 1 rolling slices (train=12, forward=20)
[2025-11-03 14:11:59] Parameter grid size: 24 (mode=refine, signal=j-cross)
[2025-11-03 14:12:02] [1/47] 2432.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:03] [2/47] 2502.T: best train_pf_eff=0.000, forward_pf_eff=999.000, trades=1/1
[2025-11-03 14:12:03] [3/47] 1911.T: best train_pf_eff=999.000, forward_pf_eff=0.000, trades=4/0
[2025-11-03 14:12:04] [4/47] 1605.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:05] [5/47] 2802.T: best train_pf_eff=0.410, forward_pf_eff=0.000, trades=4/0
[2025-11-03 14:12:06] [6/47] 285A.T: best train_pf_eff=0.000, forward_pf_eff=0.450, trades=0/3
[2025-11-03 14:12:07] [7/47] 3064.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:08] [8/47] 2914.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=1/1
[2025-11-03 14:12:09] [9/47] 3697.T: best train_pf_eff=0.000, forward_pf_eff=999.000, trades=0/1
[2025-11-03 14:12:11] [10/47] 3436.T: best train_pf_eff=0.000, forward_pf_eff=999.000, trades=0/1
[2025-11-03 14:12:11] [11/47] 3905.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:11] [12/47] 4005.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:13] [13/47] 4004.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:14] [14/47] 4503.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:16] [15/47] 4528.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:17] [16/47] 4062.T: best train_pf_eff=0.099, forward_pf_eff=0.000, trades=5/0
[2025-11-03 14:12:17] [17/47] 4543.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:18] [18/47] 4519.T: best train_pf_eff=0.109, forward_pf_eff=0.000, trades=4/1
[2025-11-03 14:12:20] [19/47] 5411.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:20] [20/47] 4689.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:22] [21/47] 5108.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=3/2
[2025-11-03 14:12:23] [22/47] 4661.T: best train_pf_eff=0.276, forward_pf_eff=0.000, trades=5/0
[2025-11-03 14:12:27] [23/47] 5706.T: best train_pf_eff=0.890, forward_pf_eff=0.000, trades=2/0
[2025-11-03 14:12:28] [24/47] 5801.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:30] [25/47] 6098.T: best train_pf_eff=0.576, forward_pf_eff=999.000, trades=7/1
[2025-11-03 14:12:30] [26/47] 6178.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:30] [27/47] 6146.T: best train_pf_eff=0.000, forward_pf_eff=0.223, trades=3/5
[2025-11-03 14:12:33] [28/47] 6323.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:33] [29/47] 6326.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 14:12:34] [30/47] 6301.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=8/0
[2025-11-03 14:12:35] [31/47] 6315.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/1
[2025-11-03 14:12:36] [32/47] 6330.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
