[2025-11-03 08:45:29] Run started
[2025-11-03 08:45:29] Run type resolved to weekend
[2025-11-03 08:45:29] Codes limited via output\\bt30\\NIGHTLY_20251101\\universe_amt_top_150_2025-10-31.csv: 150 tickers (was 20)
[2025-11-03 08:46:08] Fetching Yahoo Finance 1m bars for 1 tickers (lookback=60, chunk=5)
[2025-11-03 08:46:33] Entry window marks set: 472569 rows flagged out of 1760681
[2025-11-03 08:46:34] Liquidity filter q=0.50 kept 135 tickers and 884678 rows
[2025-11-03 08:46:34] Using 1 rolling slices (train=12, forward=20)
[2025-11-03 08:46:34] Parameter grid size: 24 (mode=coarse, signal=j-only)
[2025-11-03 08:46:52] [1/135] 1306.T: best train_pf_eff=0.000, forward_pf_eff=0.167, trades=0/68
[2025-11-03 08:47:03] [2/135] 1579.T: best train_pf_eff=0.000, forward_pf_eff=0.471, trades=0/93
[2025-11-03 08:47:03] [3/135] 1357.T: best train_pf_eff=0.000, forward_pf_eff=3.739, trades=0/112
[2025-11-03 08:47:05] [4/135] 1360.T: best train_pf_eff=0.000, forward_pf_eff=2.421, trades=0/131
[2025-11-03 08:47:08] [5/135] 1570.T: best train_pf_eff=0.000, forward_pf_eff=1.265, trades=0/141
[2025-11-03 08:47:11] [6/135] 1911.T: best train_pf_eff=0.361, forward_pf_eff=0.000, trades=50/0
[2025-11-03 08:47:11] [7/135] 1605.T: best train_pf_eff=0.575, forward_pf_eff=6.102, trades=178/27
[2025-11-03 08:47:14] [8/135] 2432.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 08:47:20] [9/135] 247A.T: best train_pf_eff=0.000, forward_pf_eff=1.966, trades=0/40
[2025-11-03 08:47:28] [10/135] 2802.T: best train_pf_eff=0.787, forward_pf_eff=0.000, trades=10/0
[2025-11-03 08:47:34] [11/135] 3064.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 08:47:45] [12/135] 2502.T: best train_pf_eff=0.078, forward_pf_eff=0.563, trades=13/142
[2025-11-03 08:47:52] [13/135] 285A.T: best train_pf_eff=0.000, forward_pf_eff=9.897, trades=0/77
[2025-11-03 08:48:00] [14/135] 3350.T: best train_pf_eff=0.000, forward_pf_eff=0.340, trades=0/88
