[2025-11-03 11:51:54] Run started
[2025-11-03 11:51:54] Run type resolved to weekend
[2025-11-03 11:51:54] Codes limited via output\\bt30\\NIGHTLY_20251101\\universe_amt_top_150_2025-10-31.csv: 150 tickers (was 20)
[2025-11-03 11:52:29] Fetching Yahoo Finance 1m bars for 1 tickers (lookback=60, chunk=5)
[2025-11-03 11:52:53] Entry window marks set: 169640 rows flagged out of 1760681
[2025-11-03 11:52:55] Liquidity filter q=0.50 kept 135 tickers and 884678 rows
[2025-11-03 11:52:55] Using 1 rolling slices (train=12, forward=20)
[2025-11-03 11:52:55] Parameter grid size: 24 (mode=coarse, signal=j-only)
[2025-11-03 11:53:08] [1/135] 1306.T: best train_pf_eff=0.000, forward_pf_eff=0.019, trades=0/28
[2025-11-03 11:53:12] [2/135] 1579.T: best train_pf_eff=0.000, forward_pf_eff=1.519, trades=0/53
[2025-11-03 11:53:13] [3/135] 1360.T: best train_pf_eff=0.000, forward_pf_eff=0.307, trades=0/127
[2025-11-03 11:53:13] [4/135] 1570.T: best train_pf_eff=0.000, forward_pf_eff=0.231, trades=0/127
[2025-11-03 11:53:13] [5/135] 1357.T: best train_pf_eff=0.000, forward_pf_eff=0.303, trades=0/117
[2025-11-03 11:53:16] [6/135] 1605.T: best train_pf_eff=0.101, forward_pf_eff=999.000, trades=93/31
[2025-11-03 11:53:18] [7/135] 1911.T: best train_pf_eff=999.000, forward_pf_eff=0.000, trades=11/0
[2025-11-03 11:53:19] [8/135] 2432.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:53:20] [9/135] 247A.T: best train_pf_eff=0.000, forward_pf_eff=100.887, trades=0/18
[2025-11-03 11:53:23] [10/135] 2802.T: best train_pf_eff=0.313, forward_pf_eff=0.000, trades=13/0
[2025-11-03 11:53:29] [11/135] 2502.T: best train_pf_eff=1.049, forward_pf_eff=0.271, trades=16/90
[2025-11-03 11:53:32] [12/135] 285A.T: best train_pf_eff=0.000, forward_pf_eff=3.759, trades=0/45
[2025-11-03 11:53:37] [13/135] 3064.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:53:44] [14/135] 3350.T: best train_pf_eff=0.000, forward_pf_eff=0.246, trades=0/58
[2025-11-03 11:53:45] [15/135] 2914.T: best train_pf_eff=0.002, forward_pf_eff=0.090, trades=57/210
[2025-11-03 11:53:54] [16/135] 3382.T: best train_pf_eff=0.155, forward_pf_eff=0.469, trades=214/155
[2025-11-03 11:53:55] [17/135] 3697.T: best train_pf_eff=0.000, forward_pf_eff=0.507, trades=0/22
[2025-11-03 11:53:57] [18/135] 4005.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:53:57] [19/135] 3905.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/31
[2025-11-03 11:53:58] [20/135] 3436.T: best train_pf_eff=0.000, forward_pf_eff=0.992, trades=0/146
[2025-11-03 11:54:09] [21/135] 4004.T: best train_pf_eff=0.000, forward_pf_eff=1.933, trades=0/30
[2025-11-03 11:54:12] [22/135] 4188.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:54:21] [23/135] 4503.T: best train_pf_eff=0.000, forward_pf_eff=0.029, trades=0/42
[2025-11-03 11:54:34] [24/135] 4062.T: best train_pf_eff=0.326, forward_pf_eff=0.416, trades=135/183
[2025-11-03 11:54:37] [25/135] 4063.T: best train_pf_eff=0.050, forward_pf_eff=0.982, trades=166/110
[2025-11-03 11:54:39] [26/135] 4502.T: best train_pf_eff=0.008, forward_pf_eff=0.077, trades=156/175
[2025-11-03 11:54:40] [27/135] 4528.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:54:46] [28/135] 4506.T: best train_pf_eff=0.438, forward_pf_eff=999.000, trades=118/42
[2025-11-03 11:54:49] [29/135] 4519.T: best train_pf_eff=0.083, forward_pf_eff=0.352, trades=149/93
[2025-11-03 11:54:53] [30/135] 4543.T: best train_pf_eff=0.000, forward_pf_eff=0.023, trades=0/31
[2025-11-03 11:54:56] [31/135] 4689.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:55:11] [32/135] 4568.T: best train_pf_eff=0.152, forward_pf_eff=1.978, trades=98/70
[2025-11-03 11:55:15] [33/135] 4661.T: best train_pf_eff=0.333, forward_pf_eff=0.270, trades=132/62
[2025-11-03 11:55:16] [34/135] 4901.T: best train_pf_eff=0.000, forward_pf_eff=0.315, trades=0/85
[2025-11-03 11:55:28] [35/135] 4755.T: best train_pf_eff=0.240, forward_pf_eff=0.114, trades=172/198
[2025-11-03 11:55:32] [36/135] 5016.T: best train_pf_eff=0.820, forward_pf_eff=1.415, trades=91/80
[2025-11-03 11:55:34] [37/135] 5411.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:55:34] [38/135] 5108.T: best train_pf_eff=0.015, forward_pf_eff=0.049, trades=70/185
[2025-11-03 11:55:46] [39/135] 5401.T: best train_pf_eff=0.019, forward_pf_eff=0.610, trades=89/123
[2025-11-03 11:55:51] [40/135] 5706.T: best train_pf_eff=1.163, forward_pf_eff=0.405, trades=109/31
[2025-11-03 11:55:56] [41/135] 5713.T: best train_pf_eff=11.626, forward_pf_eff=0.269, trades=31/57
[2025-11-03 11:56:04] [42/135] 5802.T: best train_pf_eff=0.848, forward_pf_eff=3.533, trades=83/49
[2025-11-03 11:56:04] [43/135] 5801.T: best train_pf_eff=0.310, forward_pf_eff=0.000, trades=62/62
[2025-11-03 11:56:06] [44/135] 5803.T: best train_pf_eff=0.564, forward_pf_eff=0.353, trades=27/98
[2025-11-03 11:56:09] [45/135] 6178.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:56:14] [46/135] 6146.T: best train_pf_eff=0.064, forward_pf_eff=1.376, trades=45/55
[2025-11-03 11:56:15] [47/135] 6098.T: best train_pf_eff=0.363, forward_pf_eff=0.445, trades=67/111
[2025-11-03 11:56:18] [48/135] 6323.T: best train_pf_eff=0.000, forward_pf_eff=15.038, trades=0/31
[2025-11-03 11:56:18] [49/135] 6326.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:56:21] [50/135] 6315.T: best train_pf_eff=0.000, forward_pf_eff=1.329, trades=0/31
[2025-11-03 11:56:22] [51/135] 6301.T: best train_pf_eff=0.043, forward_pf_eff=0.204, trades=39/62
[2025-11-03 11:56:23] [52/135] 6330.T: best train_pf_eff=0.000, forward_pf_eff=0.000, trades=0/0
[2025-11-03 11:56:33] [53/135] 6361.T: best train_pf_eff=0.000, forward_pf_eff=2.795, trades=0/31
[2025-11-03 11:56:47] [54/135] 6506.T: best train_pf_eff=0.000, forward_pf_eff=1.230, trades=0/31
[2025-11-03 11:56:57] [55/135] 6503.T: best train_pf_eff=0.204, forward_pf_eff=0.423, trades=162/131
[2025-11-03 11:56:59] [56/135] 6501.T: best train_pf_eff=0.170, forward_pf_eff=8.066, trades=92/62
[2025-11-03 11:57:03] [57/135] 6525.T: best train_pf_eff=0.000, forward_pf_eff=0.125, trades=0/90
[2025-11-03 11:57:08] [58/135] 6526.T: best train_pf_eff=0.736, forward_pf_eff=1.217, trades=120/155
[2025-11-03 11:57:24] [59/135] 6594.T: best train_pf_eff=0.620, forward_pf_eff=0.434, trades=114/147
[2025-11-03 11:57:42] [60/135] 6701.T: best train_pf_eff=0.236, forward_pf_eff=1.405, trades=186/195
[2025-11-03 11:57:43] [61/135] 6752.T: best train_pf_eff=0.000, forward_pf_eff=0.709, trades=0/143
[2025-11-03 11:57:49] [62/135] 6702.T: best train_pf_eff=0.068, forward_pf_eff=1.212, trades=128/61
[2025-11-03 11:57:53] [63/135] 6723.T: best train_pf_eff=1.108, forward_pf_eff=0.382, trades=57/206
[2025-11-03 11:57:59] [64/135] 6758.T: best train_pf_eff=0.344, forward_pf_eff=1.187, trades=134/156
