mode,signal_mode,code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_wins,train_losses,train_flats,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total,forward_wins,forward_losses,forward_flats,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total
refine,j-cross,9433.T,2,2.5,0.8,0.6,0.0,0.0,60,5,13,2,20,0.25,1.2019230769230769,1.0402930402930404,0.0242,1,1,4,4,0,8,0.5,3.125,3.120879120879121,0.8492,1,1
