code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total
2413.T,5,1.0,1.0,0.4,0.01,0.01,60,5,1.0,999.0,999.0,0.9992,0,2
4004.T,8,2.0,1.0,0.4,0.01,0.01,60,11,0.2727272727272727,1.0,0.7491007194244604,-0.1826181818181818,0,2
5706.T,1,1.5,2.0,0.4,0.01,0.01,60,24,0.5833333333333334,1.1666666666666667,1.0490203918432628,0.04086666666666683,0,2
6323.T,5,1.0,1.0,0.4,0.01,0.01,60,2,1.0,999.0,999.0,0.9992,0,2
6981.T,5,2.0,1.0,0.4,0.05,0.03,60,15,0.2,0.5454545454545454,0.49940047961630696,-0.4008,0,2
7532.T,5,1.0,1.0,0.4,0.01,0.01,60,4,1.0,999.0,999.0,0.9992,0,2
8306.T,5,2.0,1.0,0.4,0.03,0.01,60,23,0.17391304347826086,0.47058823529411764,0.42054777230846907,-0.47906086956521726,0,2
8729.T,1,2.0,1.0,0.4,0.01,0.03,60,13,0.38461538461538464,1.25,1.2485011990407675,0.15304615384615394,0,2
9843.T,3,1.2,1.5,0.4,0.05,0.01,60,10,0.4,0.5333333333333333,0.5326936744847194,-0.4207999999999999,0,2
