code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,winrate,pf,trades,PF_eff
6981.T,3,1.2,2.0,0.6,0.05,0.05,0.3684210526315789,0.35,171,0.34962681594029055
6988.T,1,1.2,1.5,0.6,0.05,0.05,0.2789115646258503,0.31238095238095237,147,0.309062839441606
6993.T,1,0.8,1.5,0.6,0.05,0.02,1.0,999.0,4,
7003.T,3,1.2,1.5,1.0,0.02,0.05,0.34210526315789475,0.42448979591836733,152,0.415501066098081
7011.T,1,1.2,1.5,1.0,0.05,0.05,0.21212121212121213,0.2196078431372549,132,0.21512629161882899
7012.T,3,1.2,2.0,1.0,0.05,0.02,0.3696969696969697,0.3553398058252427,165,0.35154784240150094
7013.T,3,1.2,2.0,1.0,0.05,0.05,0.391304347826087,0.39999999999999997,138,0.38530302164848346
7014.T,2,1.2,1.5,1.0,0.02,0.05,0.24731182795698925,0.2647482014388489,186,0.2625418824246117
7167.T,5,1.2,2.0,1.0,0.05,0.05,0.42857142857142855,0.44999999999999996,133,0.4495201919232308
7182.T,5,1.2,2.0,0.6,0.05,0.05,0.22929936305732485,0.17851239669421487,157,0.1783220596059097
7186.T,1,1.2,2.0,1.0,0.05,0.05,0.41333333333333333,0.4227272727272727,75,0.42227654392788344
7201.T,5,1.2,2.0,0.6,0.05,0.05,0.34868421052631576,0.33125,152,0.3208696319452017
7202.T,2,1.2,1.5,0.8,0.02,0.05,0.09375,0.08323699421965317,192,0.08265936328211161
7203.T,5,1.2,2.0,0.6,0.02,0.05,0.3,0.2625,140,0.256868681098989
7205.T,2,1.2,1.5,0.6,0.05,0.02,0.24175824175824176,0.2588235294117647,182,0.2547665399709527
7211.T,3,1.2,2.0,0.8,0.05,0.02,0.30526315789473685,0.2676923076923077,190,0.2633552639550241
7259.T,5,1.2,2.0,1.0,0.05,0.05,0.3643410852713178,0.3439024390243902,129,0.3435357564291357
7261.T,1,1.2,1.5,0.6,0.05,0.05,0.18803418803418803,0.18723404255319148,117,0.18504096061048145
7267.T,5,1.2,2.0,0.8,0.02,0.05,0.28187919463087246,0.23773584905660378,149,0.23526290418412077
7269.T,5,1.2,1.5,0.6,0.05,0.05,0.2611464968152866,0.2827586206896551,157,0.2824194912138814
7270.T,2,1.2,1.5,1.0,0.02,0.02,0.2620320855614973,0.28405797101449276,187,0.28371728314947
7272.T,2,1.2,2.0,0.6,0.05,0.02,0.287292817679558,0.24186046511627907,181,0.24160258377269245
7453.T,5,1.2,2.0,1.0,0.05,0.02,0.34074074074074073,0.3136363636363636,135,0.30978170529541
7527.T,1,0.8,1.5,0.8,0.02,0.02,1.0,999.0,6,
7532.T,5,1.2,1.5,0.8,0.05,0.05,0.3305785123966942,0.3950617283950617,121,0.3945879070257181
7599.T,5,1.2,2.0,0.8,0.05,0.02,0.39568345323741005,0.4024390243902439,139,0.39243826279012206
7711.T,2,1.2,2.0,0.6,0.02,0.05,0.4098360655737705,0.42857142857142855,122,0.41622239992891735
7731.T,2,1.2,1.5,1.0,0.02,0.02,0.26,0.28493150684931506,200,0.2807439635797845
7733.T,1,1.2,2.0,0.8,0.05,0.02,0.3028169014084507,0.26326530612244897,142,0.2603281919555411
7735.T,2,1.2,2.0,0.8,0.02,0.05,0.3772455089820359,0.37799999999999995,167,0.36307400116876326
7746.T,5,1.2,2.0,0.8,0.05,0.05,0.33070866141732286,0.2964705882352941,127,0.2961544793847168
7751.T,5,1.2,1.5,0.8,0.05,0.05,0.18309859154929578,0.1793103448275862,142,0.17909528711124184
7752.T,5,1.2,2.0,1.0,0.05,0.02,0.3699421965317919,0.35555555555555557,173,0.3519179484169635
7762.T,1,1.2,1.5,0.8,0.02,0.05,0.5517241379310345,1.1636363636363636,29,0.9834344759717895
7776.T,2,1.2,1.5,1.0,0.02,0.05,0.25925925925925924,0.28,54,0.2796641791044776
7777.T,5,1.2,2.0,0.8,0.05,0.02,0.4306569343065693,0.46578947368421053,137,0.4533622448456515
7779.T,1,0.8,1.5,0.6,0.05,0.02,1.0,999.0,6,
7832.T,5,1.2,1.5,0.8,0.05,0.05,0.17543859649122806,0.17266187050359713,171,0.17000861951639978
7936.T,5,1.2,2.0,0.8,0.02,0.02,0.35714285714285715,0.3333333333333333,168,0.3329779199431339
7951.T,5,1.2,2.0,1.0,0.05,0.05,0.2679738562091503,0.2216216216216216,153,0.2194086651053864
7974.T,5,1.2,2.0,0.6,0.02,0.05,0.18238993710691823,0.13700787401574802,159,0.13370344170024298
8001.T,5,1.2,1.5,1.0,0.05,0.02,0.2976190476190476,0.34782608695652173,168,0.3385764880199487
8002.T,5,1.2,2.0,0.8,0.05,0.05,0.34782608695652173,0.32,161,0.31965880314540857
8015.T,5,1.2,1.5,0.6,0.02,0.05,0.2602739726027397,0.2814814814814815,146,0.28114388375582405
8031.T,2,1.2,2.0,1.0,0.05,0.02,0.48717948717948717,0.5846153846153846,156,0.5693922431027589
8035.T,2,1.2,1.5,0.6,0.05,0.05,0.2958579881656805,0.33613445378151263,169,0.3357313074483525
8053.T,1,1.2,2.0,1.0,0.02,0.05,0.2773109243697479,0.23294117647058823,119,0.2299870749374669
8058.T,5,1.2,1.5,1.0,0.02,0.05,0.31901840490797545,0.3747747747747748,163,0.37432528477304594
8105.T,5,1.2,1.5,0.6,0.02,0.02,0.28994082840236685,0.32941176470588235,169,0.3262748756218905
8113.T,5,1.2,2.0,0.8,0.02,0.02,0.23163841807909605,0.1835820895522388,177,0.18068948891031822
8136.T,5,1.2,2.0,1.0,0.05,0.02,0.41843971631205673,0.4425,141,0.4312470133897662
8233.T,3,1.2,1.5,0.6,0.05,0.05,0.273972602739726,0.3047619047619048,146,0.3015247214064448
8267.T,5,1.2,1.5,0.6,0.02,0.02,0.2094240837696335,0.21333333333333335,191,0.21166636072240502
8306.T,2,1.2,2.0,1.0,0.02,0.05,0.3835616438356164,0.37333333333333335,146,0.37293527033630985
8308.T,2,1.2,2.0,1.0,0.05,0.02,0.35502958579881655,0.34285714285714286,169,0.3299230766409033
8309.T,3,1.2,2.0,1.0,0.02,0.05,0.3708609271523179,0.3536842105263158,151,0.3533070982133462
8316.T,5,1.2,2.0,0.8,0.05,0.05,0.31386861313868614,0.274468085106383,137,0.2741754362084953
8331.T,1,1.2,1.5,0.6,0.05,0.02,0.20909090909090908,0.21149425287356322,110,0.21124059505428522
