code,mode,signal_mode,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total
3635.T,coarse,full,1,1.2,2.0,1.0,0.01,0.01,60,14,0.5714285714285714,1.2,0.7991470078635213,-0.1722285714285714,0,2
3647.T,coarse,full,3,1.2,1.0,0.4,0.01,0.01,60,1,0.0,0.0,0.0,-1.0008,0,2
3687.T,coarse,full,3,1.2,1.0,0.4,0.01,0.01,60,3,0.0,0.0,0.0,-1.0008,0,2
3692.T,coarse,full,1,1.5,1.5,0.4,0.01,0.01,60,42,0.23809523809523808,0.3333333333333333,0.3121668443496802,-0.7865142857142857,0,2
3697.T,coarse,full,5,1.5,1.0,1.0,0.05,0.01,60,13,0.23076923076923078,0.45,0.4494004796163071,-0.42387692307692293,0,2
3905.T,coarse,full,3,1.5,1.0,1.0,0.01,0.01,60,28,0.10714285714285714,0.20454545454545456,0.17976019184652278,-0.7329428571428571,0,2
4004.T,coarse,full,5,1.5,1.5,0.8,0.01,0.05,60,26,0.38461538461538464,0.6666666666666666,0.6243336886993603,-0.34695384615384617,0,2
4005.T,coarse,full,3,1.5,1.0,0.4,0.01,0.03,60,23,0.34782608695652173,0.8,0.7989341859845458,-0.1312347826086956,0,2
402A.T,coarse,full,5,1.5,1.0,1.0,0.01,0.05,60,10,0.2,0.42857142857142855,0.37450039968025584,-0.5007999999999999,0,2
4062.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,78,0.19230769230769232,0.3629032258064516,0.35666704731452936,-0.5200307692307691,0,2
4063.T,coarse,full,1,1.5,2.0,0.4,0.01,0.01,60,66,0.19696969696969696,0.19117647058823528,0.18379063468952045,-1.3114060606060605,0,2
4088.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
4182.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
4188.T,coarse,full,1,1.5,1.0,0.6,0.05,0.01,60,5,0.2,0.5,0.37450039968025584,-0.5007999999999999,0,2
4204.T,coarse,full,1,1.2,1.5,0.4,0.01,0.01,60,3,0.6666666666666666,1.5999999999999999,1.5980810234541576,0.2991999999999999,0,2
423A.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
4307.T,coarse,full,5,1.5,1.0,0.4,0.03,0.01,60,8,0.25,1.5,0.49933386624034115,-0.3757999999999999,0,2
4385.T,coarse,full,1,1.5,1.5,0.4,0.01,0.01,60,35,0.05714285714285714,0.06896551724137931,0.0605414486011501,-1.3293714285714284,0,2
4446.T,coarse,full,1,1.5,1.5,1.0,0.01,0.05,60,2,1.0,999.0,999.0,1.4992,0,2
4452.T,coarse,full,5,1.5,1.0,0.4,0.03,0.01,60,47,0.3191489361702128,0.8333333333333334,0.7021882494004799,-0.2029276595744679,0,2
4502.T,coarse,full,5,1.5,1.0,0.4,0.01,0.01,60,39,0.38461538461538464,0.9782608695652174,0.9362509992006395,-0.03926153846153846,0,2
4503.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,66,0.30303030303030304,0.6521739130434783,0.651305042922184,-0.24322424242424234,0,2
4506.T,coarse,full,5,1.2,1.0,1.0,0.01,0.01,60,19,0.3684210526315789,0.7000000000000001,0.6989741540101254,-0.1902736842105262,0,2
4507.T,coarse,full,3,1.5,1.5,0.4,0.01,0.01,60,10,0.8,999.0,3.9957356076759076,0.8992000000000002,0,2
4519.T,coarse,full,5,1.5,1.0,1.0,0.01,0.05,60,17,0.47058823529411764,1.3333333333333333,1.3315569766409094,0.17567058823529413,0,2
4523.T,coarse,full,3,1.5,1.0,1.0,0.01,0.01,60,22,0.3181818181818182,0.7,0.6990674127364774,-0.20534545454545455,0,2
4528.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,4,1.0,999.0,999.0,1.1992,0,2
4543.T,coarse,full,1,1.5,1.5,0.4,0.01,0.01,60,63,0.30158730158730157,0.4418604651162791,0.4313578212831945,-0.596038095238095,0,2
4568.T,coarse,full,1,1.5,1.5,0.4,0.05,0.01,60,45,0.022222222222222223,0.022727272727272728,0.022703043225431287,-1.4341333333333333,0,2
4571.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,2,0.5,1.5,1.4980015987210233,0.2492000000000001,0,2
4578.T,coarse,full,1,1.5,1.5,0.4,0.01,0.01,60,35,0.17142857142857143,0.2222222222222222,0.2066759797073745,-0.9865142857142855,0,2
4588.T,coarse,full,5,1.2,1.5,0.4,0.01,0.01,60,4,0.5,1.5999999999999999,0.799040511727079,-0.15079999999999993,0,2
4592.T,coarse,full,3,1.5,2.0,1.0,0.03,0.05,60,9,0.2222222222222222,0.25,0.2140857942537271,-1.2230222222222222,0,2
4612.T,coarse,full,1,1.5,1.5,0.4,0.01,0.01,60,6,0.6666666666666666,999.0,1.997867803837953,0.4992,0,2
4661.T,coarse,full,5,1.5,1.0,0.6,0.05,0.01,60,32,0.21875,0.42,0.4194404476418866,-0.45392499999999986,0,2
4680.T,coarse,full,3,1.2,1.5,0.4,0.01,0.01,60,6,0.5,999.0,0.799040511727079,-0.15079999999999993,0,2
4689.T,coarse,full,5,1.5,1.0,0.4,0.05,0.03,60,16,0.1875,0.4090909090909091,0.34569267662792846,-0.5320499999999999,0,2
4704.T,coarse,full,5,1.5,1.0,0.4,0.01,0.01,60,14,0.21428571428571427,0.45,0.4085458905602791,-0.46508571428571416,0,2
4751.T,coarse,full,5,1.2,1.0,1.0,0.01,0.01,60,11,0.09090909090909091,0.15,0.11982414068745005,-0.8008,0,2
4755.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,87,0.09195402298850575,0.16,0.15169636442744538,-0.7709149425287356,0,2
4814.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,2,1.0,999.0,999.0,1.1992,0,2
4889.T,coarse,full,1,1.2,2.0,0.4,0.01,0.01,60,7,0.5714285714285714,2.4,0.7991470078635213,-0.1722285714285714,0,2
4901.T,coarse,full,1,1.5,1.5,0.4,0.01,0.01,60,53,0.1509433962264151,0.18604651162790697,0.17758824923004027,-1.0479698113207547,0,2
4911.T,coarse,full,3,1.2,2.0,1.0,0.01,0.01,60,20,0.35,0.3230769230769231,0.3227324454833451,-0.8807999999999999,0,2
5016.T,coarse,full,5,1.5,1.0,1.0,0.03,0.05,60,16,0.4375,1.1666666666666667,1.165112354560796,0.09295000000000009,0,2
5020.T,coarse,full,1,1.5,1.5,0.6,0.05,0.01,60,47,0.3191489361702128,0.5172413793103449,0.46825026652452034,-0.5433531914893616,0,2
5076.T,coarse,full,3,1.2,1.0,0.4,0.01,0.01,60,2,0.0,0.0,0.0,-1.0008,0,2
5101.T,coarse,full,3,1.2,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
5108.T,coarse,full,5,1.5,1.0,1.0,0.01,0.03,60,26,0.34615384615384615,0.7941176470588235,0.7930596699111301,-0.1354153846153845,0,2
5246.T,coarse,full,5,1.2,1.0,0.4,0.01,0.01,60,8,1.0,999.0,999.0,1.1992,0,2
5253.T,coarse,full,5,1.2,1.0,0.4,0.01,0.01,60,18,0.2777777777777778,0.75,0.46086207956711567,-0.38968888888888875,0,2
5401.T,coarse,full,5,1.2,1.5,1.0,0.05,0.05,60,17,0.35294117647058826,0.43636363636363634,0.43584027912386136,-0.5478588235294115,0,2
5406.T,coarse,full,5,1.5,1.0,0.8,0.01,0.03,60,6,0.6666666666666666,3.0,2.9960031974420467,0.6658666666666667,0,2
5411.T,coarse,full,1,1.5,1.0,0.4,0.01,0.03,60,15,0.3333333333333333,0.75,0.7490007993605117,-0.16746666666666665,0,2
5595.T,coarse,full,5,1.2,1.0,0.4,0.01,0.03,60,7,0.42857142857142855,1.2,0.8986810551558754,-0.057942857142857074,0,2
5631.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,75,0.13333333333333333,0.1875,0.18434483182684624,-0.7074666666666666,0,2
5706.T,coarse,full,3,1.5,1.0,1.0,0.01,0.05,60,41,0.2682926829268293,0.5892857142857143,0.5492672528643754,-0.33006829268292665,0,2
5711.T,coarse,full,1,1.5,1.5,1.0,0.01,0.01,60,18,0.3333333333333333,1.5,0.49946695095948823,-0.5008000000000001,0,2
5713.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,49,0.1836734693877551,0.34615384615384615,0.3370503597122303,-0.5416163265306122,0,2
5724.T,coarse,full,3,1.2,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
5726.T,coarse,full,3,1.5,1.5,0.4,0.01,0.01,60,44,0.20454545454545456,0.28125,0.25686871763630836,-0.8871636363636362,0,2
5801.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,53,0.07547169811320754,0.125,0.12228584479355291,-0.8121207547169811,0,2
5802.T,coarse,full,1,1.5,1.0,0.4,0.03,0.01,60,47,0.14893617021276595,0.27631578947368424,0.26215027977617905,-0.6284595744680851,0,2
5803.T,coarse,full,5,1.5,1.0,0.4,0.01,0.01,60,62,0.24193548387096775,0.5232558139534884,0.4780856166130926,-0.39596129032258054,0,2
5838.T,coarse,full,3,1.5,2.0,0.8,0.05,0.05,60,32,0.25,0.25,0.2497667599626816,-1.1258,0,2
6098.T,coarse,full,1,1.5,1.5,0.4,0.01,0.01,60,63,0.1746031746031746,0.21153846153846154,0.21131294079055277,-0.976990476190476,0,2
6141.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
6146.T,coarse,full,5,1.5,1.5,0.4,0.01,0.01,60,61,0.11475409836065574,0.13725490196078433,0.12949143173023772,-1.1565377049180325,0,2
6177.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
6178.T,coarse,full,1,1.5,1.0,0.4,0.01,0.05,60,19,0.15789473684210525,0.28125,0.2808752997601919,-0.6060631578947367,0,2
6232.T,coarse,full,5,1.5,1.0,0.4,0.01,0.01,60,8,0.125,0.5,0.21400022838871763,-0.6882999999999999,0,2
6268.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,3,0.0,0.0,0.0,-1.0008,0,2
6301.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,68,0.17647058823529413,0.3333333333333333,0.32100034258307647,-0.5596235294117646,0,2
6315.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,75,0.12,0.2076923076923077,0.20427294528013956,-0.7007999999999999,0,2
6323.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,66,0.24242424242424243,0.5,0.47936051159072757,-0.3947393939393938,0,2
6324.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,9,0.0,0.0,0.0,-1.0008,0,2
6326.T,coarse,full,1,1.2,1.0,0.4,0.05,0.01,60,23,0.17391304347826086,0.2823529411764706,0.25226134881568435,-0.618191304347826,0,2
6330.T,coarse,full,5,1.5,1.5,0.4,0.01,0.01,60,11,0.6363636363636364,999.0,1.7481343283582091,0.40829090909090915,0,2
6361.T,coarse,full,1,1.5,1.5,0.4,0.01,0.01,60,47,0.3404255319148936,0.5517241379310345,0.5155787880872138,-0.4795234042553189,0,2
6367.T,coarse,full,5,1.5,2.0,1.0,0.03,0.05,60,17,0.23529411764705882,0.23076923076923078,0.23055393227324458,-1.1772705882352938,0,2
6460.T,coarse,full,3,1.5,1.0,0.4,0.03,0.01,60,8,0.5,999.0,1.4980015987210233,0.2492000000000001,0,2
6471.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
6501.T,coarse,full,3,1.2,1.0,0.8,0.01,0.03,60,28,0.2857142857142857,0.5052631578947369,0.4792965627498002,-0.3722285714285714,0,2
6503.T,coarse,full,1,1.5,1.5,0.4,0.03,0.01,60,63,0.15873015873015872,0.2,0.1884780947016937,-1.0246095238095239,0,2
6506.T,coarse,full,1,1.5,2.0,0.4,0.01,0.01,60,60,0.2,0.20454545454545456,0.18732506997201123,-1.3008,0,2
6525.T,coarse,full,3,1.5,1.5,1.0,0.05,0.05,60,36,0.25,0.3333333333333333,0.33297796730632556,-0.7507999999999999,0,2
6526.T,coarse,full,5,1.5,1.5,0.4,0.01,0.01,60,69,0.13043478260869565,0.15517241379310345,0.1498400852878465,-1.109495652173913,0,2
6532.T,coarse,full,3,1.5,2.0,1.0,0.05,0.05,60,21,0.3333333333333333,0.375,0.3746501399440224,-0.8341333333333334,0,2
6590.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,67,0.13432835820895522,0.24545454545454545,0.23244852393946913,-0.6649791044776119,0,2
6594.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,79,0.13924050632911392,0.25,0.24232378802840082,-0.6526987341772151,0,2
6701.T,coarse,full,3,1.5,1.5,0.4,0.01,0.01,60,58,0.20689655172413793,0.2926829268292683,0.2605914526745156,-0.8801103448275862,0,2
6702.T,coarse,full,1,1.5,2.0,0.4,0.01,0.01,60,68,0.22058823529411764,0.22959183673469388,0.21206611694944663,-1.2287411764705882,0,2
6723.T,coarse,full,1,1.5,1.0,1.0,0.03,0.05,60,39,0.1794871794871795,0.328125,0.3276878497202239,-0.5520820512820511,0,2
6752.T,coarse,full,3,1.5,1.5,1.0,0.01,0.05,60,24,0.375,0.75,0.599360341151386,-0.3757999999999999,0,2
6758.T,coarse,full,1,1.5,1.0,0.4,0.03,0.01,60,60,0.2,0.391304347826087,0.37450039968025584,-0.5007999999999999,0,2
6762.T,coarse,full,5,1.5,1.0,0.4,0.03,0.05,60,48,0.2916666666666667,0.65625,0.6168241877086568,-0.27163333333333317,0,2
6814.T,coarse,full,5,1.5,1.0,1.0,0.01,0.05,60,8,0.375,0.9,0.898800959232614,-0.06329999999999991,0,2
6857.T,coarse,full,5,1.5,1.0,0.4,0.01,0.01,60,48,0.3125,0.7258064516129032,0.6809098176004652,-0.2195499999999999,0,2
6861.T,coarse,full,1,1.5,1.5,1.0,0.01,0.05,60,43,0.46511627906976744,0.8695652173913043,0.8686381755817187,-0.10545116279069766,0,2
6869.T,coarse,full,5,1.5,1.0,0.8,0.01,0.01,60,8,0.5,1.5,1.4980015987210233,0.2492000000000001,0,2
6871.T,coarse,full,1,1.5,1.5,0.4,0.01,0.01,60,88,0.1590909090909091,0.1917808219178082,0.18898749495764422,-1.0235272727272726,0,2
6902.T,coarse,full,5,1.2,1.0,0.4,0.05,0.03,60,38,0.5526315789473685,1.575,1.4801805614332069,0.21498947368421067,0,2
6920.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,68,0.19117647058823528,0.375,0.3540731051522419,-0.5228588235294117,0,2
6954.T,coarse,full,1,1.5,1.5,0.8,0.01,0.03,60,57,0.3333333333333333,0.5277777777777778,0.49946695095948823,-0.5008000000000001,0,2
6963.T,coarse,full,3,1.5,1.0,1.0,0.01,0.01,60,35,0.2857142857142857,0.625,0.5992006394884093,-0.2865142857142857,0,2
6965.T,coarse,full,1,1.5,1.0,0.4,0.03,0.05,60,23,0.21739130434782608,0.4166666666666667,0.41611155520028426,-0.4573217391304347,0,2
6971.T,coarse,full,5,1.5,1.0,1.0,0.01,0.01,60,9,0.1111111111111111,0.21428571428571427,0.18725019984012792,-0.723022222222222,0,2
6976.T,coarse,full,5,1.2,1.5,0.4,0.01,0.03,60,32,0.15625,0.16666666666666666,0.14797046513464426,-1.078925,0,2
6981.T,coarse,full,1,1.5,1.0,0.4,0.05,0.03,60,61,0.32786885245901637,0.8108108108108109,0.7307324871809868,-0.18112786885245907,0,2
6988.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,14,0.07142857142857142,0.125,0.11523089220930949,-0.8222285714285713,0,2
7003.T,coarse,full,5,1.5,1.0,1.0,0.01,0.03,60,25,0.24,0.5625,0.4730531364382179,-0.40079999999999993,0,2
7011.T,coarse,full,1,1.5,1.0,0.4,0.03,0.01,60,69,0.18840579710144928,0.36792452830188677,0.3477503711316661,-0.5297855072463767,0,2
7012.T,coarse,full,5,1.5,1.0,0.4,0.01,0.05,60,51,0.2549019607843137,0.5571428571428572,0.5124742311414028,-0.3635450980392156,0,2
7013.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,64,0.1875,0.35294117647058826,0.34569267662792846,-0.5320499999999999,0,2
7167.T,coarse,full,3,1.2,1.0,0.4,0.01,0.01,60,0,0.0,0.0,0.0,0.0,0,2
7182.T,coarse,full,3,1.5,1.5,0.6,0.05,0.05,60,37,0.2702702702702703,0.4166666666666667,0.3699755192292506,-0.6899891891891892,0,2
7186.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,6,1.0,999.0,999.0,1.1992,0,2
7201.T,coarse,full,5,1.5,1.0,1.0,0.03,0.01,60,32,0.09375,0.16666666666666666,0.15496568262631277,-0.7664249999999999,0,2
7202.T,coarse,full,3,1.2,1.0,0.4,0.01,0.01,60,5,0.4,1.2,0.7988276045830005,-0.12079999999999985,0,2
7203.T,coarse,full,3,1.2,1.0,1.0,0.05,0.01,60,27,0.37037037037037035,0.75,0.7048478863967649,-0.1859851851851852,0,2
7211.T,coarse,full,5,1.2,2.0,1.0,0.01,0.01,60,6,1.0,999.0,999.0,1.1992,0,2
7259.T,coarse,full,3,1.5,1.0,0.4,0.01,0.01,60,3,0.3333333333333333,1.5,0.7490007993605117,-0.16746666666666665,0,2
7261.T,coarse,full,3,1.5,1.5,0.4,0.03,0.01,60,32,0.3125,0.45454545454545453,0.4540608645086257,-0.5633,0,2
7267.T,coarse,full,1,1.5,1.5,1.0,0.05,0.01,60,50,0.38,0.7037037037037037,0.6122498108535663,-0.3607999999999999,0,2
7269.T,coarse,full,5,1.5,2.0,1.0,0.01,0.01,60,23,0.2608695652173913,0.2647058823529412,0.2644589223134276,-1.0877565217391303,0,2
7270.T,coarse,full,3,1.5,1.5,1.0,0.05,0.01,60,22,0.3181818181818182,0.4666666666666667,0.46616915422885574,-0.5462545454545455,0,2
7272.T,coarse,full,1,1.2,1.0,0.4,0.01,0.01,60,8,0.5,1.5999999999999999,1.1982414068745006,0.09920000000000007,0,2
7453.T,coarse,full,1,1.5,1.0,0.4,0.03,0.01,60,71,0.09859154929577464,0.1640625,0.1638439248601119,-0.7543211267605634,0,2
7532.T,coarse,full,5,1.2,1.0,1.0,0.05,0.03,60,16,0.25,0.39999999999999997,0.3994138022915002,-0.4507999999999999,0,2
7711.T,coarse,full,1,1.5,1.5,1.0,0.01,0.05,60,25,0.2,0.2777777777777778,0.2497334754797442,-0.9007999999999998,0,2
7730.T,coarse,full,5,1.5,1.0,0.4,0.01,0.01,60,2,0.5,999.0,1.4980015987210233,0.2492000000000001,0,2
7733.T,coarse,full,1,1.2,1.0,0.8,0.05,0.03,60,18,0.3888888888888889,0.8400000000000001,0.7625172589201367,-0.14524444444444445,0,2
7735.T,coarse,full,5,1.5,1.0,1.0,0.03,0.05,60,28,0.14285714285714285,0.25,0.24966693312017055,-0.6436571428571428,0,2
7741.T,coarse,full,5,1.5,2.0,0.8,0.01,0.01,60,58,0.3620689655172414,0.5080645161290323,0.4252785372337552,-0.733558620689655,0,2
7751.T,coarse,full,5,1.5,1.0,0.4,0.03,0.01,60,43,0.23255813953488372,0.45454545454545453,0.4539398784003101,-0.41940465116279063,0,2
7832.T,coarse,full,3,1.2,2.0,1.0,0.03,0.05,60,12,0.5,0.72,0.599360255897641,-0.40079999999999993,0,2
7936.T,coarse,full,1,1.5,1.0,0.4,0.01,0.01,60,68,0.11764705882352941,0.2033898305084746,0.19973354649613645,-0.7066823529411763,0,2
7974.T,coarse,full,1,1.2,1.0,0.4,0.01,0.03,60,72,0.1527777777777778,0.22372881355932203,0.21607631927245094,-0.6646888888888888,0,2
8001.T,coarse,full,5,1.5,1.5,0.8,0.05,0.01,60,31,0.5483870967741935,1.4166666666666667,1.2129911666159001,0.1443612903225806,0,2
