code,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total
1540.T,2,0.5,999.0,1.997601918465228,0.4992000000000001,0,2
4503.T,3,0.3333333333333333,1.3333333333333333,0.6660447761194028,-0.3341333333333335,0,2
5802.T,1,0.0,0.0,0.0,-1.0008,0,2
6723.T,6,0.16666666666666666,0.375,0.29960031974420465,-0.5841333333333333,0,2
7011.T,9,0.4444444444444444,1.6,1.5980815347721824,0.33253333333333335,0,2
7741.T,7,0.42857142857142855,1.2,0.5992803837953092,-0.34365714285714277,0,2
8316.T,7,0.14285714285714285,0.3333333333333333,0.332933653077538,-0.5722285714285713,0,2
8750.T,2,0.5,999.0,0.9984012789768186,-0.0007999999999999674,0,2
9983.T,11,0.36363636363636365,1.6,1.141486810551559,0.09010909090909103,0,2
