winrate_TR,pf_TR,trades_TR,code,ATR_n_TR,TPk_TR,SLk_TR,J_th_TR,dJ_th_TR,vEMA_th_TR,PF_eff_TR,winrate_FW,pf_FW,trades_FW,ATR_n_FW,TPk_FW,SLk_FW,J_th_FW,dJ_th_FW,vEMA_th_FW,PF_eff_FW
0.27613412228796846,0.18797202797202797,1014,290A.T,2,1.2,2.5,0.6,0.02,0.02,0.18292565997409443,0.0,0.0,0,2,1.2,2.5,0.6,0.02,0.02,0.0
0.348302300109529,0.2578378378378378,913,2914.T,5,1.2,2.5,0.6,0.02,0.05,0.25628477878675465,0.0,0.0,0,5,1.2,2.5,0.6,0.02,0.05,0.0
0.31905781584582443,0.22704761904761903,934,3003.T,2,1.2,2.5,0.6,0.05,0.05,0.22468382444661736,0.0,0.0,0,2,1.2,2.5,0.6,0.05,0.05,0.0
0.30943396226415093,0.21866666666666665,1060,3038.T,2,1.2,2.5,0.6,0.05,0.02,0.21486982089228715,0.0,0.0,0,2,1.2,2.5,0.6,0.05,0.02,0.0
0.2955665024630542,0.20317460317460317,812,3064.T,1,1.2,2.5,1.0,0.05,0.05,0.2011999516797982,0.0,0.0,0,1,1.2,2.5,1.0,0.05,0.05,0.0
0.41397849462365593,0.34542056074766353,744,3086.T,2,1.2,2.5,1.0,0.05,0.05,0.33874811436487123,0.0,0.0,0,2,1.2,2.5,1.0,0.05,0.05,0.0
0.3388235294117647,0.24863309352517984,850,3088.T,5,1.2,2.5,0.6,0.05,0.05,0.24573602639326236,0.0,0.0,0,5,1.2,2.5,0.6,0.05,0.05,0.0
0.32116004296455425,0.23,931,3092.T,5,1.2,2.5,1.0,0.02,0.02,0.22686461851194964,0.0,0.0,0,5,1.2,2.5,1.0,0.02,0.02,0.0
0.21451440768409819,0.16475409836065574,937,3099.T,3,1.2,2.0,1.0,0.02,0.02,0.16368398292856773,0.0,0.0,0,3,1.2,2.0,1.0,0.02,0.02,0.0
0.36594663278271916,0.27927272727272723,787,3141.T,5,1.2,2.5,0.8,0.05,0.05,0.2767608152966201,0.0,0.0,0,5,1.2,2.5,0.8,0.05,0.05,0.0
0.40836653386454186,0.34770318021201413,502,314A.T,1,1.2,2.5,0.6,0.05,0.02,0.3309863402633717,0.0,0.0,0,1,1.2,2.5,0.6,0.05,0.02,0.0
0.36674259681093396,0.2794936708860759,878,3231.T,3,1.2,2.5,0.8,0.05,0.02,0.2777114201153473,0.0,0.0,0,3,1.2,2.5,0.8,0.05,0.02,0.0
0.4400527009222661,0.3826252983293556,759,3289.T,3,1.2,2.5,1.0,0.05,0.05,0.3768514545933536,0.0,0.0,0,3,1.2,2.5,1.0,0.05,0.05,0.0
