count,mean,std,median,win_rate,se_mean,ci95_low,ci95_high,batch_kind,side
128,37.744640085630905,29.486468539273886,34.80273134852767,0.9765625,2.6062602321705444,32.636370030576636,42.852910140685175,nightly,BUY
143,44.78061450552147,53.843282112436206,42.15422821866956,0.916083916083916,4.502601445908249,35.9555156715413,53.60571333950164,nightly,SELL
280,25.558147433989603,46.97611750182624,37.312605288696986,0.8642857142857143,2.8073599796818423,20.05572187381319,31.060572994166016,weekly,BUY
502,18.86440483690772,59.95559423490493,40.69066333928902,0.7430278884462151,2.675949129774437,13.619544542549825,24.109265131265616,weekly,SELL
