date,code,session,signal_mode,side,entry_ts,exit_ts,entry_px,exit_px,bars,exit_reason,tp_px,sl_px,tp_dist_bp,sl_dist_bp,pnl_bp,pnl_yen,live_demo_class,budget_factor,forward_exp_boot_mean,scenario,signal_ts,fill_ts,entry_limit_px,adj_jth,candidate_id
2026-03-23,7012.T,AM1030,j-cross,BUY,,2026-03-23 09:31:00+09:00,15493.524537225392,15377.22955963495,0,SL_SAME_BAR,15551.672026020613,15377.22955963495,37.53018795401476,75.06037590802951,-83.06037590802951,-166120.75181605903,LIVE_STRONG,2.0,7.100394459778008,actual_like_no_live_base,2026-03-23T09:30:00+09:00,2026-03-23 09:31:00+09:00,15493.524537225392,3.7505571155177604,C_7012.T_AM1030_68e1c11a
2026-03-23,7012.T,AM0945,j-cross,BUY,,2026-03-23 09:31:00+09:00,15493.524537225392,15377.22955963495,0,SL_SAME_BAR,15551.672026020613,15377.22955963495,37.53018795401476,75.06037590802951,-83.06037590802951,-41530.18795401476,DEMO_ONLY,0.5,10.08371077422473,actual_like_no_live_base,2026-03-23T09:30:00+09:00,2026-03-23 09:31:00+09:00,15493.524537225392,3.7505571155177604,C_7012.T_AM0945_b2e0b376
2026-03-23,7011.T,AM0945,j-cross,BUY,,2026-03-23 09:32:00+09:00,4602.724905760654,4572.545454086431,0,SL_SAME_BAR,4617.814631597766,4572.545454086431,32.78433133865018,65.56866267730037,-73.56866267730037,-36784.33133865018,DEMO_ONLY,0.5,6.448865277518235,actual_like_no_live_base,2026-03-23T09:31:00+09:00,2026-03-23 09:32:00+09:00,4602.724905760654,3.1531050450882727,C_7011.T_AM0945_a59646ab
2026-03-23,6525.T,MID1030,j-cross,SELL,,2026-03-23 10:37:00+09:00,5253.312513456994,5277.661853951175,0,SL_SAME_BAR,5216.788502715722,5277.661853951175,69.52567669962764,46.35045113308452,-54.35045113308452,-27175.225566542264,DEMO_ONLY,0.5,24.06343168282048,actual_like_no_live_base,2026-03-23T10:36:00+09:00,2026-03-23 10:37:00+09:00,5253.312513456994,2.8132309715713815,C_6525.T_MID1030_d5550803
2026-03-24,1605.T,AM0930,j-only,SELL,2026-03-24 09:24:00+09:00,2026-03-24 09:43:00+09:00,4544.0,4518.7449362277985,19,TP,4518.7449362277985,4584.4081020355225,55.578925555020994,88.92628088803359,47.578925555020994,47578.92555502099,LIVE_BASE,1.0,6.564680966119217,baseline_current_all,,,,,
2026-03-24,1802.T,AM0930,j-only,SELL,2026-03-24 09:10:00+09:00,2026-03-24 09:14:00+09:00,3775.0,3763.4375,4,TP,3763.4375,3798.125,30.629139072847682,61.258278145695364,22.629139072847682,45258.27814569537,LIVE_STRONG,2.0,3.992180957521199,baseline_current_all,,,,,
2026-03-24,3350.T,AM1030,j-only,BUY,2026-03-24 09:48:00+09:00,2026-03-24 09:50:00+09:00,312.0,312.1300987865128,2,TP,312.1300987865128,311.8048518202308,4.1698329010513975,6.254749351577096,-3.8301670989486025,-7660.334197897205,LIVE_STRONG,2.0,7.680539144625045,baseline_current_all,,,,,
2026-03-24,4755.T,PM1230,j-cross,BUY,2026-03-24 12:30:00+09:00,2026-03-24 15:24:00+09:00,733.5,737.2999877929688,174,EOD,739.7433224248267,728.5053420601387,85.11687014078684,68.09349611262886,43.80624121293456,21903.12060646728,DEMO_ONLY,0.5,18.036861281293707,baseline_current_all,,,,,
2026-03-24,6501.T,MID1030,j-cross,BUY,2026-03-24 10:30:00+09:00,2026-03-24 10:38:00+09:00,4793.0,4781.166722746563,8,SL,4807.791596566796,4781.166722746563,30.86083156018405,24.68866524814686,-32.68866524814686,-32688.665248146863,LIVE_BASE,1.0,6.550347328802483,baseline_current_all,,,,,
2026-03-24,9432.T,AM15,j-only,SELL,2026-03-24 09:14:00+09:00,2026-03-24 09:15:00+09:00,156.89999389648438,156.75566348433495,1,TP,156.75566348433495,157.18865472078323,9.198879398596542,18.397758797193084,1.1988793985965422,1198.8793985965424,LIVE_BASE,1.0,2.7582518197257,baseline_current_all,,,,,
2026-03-24,1802.T,AM0930,j-only,SELL,2026-03-24 09:10:00+09:00,2026-03-24 09:14:00+09:00,3775.0,3763.4375,4,TP,3763.4375,3798.125,30.629139072847682,61.258278145695364,22.629139072847682,45258.27814569537,LIVE_STRONG,2.0,3.992180957521199,baseline_current_live_strong,,,,,
2026-03-24,3350.T,AM1030,j-only,BUY,2026-03-24 09:48:00+09:00,2026-03-24 09:50:00+09:00,312.0,312.1300987865128,2,TP,312.1300987865128,311.8048518202308,4.1698329010513975,6.254749351577096,-3.8301670989486025,-7660.334197897205,LIVE_STRONG,2.0,7.680539144625045,baseline_current_live_strong,,,,,
2026-03-24,1605.T,AM0930,j-only,SELL,,2026-03-24 09:25:00+09:00,4498.707648512204,4539.115750547727,0,SL_SAME_BAR,4473.452584740003,4539.115750547727,56.13848630629243,89.82157809006787,-97.82157809006787,-97821.57809006788,LIVE_BASE,1.0,6.564680966119217,actual_like_all,2026-03-24T09:24:00+09:00,2026-03-24 09:25:00+09:00,4498.707648512204,2.410398462143123,C_1605.T_AM0930_a993802d
2026-03-24,3350.T,AM1030,j-only,BUY,,2026-03-24 09:52:00+09:00,311.6749371403121,311.4797889605429,0,SL_SAME_BAR,311.8050359268249,311.4797889605429,4.174181848129635,6.261272772194453,-14.261272772194452,-28522.5455443889,LIVE_STRONG,2.0,7.680539144625045,actual_like_all,2026-03-24T09:48:00+09:00,2026-03-24 09:52:00+09:00,311.6749371403121,2.902975673206315,C_3350.T_AM1030_6d5e6f91
2026-03-24,6501.T,MID1030,j-cross,BUY,,2026-03-24 10:38:00+09:00,4794.717059193988,4782.883781940551,7,SL,4809.508655760784,4782.883781940551,30.849779839319126,24.679823871454918,-32.679823871454914,-32679.82387145491,LIVE_BASE,1.0,6.550347328802483,actual_like_all,2026-03-24T10:30:00+09:00,2026-03-24 10:31:00+09:00,4794.717059193988,1.4543888796992337,C_6501.T_MID1030_e49e8427
2026-03-24,4755.T,PM1230,j-cross,BUY,,2026-03-24 12:33:00+09:00,737.2012541362881,732.2065961964267,2,SL,743.4445765611148,732.2065961964267,84.68952527951747,67.75162022361336,-75.75162022361336,-37875.81011180668,DEMO_ONLY,0.5,18.036861281293707,actual_like_all,2026-03-24T12:30:00+09:00,2026-03-24 12:31:00+09:00,737.2012541362881,1.4358867596894005,C_4755.T_PM1230_a4544c3e
2026-03-24,3350.T,AM1030,j-only,BUY,,2026-03-24 09:52:00+09:00,311.6749371403121,311.4797889605429,0,SL_SAME_BAR,311.8050359268249,311.4797889605429,4.174181848129635,6.261272772194453,-14.261272772194452,-28522.5455443889,LIVE_STRONG,2.0,7.680539144625045,actual_like_live_strong,2026-03-24T09:48:00+09:00,2026-03-24 09:52:00+09:00,311.6749371403121,2.902975673206315,C_3350.T_AM1030_6d5e6f91
2026-03-24,1605.T,AM0930,j-only,SELL,,2026-03-24 09:25:00+09:00,4498.707648512204,4539.115750547727,0,SL_SAME_BAR,4473.452584740003,4539.115750547727,56.13848630629243,89.82157809006787,-97.82157809006787,-97821.57809006788,LIVE_BASE,1.0,6.564680966119217,actual_like_live_base_only,2026-03-24T09:24:00+09:00,2026-03-24 09:25:00+09:00,4498.707648512204,2.410398462143123,C_1605.T_AM0930_a993802d
2026-03-24,6501.T,MID1030,j-cross,BUY,,2026-03-24 10:38:00+09:00,4794.717059193988,4782.883781940551,7,SL,4809.508655760784,4782.883781940551,30.849779839319126,24.679823871454918,-32.679823871454914,-32679.82387145491,LIVE_BASE,1.0,6.550347328802483,actual_like_live_base_only,2026-03-24T10:30:00+09:00,2026-03-24 10:31:00+09:00,4794.717059193988,1.4543888796992337,C_6501.T_MID1030_e49e8427
2026-03-24,3350.T,AM1030,j-only,BUY,,2026-03-24 09:52:00+09:00,311.6749371403121,311.4797889605429,0,SL_SAME_BAR,311.8050359268249,311.4797889605429,4.174181848129635,6.261272772194453,-14.261272772194452,-28522.5455443889,LIVE_STRONG,2.0,7.680539144625045,actual_like_no_live_base,2026-03-24T09:48:00+09:00,2026-03-24 09:52:00+09:00,311.6749371403121,2.902975673206315,C_3350.T_AM1030_6d5e6f91
2026-03-24,4755.T,PM1230,j-cross,BUY,,2026-03-24 12:33:00+09:00,737.2012541362881,732.2065961964267,2,SL,743.4445765611148,732.2065961964267,84.68952527951747,67.75162022361336,-75.75162022361336,-37875.81011180668,DEMO_ONLY,0.5,18.036861281293707,actual_like_no_live_base,2026-03-24T12:30:00+09:00,2026-03-24 12:31:00+09:00,737.2012541362881,1.4358867596894005,C_4755.T_PM1230_a4544c3e
2026-03-25,1605.T,AM0930,j-only,BUY,2026-03-25 09:19:00+09:00,2026-03-25 09:20:00+09:00,4546.0,4525.5850830078125,1,SL,4558.759323120117,4525.5850830078125,28.06714280712096,44.90742849139353,-52.90742849139353,-52907.42849139353,LIVE_BASE,1.0,6.564680966119217,baseline_current_all,,,,,
2026-03-25,4755.T,PM1230,j-cross,BUY,2026-03-25 12:33:00+09:00,2026-03-25 13:19:00+09:00,746.0999755859375,748.3488900939951,46,TP,748.3488900939951,744.3008439794914,30.142267546537244,24.113814037229186,22.142267546537244,11071.133773268622,DEMO_ONLY,0.5,18.036861281293707,baseline_current_all,,,,,
2026-03-25,6723.T,AM0930,j-only,BUY,2026-03-25 09:19:00+09:00,2026-03-25 09:23:00+09:00,2438.0,2443.8005945679347,4,TP,2443.8005945679347,2426.3988108641306,23.792430549362983,47.584861098725966,15.792430549362983,15792.430549362984,LIVE_BASE,1.0,13.609044471158976,baseline_current_all,,,,,
2026-03-25,6981.T,AM0930,j-only,BUY,2026-03-25 09:18:00+09:00,2026-03-25 09:21:00+09:00,3622.0,3604.61572265625,3,SL,3635.0382080078125,3604.61572265625,35.99726120323716,47.99634827098288,-55.99634827098288,-55996.348270982875,LIVE_BASE,1.0,12.8592409462726,baseline_current_all,,,,,
2026-03-25,7012.T,AM1030,j-cross,BUY,2026-03-25 09:24:00+09:00,2026-03-25 09:32:00+09:00,15210.0,15257.90693283081,8,TP,15257.90693283081,15114.186134338379,31.496997258915545,62.99399451783109,23.496997258915545,46993.994517831095,LIVE_STRONG,2.0,7.100394459778008,baseline_current_all,,,,,
2026-03-25,7201.T,AM0945,j-only,SELL,2026-03-25 09:29:00+09:00,2026-03-25 09:35:00+09:00,353.1000061035156,352.029154599616,6,TP,352.029154599616,354.52780810871513,30.327144870841465,40.436193161121956,22.327144870841465,22327.144870841465,LIVE_BASE,1.0,9.283471058819185,baseline_current_all,,,,,
2026-03-25,7267.T,AM1015,j-cross,BUY,2026-03-25 09:36:00+09:00,2026-03-25 09:45:00+09:00,1321.5,1317.4197562350892,9,SL,1325.1722193884198,1317.4197562350892,27.788266276350832,30.87585141816759,-38.875851418167585,-77751.70283633517,LIVE_STRONG,2.0,4.035072237238697,baseline_current_all,,,,,
2026-03-25,7012.T,AM1030,j-cross,BUY,2026-03-25 09:24:00+09:00,2026-03-25 09:32:00+09:00,15210.0,15257.90693283081,8,TP,15257.90693283081,15114.186134338379,31.496997258915545,62.99399451783109,23.496997258915545,46993.994517831095,LIVE_STRONG,2.0,7.100394459778008,baseline_current_live_strong,,,,,
2026-03-25,7267.T,AM1015,j-cross,BUY,2026-03-25 09:36:00+09:00,2026-03-25 09:45:00+09:00,1321.5,1317.4197562350892,9,SL,1325.1722193884198,1317.4197562350892,27.788266276350832,30.87585141816759,-38.875851418167585,-77751.70283633517,LIVE_STRONG,2.0,4.035072237238697,baseline_current_live_strong,,,,,
2026-03-25,6981.T,AM0930,j-only,BUY,,2026-03-25 09:20:00+09:00,3630.6375738195725,3612.9454351476975,0,SL_SAME_BAR,3643.9066778234787,3612.9454351476975,36.54758629610786,48.73011506147715,-56.73011506147715,-56730.11506147715,LIVE_BASE,1.0,12.8592409462726,actual_like_all,2026-03-25T09:19:00+09:00,2026-03-25 09:20:00+09:00,3630.6375738195725,2.29106559317104,C_6981.T_AM0930_7700b16b
2026-03-25,1605.T,AM0930,j-only,BUY,,2026-03-25 09:20:00+09:00,4562.204420741358,4541.789503749171,0,SL_SAME_BAR,4574.963743861475,4541.789503749171,27.96745157255316,44.747922516085055,-52.747922516085055,-52747.922516085055,LIVE_BASE,1.0,6.564680966119217,actual_like_all,2026-03-25T09:19:00+09:00,2026-03-25 09:20:00+09:00,4562.204420741358,2.5320990275626496,C_1605.T_AM0930_a993802d
2026-03-25,6723.T,AM0930,j-only,BUY,,2026-03-25 09:29:00+09:00,2445.2059803684047,2451.850490875953,7,TP,2451.850490875953,2431.916959353308,27.17362283952479,54.34724567905143,19.17362283952479,19173.62283952479,LIVE_BASE,1.0,13.609044471158976,actual_like_all,2026-03-25T09:21:00+09:00,2026-03-25 09:22:00+09:00,2445.2059803684047,2.6649445382086645,C_6723.T_AM0930_094f369a
2026-03-25,7012.T,AM1030,j-cross,BUY,,2026-03-25 09:26:00+09:00,15288.800136628117,15205.893203797306,0,SL_SAME_BAR,15330.253603043522,15205.893203797306,27.113616532989532,54.227233065979064,-62.227233065979064,-124454.46613195812,LIVE_STRONG,2.0,7.100394459778008,actual_like_all,2026-03-25T09:25:00+09:00,2026-03-25 09:26:00+09:00,15288.800136628117,2.917330149581703,C_7012.T_AM1030_68e1c11a
2026-03-25,7012.T,AM0945,j-cross,BUY,,2026-03-25 09:26:00+09:00,15288.800136628117,15205.893203797306,0,SL_SAME_BAR,15330.253603043522,15205.893203797306,27.113616532989532,54.227233065979064,-62.227233065979064,-31113.61653298953,DEMO_ONLY,0.5,10.08371077422473,actual_like_all,2026-03-25T09:25:00+09:00,2026-03-25 09:26:00+09:00,15288.800136628117,2.917330149581703,C_7012.T_AM0945_b2e0b376
2026-03-25,7267.T,AM1015,j-cross,BUY,,2026-03-25 09:38:00+09:00,1322.9367097911838,1320.3965879087284,0,SL_SAME_BAR,1325.2228194853938,1320.3965879087284,17.280567371743526,19.200630413047982,-27.200630413047982,-54401.26082609596,LIVE_STRONG,2.0,4.035072237238697,actual_like_all,2026-03-25T09:37:00+09:00,2026-03-25 09:38:00+09:00,1322.9367097911838,2.8114583064293974,C_7267.T_AM1015_6c3fdef2
2026-03-25,6501.T,MID1030,j-cross,BUY,,2026-03-25 11:00:00+09:00,4855.118635415571,4845.595575068652,1,SL,4867.02246084922,4845.595575068652,24.51809384598141,19.61447507678438,-27.61447507678438,-27614.47507678438,LIVE_BASE,1.0,6.550347328802483,actual_like_all,2026-03-25T10:58:00+09:00,2026-03-25 10:59:00+09:00,4855.118635415571,1.7295844115078713,C_6501.T_MID1030_e49e8427
2026-03-25,4755.T,PM1230,j-cross,BUY,,2026-03-25 13:07:00+09:00,746.2476557000743,747.0,30,TIMEOUT,747.6640012261977,745.1145792791757,18.97956416083647,15.183651328668873,2.081697331696933,1040.8486658484667,DEMO_ONLY,0.5,18.036861281293707,actual_like_all,2026-03-25T12:34:00+09:00,2026-03-25 12:37:00+09:00,746.2476557000743,1.4738268613105028,C_4755.T_PM1230_a4544c3e
2026-03-25,7012.T,AM1030,j-cross,BUY,,2026-03-25 09:26:00+09:00,15288.800136628117,15205.893203797306,0,SL_SAME_BAR,15330.253603043522,15205.893203797306,27.113616532989532,54.227233065979064,-62.227233065979064,-124454.46613195812,LIVE_STRONG,2.0,7.100394459778008,actual_like_live_strong,2026-03-25T09:25:00+09:00,2026-03-25 09:26:00+09:00,15288.800136628117,2.917330149581703,C_7012.T_AM1030_68e1c11a
2026-03-25,7267.T,AM1015,j-cross,BUY,,2026-03-25 09:38:00+09:00,1322.9367097911838,1320.3965879087284,0,SL_SAME_BAR,1325.2228194853938,1320.3965879087284,17.280567371743526,19.200630413047982,-27.200630413047982,-54401.26082609596,LIVE_STRONG,2.0,4.035072237238697,actual_like_live_strong,2026-03-25T09:37:00+09:00,2026-03-25 09:38:00+09:00,1322.9367097911838,2.8114583064293974,C_7267.T_AM1015_6c3fdef2
2026-03-25,6981.T,AM0930,j-only,BUY,,2026-03-25 09:20:00+09:00,3630.6375738195725,3612.9454351476975,0,SL_SAME_BAR,3643.9066778234787,3612.9454351476975,36.54758629610786,48.73011506147715,-56.73011506147715,-56730.11506147715,LIVE_BASE,1.0,12.8592409462726,actual_like_live_base_only,2026-03-25T09:19:00+09:00,2026-03-25 09:20:00+09:00,3630.6375738195725,2.29106559317104,C_6981.T_AM0930_7700b16b
2026-03-25,1605.T,AM0930,j-only,BUY,,2026-03-25 09:20:00+09:00,4562.204420741358,4541.789503749171,0,SL_SAME_BAR,4574.963743861475,4541.789503749171,27.96745157255316,44.747922516085055,-52.747922516085055,-52747.922516085055,LIVE_BASE,1.0,6.564680966119217,actual_like_live_base_only,2026-03-25T09:19:00+09:00,2026-03-25 09:20:00+09:00,4562.204420741358,2.5320990275626496,C_1605.T_AM0930_a993802d
2026-03-25,6723.T,AM0930,j-only,BUY,,2026-03-25 09:29:00+09:00,2445.2059803684047,2451.850490875953,7,TP,2451.850490875953,2431.916959353308,27.17362283952479,54.34724567905143,19.17362283952479,19173.62283952479,LIVE_BASE,1.0,13.609044471158976,actual_like_live_base_only,2026-03-25T09:21:00+09:00,2026-03-25 09:22:00+09:00,2445.2059803684047,2.6649445382086645,C_6723.T_AM0930_094f369a
2026-03-25,6501.T,MID1030,j-cross,BUY,,2026-03-25 11:00:00+09:00,4855.118635415571,4845.595575068652,1,SL,4867.02246084922,4845.595575068652,24.51809384598141,19.61447507678438,-27.61447507678438,-27614.47507678438,LIVE_BASE,1.0,6.550347328802483,actual_like_live_base_only,2026-03-25T10:58:00+09:00,2026-03-25 10:59:00+09:00,4855.118635415571,1.7295844115078713,C_6501.T_MID1030_e49e8427
2026-03-25,7012.T,AM1030,j-cross,BUY,,2026-03-25 09:26:00+09:00,15288.800136628117,15205.893203797306,0,SL_SAME_BAR,15330.253603043522,15205.893203797306,27.113616532989532,54.227233065979064,-62.227233065979064,-124454.46613195812,LIVE_STRONG,2.0,7.100394459778008,actual_like_no_live_base,2026-03-25T09:25:00+09:00,2026-03-25 09:26:00+09:00,15288.800136628117,2.917330149581703,C_7012.T_AM1030_68e1c11a
2026-03-25,7012.T,AM0945,j-cross,BUY,,2026-03-25 09:26:00+09:00,15288.800136628117,15205.893203797306,0,SL_SAME_BAR,15330.253603043522,15205.893203797306,27.113616532989532,54.227233065979064,-62.227233065979064,-31113.61653298953,DEMO_ONLY,0.5,10.08371077422473,actual_like_no_live_base,2026-03-25T09:25:00+09:00,2026-03-25 09:26:00+09:00,15288.800136628117,2.917330149581703,C_7012.T_AM0945_b2e0b376
2026-03-25,7267.T,AM1015,j-cross,BUY,,2026-03-25 09:38:00+09:00,1322.9367097911838,1320.3965879087284,0,SL_SAME_BAR,1325.2228194853938,1320.3965879087284,17.280567371743526,19.200630413047982,-27.200630413047982,-54401.26082609596,LIVE_STRONG,2.0,4.035072237238697,actual_like_no_live_base,2026-03-25T09:37:00+09:00,2026-03-25 09:38:00+09:00,1322.9367097911838,2.8114583064293974,C_7267.T_AM1015_6c3fdef2
2026-03-25,4755.T,PM1230,j-cross,BUY,,2026-03-25 13:07:00+09:00,746.2476557000743,747.0,30,TIMEOUT,747.6640012261977,745.1145792791757,18.97956416083647,15.183651328668873,2.081697331696933,1040.8486658484667,DEMO_ONLY,0.5,18.036861281293707,actual_like_no_live_base,2026-03-25T12:34:00+09:00,2026-03-25 12:37:00+09:00,746.2476557000743,1.4738268613105028,C_4755.T_PM1230_a4544c3e
