count,mean,std,median,win_rate,se_mean,ci95_low,ci95_high,alignment
22,14.490755094471188,38.86210617750748,27.129158028196,0.7727272727272727,8.285428876132388,-1.7486855027482893,30.730195691690668,aligned
92,21.06860890652207,58.12706312925417,27.16215454765271,0.8152173913043478,6.060165254627514,9.190685007452142,32.946532805592,counter
939,27.267354295438444,53.51777772937578,40.468751370918994,0.8296059637912673,1.746486670488103,23.84424042128176,30.69046816959513,neutral
