trades,win_rate,avg_bp,sum_bp,threshold_bp,include_flat
811,0.813810110974106,26.137550796694985,21197.553696119634,15,True
88,0.8068181818181818,20.501767783869003,1804.1555649804723,15,False
732,0.7937158469945356,23.694109262061303,17344.087979828873,20,True
76,0.7763157894736842,17.974960844027724,1366.097024146107,20,False
588,0.7602040816326531,21.558475406842923,12676.38353922364,25,True
47,0.6382978723404256,15.30414999882387,719.2950499447219,25,False
462,0.7445887445887446,16.685724944839304,7708.804924515759,30,True
38,0.6578947368421053,19.323002905718592,734.2741104173065,30,False
