count,mean,std,median,win_rate,se_mean,ci95_low,ci95_high,market_bias,side
40,28.697947314690055,28.077312837290826,27.16215454765271,0.975,4.439412957146182,19.996697918683537,37.39919671069657,down,BUY
12,7.51287181186954,51.3115016511255,27.129158028196,0.6666666666666666,14.81235464540062,-21.51934329311567,36.54508691685475,down,SELL
358,29.639763043447793,44.484911203345106,39.48736546797636,0.8910614525139665,2.3511006128056096,25.0316058423488,34.24792024454679,neutral,BUY
581,25.805525841415466,58.38115924554991,41.40576020934321,0.7917383820998278,2.4220586096391474,21.058290966522737,30.552760716308196,neutral,SELL
10,22.864215033593172,12.773751011668898,24.178657850381462,0.9,4.039414746075379,14.94696213128543,30.781467935900913,up,BUY
52,15.199887054085156,73.11050090308485,33.627839585446374,0.6923076923076923,10.138602299266491,-4.671773452477165,35.071547560647474,up,SELL
