code,mode,signal_mode,session,ATR_n,TPk,SLk,J_th,forward_pf_eff,forward_exp_bp,ts,date,side,pnl_bp,bars,gap_bp,gap_bucket,market_ret_5m,market_bias,vol_spike,repeat_index,j_abs,j_range,sector_code,batch_folder,batch_kind,run_path,ts_exit,win
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-09 00:30:00+00:00,2025-10-09,SELL,50.99009538569169,12,-27.75464890369137,<80bp,-3.7148541988485375,neutral,0.5889084507042254,3,1.5658812782007894,11.751396091527342,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-09 00:42:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-09 01:00:00+00:00,2025-10-09,BUY,-83.94490683035697,16,-27.75464890369137,<80bp,-4.672947750017364,neutral,1.85588035350102,1,1.7164429390960034,11.751396091527342,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-09 01:16:00+00:00,False
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-10 00:25:00+00:00,2025-10-10,SELL,42.534554260398615,21,-19.46607341490545,<80bp,12.987214353157306,neutral,1.3219508573973722,1,1.5841524299081835,11.751396091527342,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-10 00:46:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-10 00:28:00+00:00,2025-10-10,SELL,41.81881435507882,17,-19.46607341490545,<80bp,3.407270318565025,neutral,1.3088865096359743,2,1.5566251071350563,11.751396091527342,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-10 00:45:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-10 00:30:00+00:00,2025-10-10,SELL,48.46667686916552,16,-19.46607341490545,<80bp,-16.833574884487223,down,0.9983660130718954,3,1.3536801352444077,11.751396091527342,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-10 00:46:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-10 00:37:00+00:00,2025-10-10,SELL,46.45023454075108,6,-19.46607341490545,<80bp,7.863732768105258,neutral,0.9596541786743517,4,1.3696943301493365,11.751396091527342,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-10 00:43:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-10 00:39:00+00:00,2025-10-10,SELL,27.129158028196,4,-19.46607341490545,<80bp,-25.866091040220866,down,0.3062918998708407,5,1.4633616224485189,11.751396091527342,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-10 00:43:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-10 00:46:00+00:00,2025-10-10,BUY,25.59476225953877,7,-19.46607341490545,<80bp,-12.489097605503652,neutral,1.2581267414445954,1,1.65400669790055,11.751396091527342,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-10 00:53:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-10 00:55:00+00:00,2025-10-10,SELL,33.627839585446374,12,-19.46607341490545,<80bp,17.10805530314552,up,1.2823806465424965,6,1.4598047616095438,11.751396091527342,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-10 01:07:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-15 00:14:00+00:00,2025-10-15,SELL,55.17022887182791,56,5.901445854234288,<80bp,2.476245077653872,neutral,0.0,1,1.3449734543355043,1.3449734543355043,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-15 01:10:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-15 00:23:00+00:00,2025-10-15,SELL,60.98883626046542,17,5.901445854234288,<80bp,5.199583204724689,neutral,0.5937113469175185,2,1.5520507562133488,2.2580690836167787,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-15 00:40:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-15 00:37:00+00:00,2025-10-15,SELL,32.55750725508437,1,5.901445854234288,<80bp,10.099029446504204,neutral,0.5321626948575524,3,1.277205098074103,2.480987161693288,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-15 00:38:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-15 00:47:00+00:00,2025-10-15,SELL,37.1803664012596,8,5.901445854234288,<80bp,23.030606975154026,up,0.9113615241635687,4,1.6312204482121426,2.480987161693288,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-15 00:55:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-16 00:15:00+00:00,2025-10-16,SELL,47.24984758388626,16,-63.2183908045977,<80bp,8.243803028282759,neutral,0.0,1,1.3524538837869513,8.720675159345566,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-16 00:31:00+00:00,True
6857.T,refine,j-cross,AM15,3,1.6,2.7,1.2,2.4447484929275363,21.45453627445348,2025-10-16 00:17:00+00:00,2025-10-16,SELL,48.815520043630855,7,-63.2183908045977,<80bp,12.355894338391682,neutral,0.0,2,1.2908718478717844,8.720675159345566,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-16 00:24:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-09-24 00:15:00+00:00,2025-09-24,BUY,56.35689841661693,5,-24.376523532720796,<80bp,0.0,neutral,0.0,1,1.5566430513363558,1.5566430513363558,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-09-24 00:20:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-09-24 00:22:00+00:00,2025-09-24,SELL,45.3518755153561,38,-24.376523532720796,<80bp,0.0,neutral,0.4254235280180073,1,1.672746518992536,1.672746518992536,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-09-24 01:00:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-09-24 00:25:00+00:00,2025-09-24,SELL,53.15202339265733,13,-24.376523532720796,<80bp,0.0,neutral,1.6288923191568638,2,2.550562045410261,2.550562045410261,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-09-24 00:38:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-09-24 00:35:00+00:00,2025-09-24,SELL,40.60142934132401,3,-24.376523532720796,<80bp,0.0,neutral,0.8128667680938926,3,1.7829537460409983,4.019537508306096,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-09-24 00:38:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-09-24 01:00:00+00:00,2025-09-24,BUY,22.961025107113183,5,-24.376523532720796,<80bp,0.0,neutral,1.7303267372296365,2,2.038058455879553,4.019537508306096,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-09-24 01:05:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-09-25 00:40:00+00:00,2025-09-25,SELL,-69.9457121139655,114,-64.14956011730206,<80bp,0.0,neutral,0.8921671935370565,1,2.039848394835758,18.051601962103323,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-09-25 02:34:00+00:00,False
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-09-25 00:51:00+00:00,2025-09-25,SELL,-60.77596275862508,55,-64.14956011730206,<80bp,0.0,neutral,1.0906958561376074,2,1.8219445055588848,18.051601962103323,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-09-25 01:46:00+00:00,False
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-09-25 00:54:00+00:00,2025-09-25,SELL,-55.41763361693877,52,-64.14956011730206,<80bp,0.0,neutral,0.4127682993946064,3,2.1359728781906275,18.051601962103323,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-09-25 01:46:00+00:00,False
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-10-01 00:10:00+00:00,2025-10-01,BUY,-79.66923872135162,11,-36.018957345971565,<80bp,0.0,neutral,0.0,1,1.631242889324264,9.910593095127304,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-01 00:21:00+00:00,False
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-10-01 00:18:00+00:00,2025-10-01,BUY,45.71853186537769,15,-36.018957345971565,<80bp,0.0,neutral,0.0,2,1.99985428844564,9.910593095127304,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-01 00:33:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-10-01 00:40:00+00:00,2025-10-01,SELL,39.19584709407287,39,-36.018957345971565,<80bp,0.0,neutral,0.8496978851963746,1,2.2764763737696647,9.910593095127304,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-01 01:19:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-10-10 00:16:00+00:00,2025-10-10,SELL,64.40014163419269,8,-65.56825823806321,<80bp,-6.278688065627369,neutral,0.0,1,2.082278171821196,15.491387906719904,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-10 00:24:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-10-15 00:33:00+00:00,2025-10-15,BUY,27.16215454765271,25,22.915564956812972,<80bp,-17.894223583501123,down,0.6746476481575819,1,1.991743864043762,1.991743864043762,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-15 00:58:00+00:00,True
8035.T,refine,j-cross,AM15,5,2.0,3.0,1.5,1.5985667536121069,11.36458279902624,2025-10-15 00:38:00+00:00,2025-10-15,BUY,30.012779482884845,12,22.915564956812972,<80bp,-0.7341547082728717,neutral,0.937009247949747,2,2.136136105702144,2.136136105702144,80,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1000_j-cross,2025-10-15 00:50:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-09-26 00:16:00+00:00,2025-09-26,SELL,69.6463849212468,1,-40.73872895165671,<80bp,0.0,neutral,0.0,1,2.106396470753725,20.721694896818786,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-09-26 00:17:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-09-26 01:09:00+00:00,2025-09-26,SELL,-88.94524326835632,9,-40.73872895165671,<80bp,0.0,neutral,0.5121123820293133,2,1.8281854216410145,20.721694896818786,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-09-26 01:18:00+00:00,False
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-09-26 01:12:00+00:00,2025-09-26,SELL,42.58394768453278,79,-40.73872895165671,<80bp,0.0,neutral,1.5863160457755052,3,1.9660576208569107,20.721694896818786,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-09-26 02:31:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-09-29 00:40:00+00:00,2025-09-29,BUY,42.67830443500189,4,72.7069351230425,<80bp,0.0,neutral,0.8588644403141675,1,2.121634488831542,2.121634488831542,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-09-29 00:44:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-01 00:13:00+00:00,2025-10-01,BUY,58.30444023752989,20,-28.140189306728065,<80bp,0.0,neutral,0.0,1,2.006317057751021,22.12309484860876,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-01 00:33:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-01 00:18:00+00:00,2025-10-01,BUY,66.20688757147718,12,-28.140189306728065,<80bp,0.0,neutral,0.0,2,1.982902859856706,22.12309484860876,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-01 00:30:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-01 00:23:00+00:00,2025-10-01,BUY,64.59785816500492,6,-28.140189306728065,<80bp,0.0,neutral,0.84408839143684,3,2.4427178712857365,22.12309484860876,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-01 00:29:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-01 00:33:00+00:00,2025-10-01,SELL,56.20450115663817,52,-28.140189306728065,<80bp,0.0,neutral,1.4335244770096631,1,2.303208793195663,22.12309484860876,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-01 01:25:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-01 00:35:00+00:00,2025-10-01,SELL,64.85656204353776,3,-28.140189306728065,<80bp,0.0,neutral,1.5282131661442004,2,2.623726538127233,22.12309484860876,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-01 00:38:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-01 00:41:00+00:00,2025-10-01,SELL,53.36638452059066,35,-28.140189306728065,<80bp,0.0,neutral,0.919020760544234,3,2.566296728907401,22.12309484860876,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-01 01:16:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-01 01:01:00+00:00,2025-10-01,SELL,34.63401157587168,21,-28.140189306728065,<80bp,0.0,neutral,0.6230676899574438,4,1.9476990754832144,22.12309484860876,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-01 01:22:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-14 00:15:00+00:00,2025-10-14,SELL,95.57506801011829,15,-66.2251655629139,<80bp,33.20901565934342,up,2.055789225747838,1,2.0793154317112488,17.77763021961401,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-14 00:30:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-14 00:19:00+00:00,2025-10-14,SELL,86.884872693373,11,-66.2251655629139,<80bp,61.26054453340801,up,0.8846368244338143,2,2.015516743860354,17.77763021961401,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-14 00:30:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-17 00:42:00+00:00,2025-10-17,SELL,17.73012327499929,7,21.903139449987837,<80bp,6.118935427859018,neutral,0.5269334585142589,1,1.9597773672876584,9.105334744970344,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-17 00:49:00+00:00,True
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-17 01:07:00+00:00,2025-10-17,SELL,-68.62045319310337,14,21.903139449987837,<80bp,12.088966581560443,neutral,0.9831622176591376,2,2.3921306756942635,9.105334744970344,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-17 01:21:00+00:00,False
5016.T,refine,j-cross,AM15,5,1.5,3.0,1.8,2.985598205578739,31.31052303680649,2025-10-17 01:13:00+00:00,2025-10-17,SELL,-94.7352812395588,9,21.903139449987837,<80bp,2.62138092719022,neutral,0.678635953026197,3,2.014587557491465,9.105334744970344,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-17 01:22:00+00:00,False
5801.T,refine,j-cross,AM15,3,1.8,2.2,1.65,0.0703820180293645,-57.0920976421873,2025-10-10 00:38:00+00:00,2025-10-10,BUY,-60.70048203429256,7,-29.52856124630893,<80bp,-2.642867291310358,neutral,0.7667022762757827,1,1.879762906492345,13.170704476998155,58,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-10 00:45:00+00:00,False
5801.T,refine,j-cross,AM15,3,1.8,2.2,1.65,0.0703820180293645,-57.0920976421873,2025-10-15 00:17:00+00:00,2025-10-15,SELL,-84.4752441662802,33,32.71660649819495,<80bp,13.249242858937029,neutral,0.0,1,1.7183660807806465,1.7183660807806465,58,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-15 00:50:00+00:00,False
5801.T,refine,j-cross,AM15,3,1.8,2.2,1.65,0.0703820180293645,-57.0920976421873,2025-10-15 00:25:00+00:00,2025-10-15,SELL,-92.95284411097674,71,32.71660649819495,<80bp,12.816856100690275,neutral,1.595196859485048,2,2.10255573359321,2.10255573359321,58,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-15 01:36:00+00:00,False
5801.T,refine,j-cross,AM15,3,1.8,2.2,1.65,0.0703820180293645,-57.0920976421873,2025-10-15 00:34:00+00:00,2025-10-15,SELL,-81.15465384664996,62,32.71660649819495,<80bp,-12.390788808002153,neutral,0.6189442031406616,3,1.7352814841726814,2.808790207369772,58,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-15 01:36:00+00:00,False
5801.T,refine,j-cross,AM15,3,1.8,2.2,1.65,0.0703820180293645,-57.0920976421873,2025-10-15 00:37:00+00:00,2025-10-15,SELL,43.22482055552143,3,32.71660649819495,<80bp,10.099029446504204,neutral,0.4252646689395298,4,2.086801773190321,2.808790207369772,58,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM1015_j-cross,2025-10-15 00:40:00+00:00,True
