code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,winrate,pf,trades
1357.T,2,0.8,2.0,0.8,0.05,0.02,0.2631578947368421,0.14285714285714285,114
1357.T,2,0.8,2.0,0.8,0.05,0.05,0.25742574257425743,0.13866666666666666,101
1357.T,2,0.8,2.0,1.0,0.02,0.02,0.2767857142857143,0.15308641975308643,112
1357.T,2,0.8,2.0,1.0,0.02,0.05,0.27,0.14794520547945206,100
1357.T,2,0.8,2.0,1.0,0.05,0.02,0.27522935779816515,0.1518987341772152,109
1357.T,2,0.8,2.0,1.0,0.05,0.05,0.26804123711340205,0.14647887323943662,97
1357.T,2,1.0,1.5,0.6,0.02,0.02,0.1721311475409836,0.14,122
1357.T,2,1.0,1.5,0.6,0.02,0.05,0.17592592592592593,0.14393939393939395,108
1357.T,2,1.0,1.5,0.6,0.05,0.02,0.1623931623931624,0.13058419243986255,117
1357.T,2,1.0,1.5,0.6,0.05,0.05,0.1650485436893204,0.13333333333333333,103
1357.T,2,1.0,1.5,0.8,0.02,0.02,0.17647058823529413,0.14432989690721648,119
1357.T,2,1.0,1.5,0.8,0.02,0.05,0.1792452830188679,0.14728682170542637,106
1357.T,2,1.0,1.5,0.8,0.05,0.02,0.16666666666666666,0.1347517730496454,114
1357.T,2,1.0,1.5,0.8,0.05,0.05,0.16831683168316833,0.13654618473895583,101
1357.T,2,1.0,1.5,1.0,0.02,0.02,0.17857142857142858,0.14652014652014653,112
1357.T,2,1.0,1.5,1.0,0.02,0.05,0.18,0.14814814814814814,100
1357.T,2,1.0,1.5,1.0,0.05,0.02,0.1743119266055046,0.14232209737827714,109
1357.T,2,1.0,1.5,1.0,0.05,0.05,0.17525773195876287,0.14345991561181434,97
1357.T,2,1.0,2.0,0.6,0.02,0.02,0.2459016393442623,0.16666666666666666,122
1357.T,2,1.0,2.0,0.6,0.02,0.05,0.24074074074074073,0.1625,108
1357.T,2,1.0,2.0,0.6,0.05,0.02,0.23931623931623933,0.16091954022988506,117
1357.T,2,1.0,2.0,0.6,0.05,0.05,0.23300970873786409,0.15584415584415584,103
1357.T,2,1.0,2.0,0.8,0.02,0.02,0.25210084033613445,0.1724137931034483,119
1357.T,2,1.0,2.0,0.8,0.02,0.05,0.24528301886792453,0.16666666666666666,106
1357.T,2,1.0,2.0,0.8,0.05,0.02,0.24561403508771928,0.16666666666666666,114
1357.T,2,1.0,2.0,0.8,0.05,0.05,0.2376237623762376,0.16,101
1357.T,2,1.0,2.0,1.0,0.02,0.02,0.25892857142857145,0.17901234567901234,112
1357.T,2,1.0,2.0,1.0,0.02,0.05,0.25,0.17123287671232876,100
1357.T,2,1.0,2.0,1.0,0.05,0.02,0.25688073394495414,0.17721518987341772,109
1357.T,2,1.0,2.0,1.0,0.05,0.05,0.24742268041237114,0.16901408450704225,97
1357.T,2,1.2,1.5,0.6,0.02,0.02,0.16393442622950818,0.16,122
1357.T,2,1.2,1.5,0.6,0.02,0.05,0.16666666666666666,0.1636363636363636,108
1357.T,2,1.2,1.5,0.6,0.05,0.02,0.15384615384615385,0.14845360824742265,117
1357.T,2,1.2,1.5,0.6,0.05,0.05,0.1553398058252427,0.15058823529411763,103
1357.T,2,1.2,1.5,0.8,0.02,0.02,0.16806722689075632,0.16494845360824742,119
1357.T,2,1.2,1.5,0.8,0.02,0.05,0.16981132075471697,0.16744186046511625,106
1357.T,2,1.2,1.5,0.8,0.05,0.02,0.15789473684210525,0.1531914893617021,114
1357.T,2,1.2,1.5,0.8,0.05,0.05,0.15841584158415842,0.1542168674698795,101
1357.T,2,1.2,1.5,1.0,0.02,0.02,0.16964285714285715,0.16703296703296705,112
1357.T,2,1.2,1.5,1.0,0.02,0.05,0.17,0.16790123456790124,100
1357.T,2,1.2,1.5,1.0,0.05,0.02,0.1651376146788991,0.16179775280898875,109
1357.T,2,1.2,1.5,1.0,0.05,0.05,0.16494845360824742,0.1620253164556962,97
1357.T,2,1.2,2.0,0.6,0.02,0.02,0.23770491803278687,0.19333333333333333,122
1357.T,2,1.2,2.0,0.6,0.02,0.05,0.23148148148148148,0.1875,108
1357.T,2,1.2,2.0,0.6,0.05,0.02,0.23076923076923078,0.18620689655172412,117
1357.T,2,1.2,2.0,0.6,0.05,0.05,0.22330097087378642,0.1792207792207792,103
1357.T,2,1.2,2.0,0.8,0.02,0.02,0.24369747899159663,0.19999999999999998,119
1357.T,2,1.2,2.0,0.8,0.02,0.05,0.2358490566037736,0.19230769230769232,106
1357.T,2,1.2,2.0,0.8,0.05,0.02,0.23684210526315788,0.19285714285714284,114
1357.T,2,1.2,2.0,0.8,0.05,0.05,0.22772277227722773,0.184,101
1357.T,2,1.2,2.0,1.0,0.02,0.02,0.25,0.20740740740740743,112
1357.T,2,1.2,2.0,1.0,0.02,0.05,0.24,0.1972602739726027,100
1357.T,2,1.2,2.0,1.0,0.05,0.02,0.24770642201834864,0.2050632911392405,109
1357.T,2,1.2,2.0,1.0,0.05,0.05,0.23711340206185566,0.19436619718309858,97
1357.T,3,0.8,1.5,0.6,0.02,0.02,0.1981981981981982,0.13183520599250936,111
1357.T,3,0.8,1.5,0.6,0.02,0.05,0.19,0.12510288065843622,100
1357.T,3,0.8,1.5,0.6,0.05,0.02,0.19047619047619047,0.12549019607843137,105
1357.T,3,0.8,1.5,0.6,0.05,0.05,0.18947368421052632,0.12467532467532468,95
1357.T,3,0.8,1.5,0.8,0.02,0.02,0.1926605504587156,0.1272727272727273,109
1357.T,3,0.8,1.5,0.8,0.02,0.05,0.1836734693877551,0.12000000000000001,98
1357.T,3,0.8,1.5,0.8,0.05,0.02,0.18446601941747573,0.12063492063492064,103
1357.T,3,0.8,1.5,0.8,0.05,0.05,0.1827956989247312,0.1192982456140351,93
1357.T,3,0.8,1.5,1.0,0.02,0.02,0.20588235294117646,0.13827160493827162,102
1357.T,3,0.8,1.5,1.0,0.02,0.05,0.1956521739130435,0.12972972972972974,92
1357.T,3,0.8,1.5,1.0,0.05,0.02,0.19791666666666666,0.1316017316017316,96
1357.T,3,0.8,1.5,1.0,0.05,0.05,0.19540229885057472,0.12952380952380954,87
1357.T,3,0.8,2.0,0.6,0.02,0.02,0.27927927927927926,0.1569620253164557,111
1357.T,3,0.8,2.0,0.6,0.02,0.05,0.28,0.15774647887323945,100
1357.T,3,0.8,2.0,0.6,0.05,0.02,0.2761904761904762,0.15466666666666667,105
1357.T,3,0.8,2.0,0.6,0.05,0.05,0.28421052631578947,0.16119402985074627,95
1357.T,3,0.8,2.0,0.8,0.02,0.02,0.27522935779816515,0.15384615384615385,109
1357.T,3,0.8,2.0,0.8,0.02,0.05,0.2755102040816326,0.1542857142857143,98
1357.T,3,0.8,2.0,0.8,0.05,0.02,0.27184466019417475,0.15135135135135136,103
1357.T,3,0.8,2.0,0.8,0.05,0.05,0.27956989247311825,0.1575757575757576,93
1357.T,3,0.8,2.0,1.0,0.02,0.02,0.29411764705882354,0.16901408450704225,102
1357.T,3,0.8,2.0,1.0,0.02,0.05,0.29347826086956524,0.16875,92
1357.T,3,0.8,2.0,1.0,0.05,0.02,0.2916666666666667,0.16716417910447762,96
1357.T,3,0.8,2.0,1.0,0.05,0.05,0.2988505747126437,0.17333333333333334,87
1357.T,3,1.0,1.5,0.6,0.02,0.02,0.1981981981981982,0.1647940074906367,111
1357.T,3,1.0,1.5,0.6,0.02,0.05,0.19,0.15637860082304528,100
1357.T,3,1.0,1.5,0.6,0.05,0.02,0.19047619047619047,0.1568627450980392,105
1357.T,3,1.0,1.5,0.6,0.05,0.05,0.18947368421052632,0.15584415584415584,95
1357.T,3,1.0,1.5,0.8,0.02,0.02,0.1926605504587156,0.1590909090909091,109
1357.T,3,1.0,1.5,0.8,0.02,0.05,0.1836734693877551,0.15,98
1357.T,3,1.0,1.5,0.8,0.05,0.02,0.18446601941747573,0.15079365079365079,103
1357.T,3,1.0,1.5,0.8,0.05,0.05,0.1827956989247312,0.14912280701754385,93
1357.T,3,1.0,1.5,1.0,0.02,0.02,0.20588235294117646,0.1728395061728395,102
1357.T,3,1.0,1.5,1.0,0.02,0.05,0.1956521739130435,0.16216216216216217,92
1357.T,3,1.0,1.5,1.0,0.05,0.02,0.19791666666666666,0.1645021645021645,96
1357.T,3,1.0,1.5,1.0,0.05,0.05,0.19540229885057472,0.1619047619047619,87
1357.T,3,1.0,2.0,0.6,0.02,0.02,0.27927927927927926,0.1962025316455696,111
1357.T,3,1.0,2.0,0.6,0.02,0.05,0.28,0.19718309859154928,100
1357.T,3,1.0,2.0,0.6,0.05,0.02,0.2761904761904762,0.19333333333333333,105
1357.T,3,1.0,2.0,0.6,0.05,0.05,0.28421052631578947,0.20149253731343283,95
1357.T,3,1.0,2.0,0.8,0.02,0.02,0.27522935779816515,0.19230769230769232,109
1357.T,3,1.0,2.0,0.8,0.02,0.05,0.2755102040816326,0.19285714285714287,98
1357.T,3,1.0,2.0,0.8,0.05,0.02,0.27184466019417475,0.1891891891891892,103
1357.T,3,1.0,2.0,0.8,0.05,0.05,0.27956989247311825,0.19696969696969696,93
1357.T,3,1.0,2.0,1.0,0.02,0.02,0.29411764705882354,0.2112676056338028,102
1357.T,3,1.0,2.0,1.0,0.02,0.05,0.29347826086956524,0.2109375,92
1357.T,3,1.0,2.0,1.0,0.05,0.02,0.2916666666666667,0.208955223880597,96
1357.T,3,1.0,2.0,1.0,0.05,0.05,0.2988505747126437,0.21666666666666667,87
1357.T,3,1.2,1.5,0.6,0.02,0.02,0.1891891891891892,0.1887640449438202,111
1357.T,3,1.2,1.5,0.6,0.02,0.05,0.18,0.17777777777777776,100
1357.T,3,1.2,1.5,0.6,0.05,0.02,0.18095238095238095,0.17882352941176471,105
1357.T,3,1.2,1.5,0.6,0.05,0.05,0.17894736842105263,0.1766233766233766,95
1357.T,3,1.2,1.5,0.8,0.02,0.02,0.1834862385321101,0.18181818181818182,109
1357.T,3,1.2,1.5,0.8,0.02,0.05,0.17346938775510204,0.16999999999999998,98
1357.T,3,1.2,1.5,0.8,0.05,0.02,0.17475728155339806,0.1714285714285714,103
1357.T,3,1.2,1.5,0.8,0.05,0.05,0.17204301075268819,0.16842105263157894,93
1357.T,3,1.2,1.5,1.0,0.02,0.02,0.19607843137254902,0.19753086419753085,102
1357.T,3,1.2,1.5,1.0,0.02,0.05,0.18478260869565216,0.18378378378378377,92
1357.T,3,1.2,1.5,1.0,0.05,0.02,0.1875,0.187012987012987,96
1357.T,3,1.2,1.5,1.0,0.05,0.05,0.1839080459770115,0.18285714285714286,87
1357.T,3,1.2,2.0,0.6,0.02,0.02,0.2702702702702703,0.22784810126582278,111
1357.T,3,1.2,2.0,0.6,0.02,0.05,0.27,0.22816901408450704,100
1357.T,3,1.2,2.0,0.6,0.05,0.02,0.26666666666666666,0.224,105
1357.T,3,1.2,2.0,0.6,0.05,0.05,0.2736842105263158,0.23283582089552238,95
1357.T,3,1.2,2.0,0.8,0.02,0.02,0.26605504587155965,0.22307692307692306,109
1357.T,3,1.2,2.0,0.8,0.02,0.05,0.2653061224489796,0.22285714285714286,98
1357.T,3,1.2,2.0,0.8,0.05,0.02,0.2621359223300971,0.2189189189189189,103
1357.T,3,1.2,2.0,0.8,0.05,0.05,0.26881720430107525,0.22727272727272727,93
1357.T,3,1.2,2.0,1.0,0.02,0.02,0.28431372549019607,0.24507042253521125,102
1357.T,3,1.2,2.0,1.0,0.02,0.05,0.2826086956521739,0.24375,92
1357.T,3,1.2,2.0,1.0,0.05,0.02,0.28125,0.2417910447761194,96
1357.T,3,1.2,2.0,1.0,0.05,0.05,0.28735632183908044,0.25,87
1357.T,5,0.8,1.5,0.6,0.02,0.02,0.19090909090909092,0.1258426966292135,110
1357.T,5,0.8,1.5,0.6,0.02,0.05,0.1875,0.12307692307692308,96
1357.T,5,0.8,1.5,0.6,0.05,0.02,0.20588235294117646,0.13827160493827162,102
1357.T,5,0.8,1.5,0.6,0.05,0.05,0.2,0.13333333333333333,90
1357.T,5,0.8,1.5,0.8,0.02,0.02,0.18518518518518517,0.12121212121212122,108
1357.T,5,0.8,1.5,0.8,0.02,0.05,0.18085106382978725,0.11774891774891776,94
1357.T,5,0.8,1.5,0.8,0.05,0.02,0.2,0.13333333333333333,100
1357.T,5,0.8,1.5,0.8,0.05,0.05,0.19318181818181818,0.12769953051643193,88
1357.T,5,0.8,1.5,1.0,0.02,0.02,0.1941747572815534,0.1285140562248996,103
1357.T,5,0.8,1.5,1.0,0.02,0.05,0.18888888888888888,0.12420091324200914,90
1357.T,5,0.8,1.5,1.0,0.05,0.02,0.21052631578947367,0.14222222222222222,95
1357.T,5,0.8,1.5,1.0,0.05,0.05,0.20238095238095238,0.13532338308457714,84
1357.T,5,0.8,2.0,0.6,0.02,0.02,0.2545454545454545,0.13658536585365855,110
1357.T,5,0.8,2.0,0.6,0.02,0.05,0.2604166666666667,0.14084507042253522,96
1357.T,5,0.8,2.0,0.6,0.05,0.02,0.27450980392156865,0.15135135135135136,102
1357.T,5,0.8,2.0,0.6,0.05,0.05,0.2777777777777778,0.15384615384615385,90
1357.T,5,0.8,2.0,0.8,0.02,0.02,0.25,0.13333333333333333,108
1357.T,5,0.8,2.0,0.8,0.02,0.05,0.2553191489361702,0.13714285714285715,94
1357.T,5,0.8,2.0,0.8,0.05,0.02,0.27,0.14794520547945206,100
1357.T,5,0.8,2.0,0.8,0.05,0.05,0.2727272727272727,0.15000000000000002,88
1357.T,5,0.8,2.0,1.0,0.02,0.02,0.2621359223300971,0.14210526315789473,103
1357.T,5,0.8,2.0,1.0,0.02,0.05,0.26666666666666666,0.14545454545454548,90
1357.T,5,0.8,2.0,1.0,0.05,0.02,0.28421052631578947,0.15882352941176472,95
1357.T,5,0.8,2.0,1.0,0.05,0.05,0.2857142857142857,0.16000000000000003,84
1357.T,5,1.0,1.5,0.6,0.02,0.02,0.19090909090909092,0.15730337078651685,110
1357.T,5,1.0,1.5,0.6,0.02,0.05,0.1875,0.15384615384615385,96
1357.T,5,1.0,1.5,0.6,0.05,0.02,0.20588235294117646,0.1728395061728395,102
1357.T,5,1.0,1.5,0.6,0.05,0.05,0.2,0.16666666666666666,90
1357.T,5,1.0,1.5,0.8,0.02,0.02,0.18518518518518517,0.15151515151515152,108
1357.T,5,1.0,1.5,0.8,0.02,0.05,0.18085106382978725,0.1471861471861472,94
1357.T,5,1.0,1.5,0.8,0.05,0.02,0.2,0.16666666666666666,100
1357.T,5,1.0,1.5,0.8,0.05,0.05,0.19318181818181818,0.1596244131455399,88
1357.T,5,1.0,1.5,1.0,0.02,0.02,0.1941747572815534,0.1606425702811245,103
1357.T,5,1.0,1.5,1.0,0.02,0.05,0.18888888888888888,0.1552511415525114,90
1357.T,5,1.0,1.5,1.0,0.05,0.02,0.21052631578947367,0.17777777777777778,95
1357.T,5,1.0,1.5,1.0,0.05,0.05,0.20238095238095238,0.1691542288557214,84
1357.T,5,1.0,2.0,0.6,0.02,0.02,0.2545454545454545,0.17073170731707318,110
1357.T,5,1.0,2.0,0.6,0.02,0.05,0.2604166666666667,0.176056338028169,96
1357.T,5,1.0,2.0,0.6,0.05,0.02,0.27450980392156865,0.1891891891891892,102
1357.T,5,1.0,2.0,0.6,0.05,0.05,0.2777777777777778,0.19230769230769232,90
1357.T,5,1.0,2.0,0.8,0.02,0.02,0.25,0.16666666666666666,108
1357.T,5,1.0,2.0,0.8,0.02,0.05,0.2553191489361702,0.17142857142857143,94
1357.T,5,1.0,2.0,0.8,0.05,0.02,0.27,0.18493150684931506,100
1357.T,5,1.0,2.0,0.8,0.05,0.05,0.2727272727272727,0.1875,88
1357.T,5,1.0,2.0,1.0,0.02,0.02,0.2621359223300971,0.17763157894736842,103
1357.T,5,1.0,2.0,1.0,0.02,0.05,0.26666666666666666,0.18181818181818182,90
1357.T,5,1.0,2.0,1.0,0.05,0.02,0.28421052631578947,0.19852941176470587,95
1357.T,5,1.0,2.0,1.0,0.05,0.05,0.2857142857142857,0.2,84
1357.T,5,1.2,1.5,0.6,0.02,0.02,0.18181818181818182,0.1797752808988764,110
1357.T,5,1.2,1.5,0.6,0.02,0.05,0.17708333333333334,0.17435897435897435,96
1357.T,5,1.2,1.5,0.6,0.05,0.02,0.19607843137254902,0.19753086419753085,102
1357.T,5,1.2,1.5,0.6,0.05,0.05,0.18888888888888888,0.18888888888888888,90
1357.T,5,1.2,1.5,0.8,0.02,0.02,0.17592592592592593,0.17272727272727273,108
1357.T,5,1.2,1.5,0.8,0.02,0.05,0.1702127659574468,0.16623376623376623,94
1357.T,5,1.2,1.5,0.8,0.05,0.02,0.19,0.19,100
1357.T,5,1.2,1.5,0.8,0.05,0.05,0.18181818181818182,0.18028169014084505,88
1357.T,5,1.2,1.5,1.0,0.02,0.02,0.18446601941747573,0.18313253012048195,103
1357.T,5,1.2,1.5,1.0,0.02,0.05,0.17777777777777778,0.17534246575342466,90
1357.T,5,1.2,1.5,1.0,0.05,0.02,0.2,0.20266666666666666,95
1357.T,5,1.2,1.5,1.0,0.05,0.05,0.19047619047619047,0.191044776119403,84
1357.T,5,1.2,2.0,0.6,0.02,0.02,0.24545454545454545,0.19756097560975608,110
1357.T,5,1.2,2.0,0.6,0.02,0.05,0.25,0.20281690140845068,96
1357.T,5,1.2,2.0,0.6,0.05,0.02,0.2647058823529412,0.2189189189189189,102
1357.T,5,1.2,2.0,0.6,0.05,0.05,0.26666666666666666,0.22153846153846152,90
1357.T,5,1.2,2.0,0.8,0.02,0.02,0.24074074074074073,0.1925925925925926,108
1357.T,5,1.2,2.0,0.8,0.02,0.05,0.24468085106382978,0.19714285714285712,94
1357.T,5,1.2,2.0,0.8,0.05,0.02,0.26,0.21369863013698628,100
1357.T,5,1.2,2.0,0.8,0.05,0.05,0.26136363636363635,0.21562499999999998,88
1357.T,5,1.2,2.0,1.0,0.02,0.02,0.2524271844660194,0.20526315789473684,103
1357.T,5,1.2,2.0,1.0,0.02,0.05,0.25555555555555554,0.20909090909090908,90
1357.T,5,1.2,2.0,1.0,0.05,0.02,0.2736842105263158,0.22941176470588234,95
1357.T,5,1.2,2.0,1.0,0.05,0.05,0.27380952380952384,0.22999999999999998,84
1360.T,1,0.8,1.5,0.6,0.02,0.02,0.20192307692307693,0.13658536585365855,104
1360.T,1,0.8,1.5,0.6,0.02,0.05,0.19801980198019803,0.13333333333333333,101
1360.T,1,0.8,1.5,0.6,0.05,0.02,0.21348314606741572,0.1468599033816425,89
1360.T,1,0.8,1.5,0.6,0.05,0.05,0.21839080459770116,0.15124378109452738,87
1360.T,1,0.8,1.5,0.8,0.02,0.02,0.2079207920792079,0.14177215189873418,101
1360.T,1,0.8,1.5,0.8,0.02,0.05,0.20408163265306123,0.13852813852813853,98
1360.T,1,0.8,1.5,0.8,0.05,0.02,0.22093023255813954,0.15353535353535355,86
1360.T,1,0.8,1.5,0.8,0.05,0.05,0.2261904761904762,0.15833333333333335,84
1360.T,1,0.8,1.5,1.0,0.02,0.02,0.21,0.1435897435897436,100
1360.T,1,0.8,1.5,1.0,0.02,0.05,0.20618556701030927,0.14035087719298245,97
1360.T,1,0.8,1.5,1.0,0.05,0.02,0.2235294117647059,0.1558974358974359,85
1360.T,1,0.8,1.5,1.0,0.05,0.05,0.2289156626506024,0.16084656084656085,83
1360.T,1,0.8,2.0,0.6,0.02,0.02,0.27884615384615385,0.15675675675675677,104
1360.T,1,0.8,2.0,0.6,0.02,0.05,0.27722772277227725,0.15555555555555556,101
