mode,signal_mode,session,code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_wins,train_losses,train_flats,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total,forward_wins,forward_losses,forward_flats,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total,forward_win_ci_low,forward_win_ci_high,forward_exp_boot_mean,forward_exp_boot_low,forward_exp_boot_high
coarse,j-only,AM10,215A.T,5,1.2,1.0,0.4,0.0,0.0,0,7,11,0,18,0.3888888888888889,0.5302600787534024,0.5302600787534023,-16.59480562066029,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,2801.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,2726.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,2432.T,3,1.2,2.0,0.4,0.0,0.0,0,13,0,0,13,1.0,999.0,999.0,18.656856638897732,0,1,3,2,0,5,0.6,0.2850058983540307,0.2850058983540306,-8.028870610378274,0,1,0.23071993220883708,0.8823817688407467,-8.028870610378275,-8.028870610378274,-8.028870610378274
coarse,j-only,AM10,2768.T,5,1.2,2.0,0.4,0.0,0.0,0,8,0,0,8,1.0,999.0,999.0,11.48100902717772,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,2502.T,5,1.5,1.0,0.6,0.0,0.0,0,2,1,0,3,0.6666666666666666,2.5795289104842327,2.5795289104842323,11.784537230508903,0,1,0,2,0,2,0.0,0.0,0.0,-27.322982823801347,0,1,0.0,0.6576280471103807,-27.322982823801347,-27.322982823801347,-27.322982823801347
coarse,j-only,AM10,3003.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,290A.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3092.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3088.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3086.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3141.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3231.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,314A.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3289.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,2897.T,3,1.2,1.0,0.4,0.0,0.0,0,1,6,0,7,0.14285714285714285,0.06059755294256541,0.0605975529425654,-22.901878474120164,0,1,2,1,0,3,0.6666666666666666,1.3044830520587736,1.3044830520587734,2.4745517196336215,0,1,0.2076549551264879,0.9385096847238394,2.474551719633621,2.4745517196336215,2.4745517196336215
coarse,j-only,AM10,3349.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3064.T,1,1.2,1.5,0.6,0.0,0.0,0,2,0,0,2,1.0,999.0,999.0,30.676476321871352,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3038.T,5,1.2,1.0,0.4,0.0,0.0,0,1,0,0,1,1.0,999.0,999.0,19.583694081372972,0,1,6,2,0,8,0.75,2.696970024031167,2.696970024031167,11.82680854368196,0,1,0.40926987910258916,0.9285223111419724,11.826808543681961,11.82680854368196,11.82680854368196
coarse,j-only,AM10,2802.T,5,1.5,1.5,0.4,0.0,0.0,0,15,3,0,18,0.8333333333333334,3.635620063698841,3.6356200636988416,15.635367907813098,0,1,4,4,0,8,0.5,0.40121961841195947,0.40121961841195947,-8.971919964486819,0,1,0.21521252682444186,0.7847874731755582,-8.971919964486817,-8.971919964486819,-8.971919964486819
coarse,j-only,AM10,285A.T,5,1.2,1.0,0.4,0.0,0.0,0,8,0,0,8,1.0,999.0,999.0,109.46424844169246,0,1,3,2,0,5,0.6,1.5161445383950336,1.5161445383950336,11.438941643039545,0,1,0.23071993220883708,0.8823817688407467,11.438941643039543,11.438941643039545,11.438941643039545
coarse,j-only,AM10,3099.T,3,1.2,1.0,1.0,0.0,0.0,0,6,0,0,6,1.0,999.0,999.0,15.248145518993182,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,2914.T,5,1.2,1.0,1.0,0.0,0.0,0,4,0,0,4,1.0,999.0,999.0,5.602493213180416,0,1,1,4,0,5,0.2,0.003680426861642961,0.003680426861642961,-5.662204455307661,0,1,0.03622316096978745,0.6244717358814613,-5.66220445530766,-5.662204455307661,-5.662204455307661
coarse,j-only,AM10,3370.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3391.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3405.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3407.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3635.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3647.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3687.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3402.T,1,1.2,1.5,0.4,0.0,0.0,0,2,0,0,2,1.0,999.0,999.0,10.018948877578026,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3774.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3861.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3923.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3935.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3350.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3382.T,5,1.5,1.5,0.4,0.0,0.0,0,10,14,0,24,0.4166666666666667,0.22924142462876293,0.22924142462876296,-16.15954084721317,0,1,1,11,0,12,0.08333333333333333,0.07143251576474681,0.07143251576474681,-34.756467990540045,0,1,0.014864709450773478,0.35388592179859524,-34.75646799054004,-34.756467990540045,-34.756467990540045
coarse,j-only,AM10,4042.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4043.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,402A.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,3692.T,3,1.5,1.0,0.4,0.0,0.0,0,4,3,0,7,0.5714285714285714,0.6275048148634886,0.6275048148634885,-39.838853234691946,0,1,0,4,0,4,0.0,0.0,0.0,-115.91484817689906,0,1,0.0,0.48990002040399916,-115.91484817689908,-115.91484817689906,-115.91484817689906
coarse,j-only,AM10,3697.T,1,1.2,2.0,0.4,0.0,0.0,0,16,6,0,22,0.7272727272727273,1.171332831966975,1.171332831966975,3.4084651437269256,0,1,0,5,0,5,0.0,0.0,0.0,-82.55791595736923,0,1,0.0,0.43449149475208104,-82.55791595736923,-82.55791595736923,-82.55791595736923
coarse,j-only,AM10,3563.T,1,1.2,2.0,0.4,0.0,0.0,0,8,8,0,16,0.5,0.25808562227412885,0.25808562227412885,-28.6210232785451,0,1,4,8,0,12,0.3333333333333333,0.15976901735923937,0.15976901735923932,-54.858912046605205,0,1,0.13811783989736134,0.609382412602386,-54.858912046605205,-54.858912046605205,-54.858912046605205
coarse,j-only,AM10,3436.T,1,1.2,1.0,0.4,0.0,0.0,0,0,9,0,9,0.0,0.0,0.0,-57.35544756094818,0,1,0,6,0,6,0.0,0.0,0.0,-46.3411565837983,0,1,0.0,0.3903430336530645,-46.3411565837983,-46.3411565837983,-46.3411565837983
coarse,j-only,AM10,4005.T,5,1.2,1.0,0.8,0.0,0.0,0,1,0,0,1,1.0,999.0,999.0,18.01277465249464,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4176.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4182.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4088.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4004.T,1,1.5,1.0,0.4,0.0,0.0,0,1,12,0,13,0.07692307692307693,0.07173928687790349,0.0717392868779035,-40.87521979372568,0,1,2,1,0,3,0.6666666666666666,1.3309529923585335,1.3309529923585333,5.141910583979684,0,1,0.2076549551264879,0.9385096847238394,5.141910583979684,5.141910583979684,5.141910583979684
coarse,j-only,AM10,3905.T,3,1.2,1.5,0.4,0.0,0.0,0,3,5,0,8,0.375,0.47516520698636744,0.47516520698636744,-42.48335113678979,0,1,2,1,0,3,0.6666666666666666,1.1754511209762348,1.1754511209762346,13.403355947375521,0,1,0.2076549551264879,0.9385096847238394,13.403355947375518,13.403355947375521,13.403355947375521
coarse,j-only,AM10,423A.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4443.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4188.T,5,1.5,1.0,0.6,0.0,0.0,0,1,1,0,2,0.5,0.5746606925932671,0.5746606925932671,-4.747172218223255,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4204.T,5,1.2,2.0,0.4,0.0,0.0,0,4,0,0,4,1.0,999.0,999.0,13.69208950077913,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4446.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4062.T,3,1.2,2.0,0.4,0.0,0.0,0,13,10,0,23,0.5652173913043478,0.6353956048399786,0.6353956048399785,-14.572804348196534,0,1,3,3,0,6,0.5,0.5528075909789473,0.5528075909789474,-25.855319685460092,0,1,0.18761280689940868,0.8123871931005913,-25.855319685460096,-25.855319685460092,-25.855319685460092
coarse,j-only,AM10,4307.T,5,1.2,1.0,0.4,0.0,0.0,0,0,2,0,2,0.0,0.0,0.0,-32.20217199582479,0,1,3,0,0,3,1.0,999.0,999.0,10.491419509613417,0,1,0.43849391955098227,1.0,10.491419509613417,10.491419509613417,10.491419509613417
coarse,j-only,AM10,4507.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4063.T,1,1.2,1.0,0.4,0.0,0.0,0,4,10,0,14,0.2857142857142857,0.3079842833088649,0.30798428330886485,-12.681739368685024,0,1,1,3,0,4,0.25,0.272594849848527,0.272594849848527,-11.946476197119065,0,1,0.045586062644636216,0.6993639475573634,-11.946476197119066,-11.946476197119065,-11.946476197119065
coarse,j-only,AM10,4385.T,3,1.2,2.0,0.8,0.0,0.0,0,4,0,0,4,1.0,999.0,999.0,32.06969411189655,0,1,0,1,0,1,0.0,0.0,0.0,-48.54617353217997,0,1,0.0,0.7934567085261071,-48.54617353217998,-48.54617353217997,-48.54617353217997
coarse,j-only,AM10,4528.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4452.T,1,1.5,2.0,0.4,0.0,0.0,0,13,13,0,26,0.5,0.3834249672447975,0.3834249672447975,-8.813113928666024,0,1,3,2,0,5,0.6,0.9142703542310159,0.9142703542310157,-0.8139081961295116,0,1,0.23071993220883708,0.8823817688407467,-0.8139081961295115,-0.8139081961295116,-0.8139081961295116
coarse,j-only,AM10,4571.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
coarse,j-only,AM10,4587.T,1,1.2,1.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
