code,mode,signal_mode,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total
1321.T,coarse,j-cross,1,1.2,1.5,0.4,0.0,0.0,0,28,0.5,0.535456278848755,0.5354562788487551,-4.749290613981294,0,1
1357.T,coarse,j-cross,1,1.5,1.0,0.6,0.0,0.0,0,19,0.3157894736842105,0.345246560230871,0.34524656023087097,-16.193525506457817,0,1
1360.T,coarse,j-cross,1,1.2,1.5,0.4,0.0,0.0,0,28,0.5714285714285714,0.949672910178886,0.9496729101788858,-0.9100606617402072,0,1
1458.T,coarse,j-cross,1,1.5,1.0,0.4,0.0,0.0,0,26,0.4230769230769231,0.6110192865889291,0.6110192865889291,-7.526166381402226,0,1
1540.T,coarse,j-cross,3,1.5,2.0,0.6,0.0,0.0,0,20,0.4,0.3424864415179352,0.3424864415179352,-19.864685503426095,0,1
1541.T,coarse,j-cross,1,1.2,1.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
1542.T,coarse,j-cross,3,1.5,1.0,0.4,0.0,0.0,0,3,0.6666666666666666,2.2122753858951723,2.212275385895172,32.31968943606664,0,1
1570.T,coarse,j-cross,1,1.5,1.0,0.6,0.0,0.0,0,20,0.5,0.838084391216591,0.838084391216591,-3.202236467726891,0,1
1579.T,coarse,j-cross,1,1.2,1.0,0.4,0.0,0.0,0,24,0.375,0.5280344732715081,0.5280344732715081,-9.662052907733175,0,1
1605.T,coarse,j-cross,1,1.5,2.0,0.4,0.0,0.0,0,26,0.5,0.4443912428597561,0.4443912428597561,-11.97923060333923,0,1
1802.T,coarse,j-cross,1,1.2,1.0,0.6,0.0,0.0,0,2,1.0,999.0,999.0,10.328467812321305,0,1
1812.T,coarse,j-cross,1,1.2,1.0,0.8,0.0,0.0,0,8,0.375,0.585273359263568,0.585273359263568,-6.834456912767125,0,1
186A.T,coarse,j-cross,1,1.5,1.0,0.6,0.0,0.0,0,4,0.5,1.0948290390425375,1.0948290390425375,6.2791675513161245,0,1
1911.T,coarse,j-cross,1,1.2,1.0,0.8,0.0,0.0,0,2,1.0,999.0,999.0,22.273348798573878,0,1
1925.T,coarse,j-cross,3,1.2,1.0,0.6,0.0,0.0,0,2,1.0,999.0,999.0,16.89133565932514,0,1
1928.T,coarse,j-cross,5,1.2,2.0,1.0,0.0,0.0,0,2,1.0,999.0,999.0,10.886408580607185,0,1
1942.T,coarse,j-cross,1,1.2,1.0,0.6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2036.T,coarse,j-cross,5,1.5,1.0,0.4,0.0,0.0,0,4,0.5,1.8651841286365953,1.8651841286365953,33.33220876087769,0,1
215A.T,coarse,j-cross,5,1.2,1.0,0.6,0.0,0.0,0,15,0.5333333333333333,0.8468427047843514,0.8468427047843514,-4.141108751173252,0,1
2160.T,coarse,j-cross,1,1.2,1.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
218A.T,coarse,j-cross,1,1.2,1.0,0.8,0.0,0.0,0,1,1.0,999.0,999.0,52.0858369098719,0,1
219A.T,coarse,j-cross,1,1.5,1.0,0.6,0.0,0.0,0,9,0.3333333333333333,0.6236928946099941,0.623692894609994,-26.462552123772713,0,1
2267.T,coarse,j-cross,3,1.2,1.0,0.8,0.0,0.0,0,5,0.0,0.0,0.0,-19.984444344161634,0,1
2269.T,coarse,j-cross,1,1.2,1.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2413.T,coarse,j-cross,1,1.5,2.0,0.6,0.0,0.0,0,20,0.8,1.964026899171273,1.9640268991712737,19.859174326860312,0,1
2432.T,coarse,j-cross,1,1.5,1.0,0.4,0.0,0.0,0,8,0.375,0.5238116856795719,0.5238116856795719,-10.851415934085502,0,1
247A.T,coarse,j-cross,5,1.5,1.0,0.4,0.0,0.0,0,4,0.25,0.45543568070220086,0.45543568070220086,-36.607272122576035,0,1
2502.T,coarse,j-cross,1,1.2,1.0,0.4,0.0,0.0,0,24,0.5833333333333334,1.2819425165108183,1.2819425165108183,2.2815834811302955,0,1
2503.T,coarse,j-cross,1,1.2,1.0,0.8,0.0,0.0,0,2,1.0,999.0,999.0,10.74074255535666,0,1
2670.T,coarse,j-cross,1,1.2,1.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2726.T,coarse,j-cross,1,1.2,1.0,0.4,0.0,0.0,0,1,1.0,999.0,999.0,123.2670920692807,0,1
2768.T,coarse,j-cross,5,1.2,1.5,0.6,0.0,0.0,0,7,1.0,999.0,999.0,9.906036679328171,0,1
2802.T,coarse,j-cross,5,1.5,1.5,0.4,0.0,0.0,0,22,0.7272727272727273,1.9126687009541783,1.9126687009541785,9.683035231768871,0,1
285A.T,coarse,j-cross,1,1.5,1.5,0.6,0.0,0.0,0,17,0.7058823529411765,1.7494410025025495,1.74944100250255,29.601632646014984,0,1
