code,mode,signal_mode,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total
1321.T,coarse,j-cross,10,0.8,2.441378359002343,2.4413783590023437,4.359635143803154,1,1
1357.T,coarse,j-cross,6,0.8333333333333334,5.660668632032094,5.6606686320320945,27.650367183210495,1,1
1360.T,coarse,j-cross,10,0.9,2.184477133914101,2.1844771339141014,11.448265707820974,1,1
1458.T,coarse,j-cross,10,0.5,1.3156447741567374,1.3156447741567374,5.060514359237938,1,1
1540.T,coarse,j-cross,5,0.8,1.211210650452948,1.2112106504529483,1.912544552543439,1,1
1541.T,coarse,j-cross,0,0.0,0.0,0.0,0.0,0,1
1542.T,coarse,j-cross,3,1.0,999.0,999.0,128.22683377851794,0,1
1570.T,coarse,j-cross,7,0.5714285714285714,1.5424923606680183,1.542492360668018,7.827134790971941,1,1
1579.T,coarse,j-cross,10,0.9,6.333722158587007,6.333722158587009,19.13119418876812,1,1
1605.T,coarse,j-cross,7,0.2857142857142857,0.27899832902208177,0.2789983290220817,-23.45751378722083,0,1
1802.T,coarse,j-cross,0,0.0,0.0,0.0,0.0,0,1
1812.T,coarse,j-cross,0,0.0,0.0,0.0,0.0,0,1
186A.T,coarse,j-cross,6,0.5,1.1620211862035126,1.1620211862035126,9.9041020292032,1,1
1911.T,coarse,j-cross,0,0.0,0.0,0.0,0.0,0,1
1925.T,coarse,j-cross,4,0.0,0.0,0.0,-20.746623598904435,0,1
1928.T,coarse,j-cross,0,0.0,0.0,0.0,0.0,0,1
1942.T,coarse,j-cross,6,0.16666666666666666,0.07651855627176517,0.07651855627176517,-39.73040776489092,0,1
2036.T,coarse,j-cross,5,0.8,4.363704792667303,4.363704792667304,22.757276790007506,1,1
215A.T,coarse,j-cross,3,0.0,0.0,0.0,-76.47476023355719,0,1
2160.T,coarse,j-cross,2,0.0,0.0,0.0,-34.996844816039655,0,1
218A.T,coarse,j-cross,2,0.5,1.3414283361611288,1.3414283361611288,12.591633274789658,0,1
219A.T,coarse,j-cross,0,0.0,0.0,0.0,0.0,0,1
2267.T,coarse,j-cross,0,0.0,0.0,0.0,0.0,0,1
2269.T,coarse,j-cross,4,1.0,999.0,999.0,3.002036304989711,0,1
2413.T,coarse,j-cross,3,0.6666666666666666,1.1653068554081232,1.1653068554081227,5.103224950359222,0,1
2432.T,coarse,j-cross,4,0.75,2.5799104467043676,2.579910446704367,8.23774176346777,0,1
247A.T,coarse,j-cross,3,0.6666666666666666,2.4751889036297063,2.4751889036297063,45.16326423201125,0,1
2502.T,coarse,j-cross,8,0.625,0.3074125947996776,0.3074125947996776,-8.04202597140849,0,1
2503.T,coarse,j-cross,0,0.0,0.0,0.0,0.0,0,1
