ticker,rows,status
8729.T,2506,OK
6740.T,4351,OK
9432.T,6339,OK
9501.T,6326,OK
9434.T,6340,OK
5016.T,6337,OK
8306.T,6286,OK
8136.T,6330,OK
7013.T,6317,OK
7201.T,6325,OK
7011.T,6314,OK
7203.T,6336,OK
5401.T,6330,OK
4689.T,6341,OK
7267.T,6333,OK
4568.T,6335,OK
6758.T,6330,OK
4005.T,6345,OK
6526.T,6334,OK
9984.T,6326,OK
4755.T,6344,OK
3436.T,6314,OK
6525.T,6336,OK
8316.T,6335,OK
6723.T,6342,OK
6315.T,6328,OK
6501.T,6330,OK
8750.T,6341,OK
6857.T,6338,OK
2181.T,6236,OK
7532.T,6321,OK
9433.T,6338,OK
6920.T,6340,OK
7261.T,6325,OK
4506.T,6332,OK
5020.T,6281,OK
2502.T,6327,OK
6762.T,6333,OK
8035.T,6335,OK
3382.T,6245,OK
8801.T,6311,OK
8058.T,6331,OK
8604.T,6318,OK
8411.T,6338,OK
4503.T,6333,OK
6981.T,6329,OK
8308.T,6331,OK
7269.T,6314,OK
6752.T,6338,OK
7211.T,6332,OK
4063.T,6314,OK
5803.T,6333,OK
7205.T,6243,OK
8410.T,6258,OK
3697.T,6337,OK
6146.T,6340,OK
3656.T,5449,OK
7182.T,6323,OK
8267.T,6341,OK
6702.T,6318,OK
4612.T,6154,OK
7453.T,6338,OK
4543.T,6322,OK
6902.T,6325,OK
7272.T,6282,OK
8031.T,6323,OK
6178.T,6310,OK
7974.T,6323,OK
6594.T,6335,OK
8766.T,6340,OK
3402.T,6336,OK
9503.T,6332,OK
5801.T,6339,OK
6326.T,6328,OK
8113.T,6341,OK
4188.T,6338,OK
9509.T,6344,OK
6971.T,6315,OK
6503.T,6332,OK
2413.T,6317,OK
8601.T,6256,OK
8002.T,6239,OK
8233.T,6299,OK
4519.T,6332,OK
7733.T,6289,OK
9504.T,6310,OK
6361.T,6303,OK
4502.T,6241,OK
2801.T,6260,OK
1605.T,6333,OK
6098.T,6254,OK
7270.T,6203,OK
6701.T,6315,OK
3231.T,6331,OK
8697.T,6292,OK
6963.T,6334,OK
3315.T,2879,OK
3861.T,6346,OK
5713.T,6323,OK
8802.T,6310,OK
7012.T,6324,OK
7751.T,6309,OK
8725.T,6315,OK
9107.T,6331,OK
2914.T,6213,OK
4901.T,6310,OK
9843.T,6144,OK
6869.T,6229,OK
4446.T,1999,OK
3092.T,6214,OK
9101.T,6322,OK
4661.T,6342,OK
6954.T,6314,OK
7936.T,6252,OK
5076.T,6099,OK
8593.T,6246,OK
3064.T,6297,OK
8473.T,6275,OK
3407.T,6223,OK
8331.T,6261,OK
4751.T,6307,OK
8591.T,6225,OK
5802.T,6335,OK
4004.T,6306,OK
5411.T,6300,OK
6323.T,6272,OK
7762.T,5845,OK
3853.T,6297,OK
9506.T,6177,OK
3099.T,6327,OK
7731.T,6227,OK
7186.T,6257,OK
6472.T,6257,OK
5019.T,6281,OK
4507.T,6279,OK
7202.T,6299,OK
8524.T,5040,OK
8309.T,6305,OK
8848.T,4875,OK
4385.T,6328,OK
2897.T,6290,OK
2802.T,6284,OK
9020.T,6259,OK
7259.T,6280,OK
5726.T,6262,OK
9104.T,6323,OK
2503.T,6290,OK
6506.T,6219,OK
9022.T,6255,OK
9831.T,6238,OK
7003.T,6222,OK
7832.T,6299,OK
8515.T,3833,OK
8001.T,6325,OK
3289.T,6204,OK
2267.T,6263,OK
4528.T,6276,OK
1802.T,6311,OK
1803.T,6322,OK
6871.T,5931,OK
8053.T,6312,OK
7167.T,6332,OK
5991.T,6006,OK
8630.T,6296,OK
8015.T,6283,OK
9697.T,6305,OK
9502.T,6271,OK
6976.T,6274,OK
6988.T,6265,OK
6965.T,6286,OK
7752.T,6209,OK
6301.T,6309,OK
3110.T,5848,OK
9202.T,6275,OK
3003.T,6144,OK
5706.T,6307,OK
5535.T,4686,OK
9424.T,3519,OK
1911.T,6321,OK
4911.T,6323,OK
7735.T,6303,OK
9508.T,6222,OK
9023.T,6260,OK
4902.T,6319,OK
8795.T,6223,OK
8698.T,5294,OK
9201.T,6193,OK
4704.T,6079,OK
1861.T,4326,OK
4452.T,6226,OK
2127.T,6278,OK
9021.T,6152,OK
5406.T,6218,OK
9009.T,6042,OK
4062.T,6315,OK
3038.T,6226,OK
5108.T,6221,OK
7951.T,5996,OK
