ticker,rows,status
8729.T,3150,OK
6740.T,4247,OK
9432.T,6018,OK
9501.T,6006,OK
9434.T,6019,OK
5016.T,6018,OK
8306.T,5968,OK
8136.T,6008,OK
7013.T,5998,OK
7201.T,6004,OK
7011.T,5993,OK
7203.T,6016,OK
5401.T,6010,OK
4689.T,6020,OK
7267.T,6011,OK
4568.T,6016,OK
6758.T,6009,OK
4005.T,6024,OK
6526.T,6011,OK
9984.T,6005,OK
4755.T,6022,OK
3436.T,5999,OK
6525.T,6016,OK
8316.T,6013,OK
6723.T,6022,OK
6315.T,6018,OK
6501.T,6008,OK
8750.T,6023,OK
6857.T,6016,OK
2181.T,5909,OK
7532.T,6003,OK
9433.T,6016,OK
6920.T,6018,OK
7261.T,6001,OK
4506.T,6011,OK
5020.T,5961,OK
2502.T,6009,OK
6762.T,6013,OK
8035.T,6015,OK
3382.T,5927,OK
8801.T,5994,OK
8058.T,6010,OK
8604.T,5995,OK
8411.T,6018,OK
4503.T,6013,OK
6981.T,6008,OK
8308.T,6011,OK
7269.T,5992,OK
6752.T,6019,OK
7211.T,6011,OK
4063.T,5993,OK
5803.T,6014,OK
7205.T,5932,OK
8410.T,5939,OK
3697.T,6017,OK
6146.T,6018,OK
3656.T,5074,OK
7182.T,5999,OK
8267.T,6019,OK
6702.T,5997,OK
4612.T,5849,OK
7453.T,6016,OK
4543.T,6004,OK
6902.T,6006,OK
7272.T,5966,OK
8031.T,6002,OK
6178.T,5992,OK
7974.T,6002,OK
6594.T,6014,OK
8766.T,6019,OK
3402.T,6015,OK
9503.T,6009,OK
5801.T,6020,OK
6326.T,6008,OK
8113.T,6020,OK
4188.T,6016,OK
9509.T,6024,OK
6971.T,5992,OK
6503.T,6010,OK
2413.T,5994,OK
8601.T,5947,OK
8002.T,5921,OK
8233.T,6004,OK
4519.T,6013,OK
7733.T,5968,OK
9504.T,5987,OK
6361.T,5991,OK
4502.T,5922,OK
2801.T,5940,OK
1605.T,6013,OK
6098.T,5933,OK
7270.T,5880,OK
6701.T,5995,OK
3231.T,6007,OK
8697.T,5976,OK
6963.T,6011,OK
3315.T,2754,OK
3861.T,6025,OK
5713.T,6005,OK
8802.T,5985,OK
7012.T,6003,OK
7751.T,5987,OK
8725.T,5997,OK
9107.T,6009,OK
2914.T,5896,OK
4901.T,5990,OK
9843.T,5860,OK
6869.T,5919,OK
4446.T,2421,OK
3092.T,5879,OK
9101.T,5998,OK
4661.T,6022,OK
6954.T,6002,OK
7936.T,5931,OK
5076.T,5817,OK
8593.T,5923,OK
3064.T,5975,OK
8473.T,5956,OK
3407.T,5901,OK
8331.T,5951,OK
4751.T,5992,OK
8591.T,5904,OK
5802.T,6013,OK
4004.T,5995,OK
5411.T,5980,OK
6323.T,5956,OK
7762.T,5427,OK
3853.T,5971,OK
9506.T,5860,OK
3099.T,6009,OK
7731.T,5905,OK
7186.T,5936,OK
6472.T,5940,OK
5019.T,5962,OK
4507.T,5969,OK
7202.T,5977,OK
8524.T,4741,OK
8309.T,5979,OK
8848.T,4726,OK
4385.T,6008,OK
2897.T,5986,OK
2802.T,5965,OK
9020.T,5937,OK
7259.T,5971,OK
5726.T,5933,OK
9104.T,6003,OK
2503.T,5974,OK
6506.T,5899,OK
9022.T,5938,OK
9831.T,5926,OK
7003.T,5907,OK
7832.T,5975,OK
8515.T,3699,OK
8001.T,6005,OK
3289.T,5889,OK
2267.T,5948,OK
4528.T,5962,OK
1802.T,5989,OK
1803.T,6000,OK
6871.T,5645,OK
8053.T,5986,OK
7167.T,6009,OK
5991.T,5799,OK
8630.T,5979,OK
8015.T,5967,OK
9697.T,5986,OK
9502.T,5946,OK
6976.T,5967,OK
6988.T,5950,OK
6965.T,5969,OK
7752.T,5887,OK
6301.T,5988,OK
3110.T,5533,OK
9202.T,5950,OK
3003.T,5840,OK
5706.T,5989,OK
5535.T,4554,OK
9424.T,3310,OK
1911.T,6000,OK
4911.T,5998,OK
7735.T,5996,OK
9508.T,5899,OK
9023.T,5944,OK
4902.T,5996,OK
8795.T,5903,OK
8698.T,5029,OK
9201.T,5881,OK
4704.T,5753,OK
1861.T,4312,OK
4452.T,5943,OK
2127.T,5967,OK
9021.T,5848,OK
5406.T,5907,OK
9009.T,5700,OK
4062.T,5999,OK
3038.T,5931,OK
5108.T,5910,OK
7951.T,5710,OK
