code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,winrate,pf,trades,PF_eff
3088.T,5,1.2,2.0,0.6,0.05,0.05,0.3140495867768595,0.2780487804878049,242,0.2744059002904862
3092.T,5,1.2,1.5,1.0,0.02,0.05,0.24100719424460432,0.2552380952380952,278,0.25372376438727157
3099.T,1,1.2,1.5,0.6,0.05,0.05,0.21176470588235294,0.21708542713567838,255,0.21466760016548392
3141.T,3,1.2,2.0,0.8,0.05,0.02,0.3356164383561644,0.3078534031413612,292,0.302769613803963
314A.T,1,1.2,1.5,0.6,0.05,0.02,0.26126126126126126,0.28466257668711653,222,0.28258749804982064
3231.T,5,1.2,2.0,0.6,0.05,0.02,0.36466165413533835,0.3464285714285714,266,0.34401150782290635
3289.T,3,1.2,2.0,1.0,0.02,0.05,0.41434262948207173,0.42448979591836733,251,0.4240371878459502
3349.T,5,1.2,2.0,0.6,0.02,0.02,0.2903225806451613,0.2467005076142132,279,0.24519283195812588
3350.T,2,1.2,2.0,0.6,0.02,0.05,0.39914163090128757,0.4102941176470588,233,0.39814645570343304
3370.T,5,1.2,2.0,0.6,0.02,0.05,0.4148936170212766,0.4254545454545454,94,0.42500090872741814
3382.T,5,1.2,2.0,1.0,0.02,0.05,0.391304347826087,0.3857142857142857,276,0.38530302164848346
3391.T,1,1.2,1.5,1.0,0.05,0.05,0.26587301587301587,0.2928961748633879,252,0.2893822393822394
3402.T,5,1.2,2.0,1.0,0.02,0.05,0.37751004016064255,0.36623376623376624,249,0.3634829938992145
3405.T,2,1.2,2.0,0.6,0.02,0.05,0.2829581993569132,0.23677130044843048,311,0.23651884537664758
3407.T,2,1.2,2.0,1.0,0.02,0.05,0.33035714285714285,0.297986577181208,224,0.2956843929095029
3436.T,5,1.2,2.0,1.0,0.05,0.05,0.3786764705882353,0.3678571428571428,272,0.3652905701624676
3563.T,2,1.2,2.0,1.0,0.02,0.05,0.305019305019305,0.264804469273743,259,0.2630525567550758
3635.T,3,1.2,2.0,0.6,0.02,0.05,0.23961661341853036,0.19148936170212766,313,0.18887403021984486
3647.T,5,1.2,1.5,1.0,0.05,0.02,0.20588235294117646,0.2074074074074074,102,0.20715865118850194
3687.T,1,1.2,1.5,0.6,0.05,0.02,0.2109090909090909,0.21581395348837207,275,0.2135684317058552
3692.T,5,1.2,2.0,0.6,0.05,0.02,0.2806451612903226,0.23835616438356164,310,0.23383113122464017
3697.T,2,1.2,2.0,1.0,0.05,0.02,0.2537764350453172,0.2065573770491803,331,0.20383101820000743
3774.T,5,1.2,2.0,0.6,0.05,0.02,0.2826086956521739,0.23756345177664973,276,0.2361116159596767
3861.T,2,1.2,2.0,1.0,0.02,0.05,0.3423076923076923,0.31228070175438594,260,0.3119477355256728
3905.T,5,1.2,2.0,0.8,0.05,0.02,0.24253731343283583,0.1921182266009852,268,0.19191338243027917
3923.T,5,1.2,2.0,0.6,0.02,0.05,0.35714285714285715,0.3333333333333333,266,0.3329779199431339
3935.T,1,1.2,1.5,1.0,0.02,0.02,0.24050632911392406,0.2576271186440678,158,0.25302949538024166
4004.T,5,1.2,1.5,1.0,0.02,0.05,0.24899598393574296,0.2652406417112299,249,0.2649225226047
4005.T,5,1.2,2.0,0.8,0.05,0.02,0.3235294117647059,0.28695652173913044,272,0.28665055716843696
402A.T,2,1.2,2.0,1.0,0.02,0.02,0.24242424242424243,0.19753086419753085,330,0.19179528188724512
4042.T,1,1.2,1.5,0.6,0.05,0.02,0.24705882352941178,0.26249999999999996,255,0.26218516791044777
4043.T,2,1.2,1.5,0.8,0.05,0.05,0.16356877323420074,0.15714285714285714,269,0.15625681118218432
4062.T,3,1.2,2.0,0.6,0.05,0.05,0.28222996515679444,0.24545454545454545,287,0.2356707802315967
4063.T,3,1.2,1.5,0.6,0.05,0.02,0.28294573643410853,0.31912568306010924,258,0.3152970667896041
4088.T,2,1.2,1.5,0.6,0.02,0.02,0.2595419847328244,0.2804123711340206,262,0.2800760556569143
4176.T,1,1.2,1.5,0.8,0.05,0.02,0.3090909090909091,0.35789473684210527,55,0.35746549208843004
4182.T,5,1.2,2.0,0.8,0.05,0.02,0.29042904290429045,0.2467289719626168,303,0.2453195465999647
4188.T,3,1.2,2.0,0.6,0.02,0.05,0.25806451612903225,0.20869565217391303,310,0.208473132486136
4204.T,5,1.2,2.0,1.0,0.05,0.05,0.2823529411764706,0.23736263736263735,255,0.23581387117284236
4307.T,2,1.2,2.0,1.0,0.02,0.05,0.3814814814814815,0.37005988023952097,270,0.3696653075296828
4385.T,5,1.2,1.5,1.0,0.02,0.05,0.26744186046511625,0.29518716577540105,258,0.2917132026940129
4443.T,1,1.2,1.5,0.8,0.05,0.05,0.30246913580246915,0.35,162,0.34648659358076883
4446.T,1,1.2,1.5,0.6,0.05,0.05,0.25675675675675674,0.28148148148148144,222,0.27603217677844544
4452.T,3,1.2,2.0,0.6,0.02,0.05,0.23376623376623376,0.18620689655172412,308,0.1828556712908057
4502.T,2,1.2,2.0,1.0,0.02,0.02,0.26578073089701,0.2191780821917808,301,0.21696298856023205
4503.T,5,1.2,1.5,1.0,0.02,0.02,0.2714285714285714,0.300990099009901,280,0.2976817592708725
4506.T,3,1.2,1.5,0.8,0.02,0.02,0.2576271186440678,0.2776255707762557,295,0.27729259767697717
4507.T,2,1.2,2.0,0.6,0.05,0.02,0.367601246105919,0.3522388059701492,321,0.3483966019503529
4519.T,3,1.2,1.5,0.8,0.02,0.05,0.23469387755102042,0.24753363228699551,294,0.24503909026297094
4523.T,1,1.2,2.0,0.6,0.05,0.05,0.25,0.2019512195121951,276,0.19978675196588033
4528.T,3,1.2,2.0,1.0,0.02,0.05,0.2751937984496124,0.22780748663101605,258,0.22756458913760702
4543.T,2,1.2,2.0,0.6,0.02,0.05,0.32087227414330216,0.28479262672811057,321,0.2831839741167753
4568.T,5,1.2,2.0,0.6,0.02,0.05,0.25096525096525096,0.20103092783505155,259,0.20081658058426113
4571.T,3,1.2,1.5,0.8,0.05,0.05,0.2796610169491525,0.32592592592592595,118,0.31021572808227765
4578.T,1,1.2,2.0,0.6,0.05,0.02,0.2936802973977695,0.2507936507936508,269,0.24920768534691387
4587.T,5,1.2,1.5,0.6,0.05,0.02,0.19322033898305085,0.19404255319148933,295,0.19136684524556097
4588.T,5,1.2,2.0,1.0,0.05,0.02,0.362962962962963,0.3520958083832335,270,0.3414959597556327
4592.T,5,1.2,1.5,0.6,0.05,0.02,0.32068965517241377,0.37766497461928933,290,0.377212018226489
4612.T,2,1.2,2.0,0.6,0.02,0.02,0.25886524822695034,0.21262135922330097,282,0.2093459267010899
4661.T,2,1.2,1.5,0.6,0.02,0.02,0.19578313253012047,0.19548872180451127,332,0.19452297101970087
4680.T,1,1.2,1.5,0.8,0.05,0.02,0.24074074074074073,0.26440677966101694,162,0.25335430859639085
4689.T,2,1.2,2.0,0.6,0.02,0.02,0.2485207100591716,0.19999999999999998,338,0.19821362793465291
4704.T,3,1.2,2.0,0.8,0.05,0.05,0.40977443609022557,0.4165605095541401,266,0.41611635600536856
4732.T,1,1.2,1.5,0.6,0.02,0.02,0.2871287128712871,0.32447552447552447,202,0.3218357616678513
4751.T,2,1.2,1.5,0.6,0.02,0.02,0.19345238095238096,0.1918819188191882,336,0.19165178325557244
4755.T,3,1.2,2.0,1.0,0.05,0.02,0.4057971014492754,0.42000000000000004,276,0.40931919914960857
4814.T,1,1.2,1.5,1.0,0.02,0.05,0.2222222222222222,0.23272727272727273,72,0.2282972890648797
4889.T,3,1.2,1.5,0.8,0.02,0.05,0.29411764705882354,0.33587786259541985,187,0.3329335465529496
4901.T,5,1.2,2.0,0.6,0.05,0.02,0.2956810631229236,0.2542857142857143,301,0.25161822063627387
4902.T,5,1.2,2.0,0.8,0.02,0.02,0.3223684210526316,0.28965517241379307,304,0.28513254892217876
4911.T,2,1.2,1.5,0.6,0.02,0.02,0.26495726495726496,0.2929133858267716,351,0.2880262309713889
5016.T,3,1.2,1.5,1.0,0.02,0.02,0.27137546468401486,0.30103092783505153,269,0.29760182324528955
5019.T,2,1.2,1.5,1.0,0.05,0.05,0.2323943661971831,0.24220183486238533,284,0.24191134758709731
5020.T,5,1.2,2.0,0.6,0.02,0.05,0.31095406360424027,0.2721649484536082,283,0.2704805257384226
5076.T,3,1.2,1.5,0.6,0.02,0.05,0.1580547112462006,0.15018050541516245,329,0.15000038487295347
5101.T,2,1.2,2.0,1.0,0.05,0.05,0.3659574468085106,0.3510204081632653,235,0.34593947655836993
5105.T,1,1.2,1.5,0.6,0.02,0.02,0.23790322580645162,0.25513513513513514,248,0.24943592694125746
5108.T,2,1.2,2.0,1.0,0.05,0.02,0.23624595469255663,0.18717948717948718,309,0.1853953333920669
5246.T,3,1.2,1.5,1.0,0.02,0.02,0.18315018315018314,0.18018018018018017,273,0.17915706540965898
5253.T,1,1.2,1.5,0.8,0.05,0.02,0.19270833333333334,0.1922077922077922,192,0.19073870279936725
5401.T,5,1.2,2.0,0.6,0.05,0.02,0.31365313653136534,0.2756756756756757,271,0.27390119221128756
5406.T,5,1.2,1.5,0.6,0.02,0.02,0.23376623376623376,0.2451063829787234,308,0.24377507137436308
5411.T,5,1.2,1.5,0.6,0.05,0.02,0.19875776397515527,0.19922178988326847,322,0.1982115998082676
5595.T,1,1.2,1.5,0.6,0.02,0.02,0.17437722419928825,0.17043478260869566,281,0.1687628667009779
5631.T,5,1.2,2.0,0.6,0.05,0.05,0.3048780487804878,0.2631578947368421,246,0.2628773052182636
5706.T,3,1.2,2.0,0.8,0.05,0.02,0.2757475083056478,0.23162790697674418,301,0.22819679467662474
5711.T,3,1.2,2.0,1.0,0.02,0.02,0.25903614457831325,0.21061224489795918,332,0.20953244718372818
5713.T,5,1.2,2.0,0.8,0.05,0.05,0.3488372093023256,0.32142857142857145,258,0.3210858513737362
5724.T,3,1.2,2.0,1.0,0.02,0.05,0.40145985401459855,0.4125,137,0.4020099277362226
5726.T,2,1.2,1.5,0.6,0.02,0.05,0.2867132867132867,0.32799999999999996,286,0.3211829507922572
5801.T,2,1.2,2.0,0.6,0.02,0.02,0.3116883116883117,0.2769230769230769,308,0.2714084177649695
5802.T,5,1.2,2.0,1.0,0.02,0.05,0.27626459143968873,0.23027027027027028,257,0.22878805467060492
5803.T,3,1.2,2.0,0.6,0.02,0.05,0.39768339768339767,0.3987096774193548,259,0.3957314510093399
5838.T,2,1.2,1.5,0.6,0.02,0.05,0.25517241379310346,0.2753488372093023,290,0.27374536049909187
5952.T,2,1.2,2.0,1.0,0.05,0.05,0.5263157894736842,0.7058823529411765,38,0.6659558398862677
5991.T,2,1.2,1.5,1.0,0.02,0.05,0.19480519480519481,0.1935483870967742,308,0.19331625283719653
6098.T,5,1.2,2.0,1.0,0.05,0.05,0.44505494505494503,0.486,182,0.4806750567099893
6113.T,5,1.2,1.5,0.8,0.02,0.05,0.24054982817869416,0.2545454545454545,291,0.25308975484568114
6141.T,2,1.2,1.5,0.6,0.02,0.02,0.14792899408284024,0.13937282229965156,338,0.13872231106372898
6146.T,1,1.2,1.5,0.6,0.02,0.02,0.23875432525951557,0.25555555555555554,289,0.2506081604962202
6177.T,1,1.2,1.5,1.0,0.02,0.05,0.3875,0.5391304347826086,80,0.5055154257865193
6178.T,3,1.2,2.0,0.8,0.02,0.05,0.32517482517482516,0.28911917098445594,286,0.28881090051026226
6232.T,2,1.2,2.0,0.6,0.05,0.02,0.3442622950819672,0.3181818181818182,305,0.31466413434626145
6268.T,2,1.2,2.0,0.8,0.05,0.05,0.20307692307692307,0.15714285714285714,325,0.15273272930210155
6301.T,5,1.2,2.0,1.0,0.02,0.02,0.4163265306122449,0.4402877697841726,245,0.4275157070039118
6315.T,5,1.2,1.5,0.8,0.05,0.05,0.16015625,0.15327102803738316,256,0.15237516735260576
6323.T,2,1.2,2.0,1.0,0.05,0.02,0.2764505119453925,0.23478260869565218,293,0.22900085248919305
6324.T,2,1.2,1.5,0.6,0.05,0.05,0.14195583596214512,0.1323529411764706,317,0.13219420230778883
6326.T,5,1.2,1.5,1.0,0.02,0.05,0.25892857142857145,0.2812121212121212,224,0.27918282939861794
6330.T,5,1.2,2.0,0.8,0.05,0.05,0.4032258064516129,0.41379310344827586,248,0.4049731458767844
6361.T,5,1.2,2.0,0.6,0.05,0.05,0.26714801444043323,0.2187192118226601,277,0.2184860046129332
6367.T,5,1.2,1.5,1.0,0.05,0.02,0.22727272727272727,0.23529411764705882,308,0.23501191521384673
6460.T,5,1.2,2.0,0.6,0.02,0.05,0.2746478873239437,0.22829268292682925,284,0.22694223281561168
6471.T,2,1.2,1.5,0.8,0.02,0.05,0.21942446043165467,0.22697674418604652,278,0.22461507472512357
6472.T,1,1.2,1.5,0.8,0.05,0.05,0.21951219512195122,0.22929936305732485,205,0.22473014392324098
6479.T,2,1.2,2.0,0.6,0.05,0.05,0.34814814814814815,0.3222857142857143,270,0.320112863945331
6501.T,3,1.2,2.0,0.6,0.02,0.02,0.3052959501557632,0.2660633484162896,321,0.2633959868967211
6503.T,5,1.2,1.5,0.6,0.02,0.05,0.3110236220472441,0.36321839080459767,254,0.3607097167225099
6506.T,5,1.2,2.0,0.8,0.05,0.02,0.315625,0.2792626728110599,320,0.276417286966492
6525.T,3,1.2,2.0,1.0,0.02,0.02,0.30149253731343284,0.26120689655172413,335,0.2586982301096656
6526.T,2,1.2,2.0,0.8,0.05,0.02,0.29591836734693877,0.2571428571428571,294,0.2519050350874143
6532.T,2,1.2,2.0,0.6,0.02,0.02,0.3333333333333333,0.3,318,0.29968012794882043
6590.T,3,1.2,1.5,1.0,0.02,0.02,0.24761904761904763,0.26440677966101694,315,0.26297535828992474
6594.T,3,1.2,2.0,0.6,0.02,0.02,0.3848797250859107,0.38181818181818183,291,0.37501870760075856
6701.T,5,1.2,2.0,1.0,0.02,0.05,0.38235294117647056,0.37655172413793103,238,0.3710325393652063
6702.T,5,1.2,2.0,0.6,0.05,0.02,0.32142857142857145,0.2887700534759358,280,0.28390748963572465
6723.T,3,1.2,2.0,0.8,0.02,0.02,0.4,0.4021621621621621,310,0.39957350393176067
6752.T,5,1.2,2.0,0.6,0.02,0.05,0.3728813559322034,0.3616438356164383,236,0.3563763683715704
6753.T,5,1.2,2.0,0.6,0.05,0.05,0.38235294117647056,0.37142857142857144,272,0.3710325393652063
6754.T,1,1.2,1.5,0.6,0.02,0.02,0.23616236162361623,0.25098039215686274,271,0.24704634179001475
6758.T,5,1.2,2.0,0.6,0.05,0.05,0.29435483870967744,0.2502857142857143,248,0.25001884960301596
6762.T,5,1.2,2.0,0.6,0.02,0.05,0.3481781376518219,0.3286624203821656,247,0.320155167746566
6814.T,3,1.2,1.5,0.6,0.02,0.05,0.23076923076923078,0.24390243902439024,325,0.23971215351812372
6857.T,3,1.2,2.0,0.6,0.02,0.05,0.43891402714932126,0.4932203389830508,221,0.46885439372638044
6861.T,5,1.2,2.0,0.6,0.02,0.05,0.2053872053872054,0.15508474576271186,297,0.15491938817693265
6869.T,2,1.2,2.0,1.0,0.05,0.02,0.25245901639344265,0.20352422907488985,305,0.202415525018063
6871.T,3,1.2,2.0,0.6,0.02,0.02,0.26366559485530544,0.21866666666666665,311,0.21461808289784526
6902.T,2,1.2,2.0,0.8,0.02,0.02,0.33222591362126247,0.30303030303030304,301,0.2981891820386273
6920.T,2,1.2,1.5,0.8,0.02,0.05,0.24344569288389514,0.25870646766169153,267,0.2571169963478225
6954.T,1,1.2,1.5,0.6,0.02,0.02,0.2689655172413793,0.2957345971563981,290,0.2939866033712838
6963.T,5,1.2,2.0,1.0,0.05,0.05,0.36923076923076925,0.35776397515527947,260,0.3508450278425216
6965.T,5,1.2,2.0,0.8,0.05,0.05,0.3346613545816733,0.3054545454545454,251,0.3014746197329451
6971.T,2,1.2,2.0,0.6,0.05,0.02,0.3611111111111111,0.3447513812154696,288,0.338768840289971
6976.T,1,1.2,1.5,0.6,0.05,0.02,0.21875,0.22512562814070353,256,0.22373134328358213
6981.T,3,1.2,2.0,0.6,0.05,0.05,0.24567474048442905,0.19631336405529953,289,0.19520448701253446
6988.T,3,1.2,2.0,0.8,0.02,0.02,0.3072100313479624,0.2660633484162896,319,0.26577966098628425
7003.T,5,1.2,2.0,0.6,0.05,0.05,0.35877862595419846,0.3418181818181818,262,0.33535633365701345
7011.T,1,1.2,1.5,1.0,0.05,0.05,0.28054298642533937,0.31392405063291134,221,0.3115755454533264
7012.T,3,1.2,2.0,1.0,0.05,0.02,0.33451957295373663,0.3016042780748663,281,0.3012826954779586
7013.T,2,1.2,2.0,1.0,0.05,0.05,0.425531914893617,0.47244094488188976,235,0.44397055992417844
7167.T,3,1.2,2.0,0.6,0.05,0.02,0.3246753246753247,0.2912621359223301,308,0.2881539691815581
7182.T,5,1.2,2.0,0.8,0.05,0.05,0.25984251968503935,0.21405405405405406,254,0.21041370685768246
7186.T,5,1.2,2.0,1.0,0.02,0.02,0.33760683760683763,0.30980392156862746,234,0.30548038848976544
7201.T,1,1.2,2.0,0.6,0.05,0.05,0.33195020746887965,0.3076923076923077,241,0.29781876069448
7202.T,1,1.2,1.5,1.0,0.05,0.02,0.14772727272727273,0.13991031390134528,264,0.13850035536602703
7203.T,5,1.2,2.0,0.6,0.02,0.02,0.3784722222222222,0.3674157303370786,288,0.3649735636471669
7205.T,3,1.2,1.5,1.0,0.02,0.05,0.19330855018587362,0.19439252336448598,269,0.19147514566731846
7211.T,3,1.2,2.0,0.8,0.05,0.02,0.2902208201892745,0.2475336322869955,317,0.24507174907814658
7259.T,5,1.2,2.0,1.0,0.02,0.02,0.35587188612099646,0.3314917127071823,281,0.3311382629268735
7261.T,3,1.2,1.5,0.6,0.02,0.05,0.2152317880794702,0.22127659574468084,302,0.21914613190827062
7267.T,3,1.2,2.0,0.6,0.02,0.02,0.39792387543252594,0.40588235294117647,289,0.3961289047599351
7269.T,2,1.2,2.0,0.6,0.02,0.05,0.2945205479452055,0.2529411764705882,292,0.2502183592582385
7270.T,2,1.2,1.5,1.0,0.05,0.05,0.26013513513513514,0.2825688073394495,296,0.2809411844885163
7272.T,3,1.2,2.0,0.6,0.05,0.02,0.3166144200626959,0.28186046511627905,319,0.27768525617276024
7276.T,2,1.2,1.5,0.8,0.05,0.02,0.2695035460992908,0.2980392156862745,282,0.29479164510319417
7453.T,5,1.2,2.0,1.0,0.05,0.02,0.3805668016194332,0.37105263157894736,247,0.3682344055841716
7532.T,2,1.2,2.0,1.0,0.02,0.02,0.3597122302158273,0.3468208092485549,278,0.3367192448863151
7599.T,2,1.2,1.5,1.0,0.05,0.05,0.2962962962962963,0.3386243386243386,270,0.3364381102008754
7711.T,2,1.2,2.0,0.6,0.05,0.02,0.4166666666666667,0.42857142857142855,180,0.4281144684983151
7730.T,3,1.2,2.0,0.6,0.02,0.02,0.39672131147540984,0.39890109890109887,305,0.39414451610660084
7731.T,2,1.2,2.0,1.0,0.02,0.02,0.33647798742138363,0.30865384615384617,318,0.30394098284856674
7733.T,1,1.2,2.0,1.0,0.05,0.02,0.314410480349345,0.2769230769230769,229,0.27486584983840867
7735.T,2,1.2,2.0,0.8,0.02,0.05,0.2898550724637681,0.25,276,0.24463683914189427
7741.T,3,1.2,2.0,0.6,0.05,0.02,0.25925925925925924,0.21,351,0.20977608956417435
7751.T,5,1.2,1.5,0.8,0.05,0.05,0.2196969696969697,0.22524271844660193,264,0.22497257126296397
7762.T,1,1.2,1.5,0.8,0.05,0.05,0.4528301886792453,0.6857142857142856,53,0.661274906256893
7776.T,1,1.2,1.5,0.6,0.05,0.02,0.23529411764705882,0.2526315789473684,51,0.24585861899294736
7794.T,1,1.2,2.0,1.0,0.05,0.05,0.6666666666666666,1.3,39,1.1987205117952817
7832.T,2,1.2,2.0,0.8,0.05,0.05,0.23841059602649006,0.18782608695652173,302,0.18762581923752242
7911.T,5,1.2,1.5,0.8,0.05,0.02,0.2202797202797203,0.227027027027027,286,0.22573790241617028
7912.T,5,1.2,2.0,0.6,0.02,0.02,0.2993421052631579,0.25754716981132075,304,0.2560647102661283
7936.T,5,1.2,2.0,0.8,0.02,0.02,0.36585365853658536,0.35195530726256985,287,0.3457847630178698
7951.T,1,1.2,1.5,0.8,0.02,0.05,0.22527472527472528,0.23428571428571426,182,0.2323451133390797
7974.T,5,1.2,2.0,1.0,0.02,0.05,0.21292775665399238,0.16231884057971016,263,0.16214576971143912
8001.T,1,1.2,2.0,0.8,0.02,0.05,0.3991228070175439,0.3985401459854015,228,0.3981152064721557
8002.T,5,1.2,2.0,1.0,0.05,0.02,0.35051546391752575,0.32380952380952377,291,0.3234642650876157
8015.T,5,1.2,2.0,0.6,0.05,0.05,0.3453815261044177,0.31851851851851853,249,0.316226883479737
8031.T,2,1.2,2.0,1.0,0.05,0.05,0.4117647058823529,0.4260869565217391,238,0.4195521791283487
8035.T,2,1.2,1.5,0.6,0.05,0.05,0.2326388888888889,0.24700460829493084,288,0.24224305106658048
8053.T,5,1.2,2.0,0.6,0.02,0.02,0.3119266055045872,0.27443946188340806,327,0.2717099826735973
8058.T,5,1.2,1.5,1.0,0.05,0.05,0.32113821138211385,0.3784431137724551,246,0.37798922411041463
8105.T,5,1.2,1.5,0.6,0.02,0.02,0.30201342281879195,0.34951456310679613,298,0.34573868295883226
8113.T,5,1.2,2.0,1.0,0.02,0.05,0.27611940298507465,0.2288659793814433,268,0.2286219532805435
8136.T,5,1.2,2.0,1.0,0.05,0.02,0.3082706766917293,0.2733333333333333,266,0.2671062009978617
8233.T,3,1.2,1.5,0.8,0.05,0.02,0.26855123674911663,0.2980392156862745,283,0.29336753087564255
8267.T,3,1.2,2.0,0.6,0.02,0.05,0.25704225352112675,0.21159420289855072,284,0.2073616051209848
8306.T,2,1.2,2.0,1.0,0.02,0.05,0.39271255060728744,0.39060402684563755,247,0.38758629881380785
8308.T,2,1.2,2.0,1.0,0.05,0.05,0.3346613545816733,0.3111111111111111,251,0.3014746197329451
8309.T,2,1.2,1.5,1.0,0.02,0.05,0.26119402985074625,0.28717948717948716,268,0.2824890698025026
