code,ATR_n_BACK,TPk_BACK,SLk_BACK,J_th_BACK,dJ_th_BACK,vEMA_th_BACK,winrate_BACK,pf_BACK,trades_BACK,PF_eff_BACK,winrate_FWD,pf_FWD,trades_FWD,ATR_n_FWD,TPk_FWD,SLk_FWD,J_th_FWD,dJ_th_FWD,vEMA_th_FWD,PF_eff_FWD,ranking,stamp
4243.T,5,1.2,1.5,1.0,0.02,0.05,0.4117647058823529,0.7000000000000001,17,0.5593283582089552,0.0714285714285714,0.0666666666666666,14.0,5.0,1.2,1.5,1.0,0.02,0.05,0.0614646547482368,NESAGARI,20251015
4343.T,1,1.2,1.5,0.6,0.02,0.02,0.5,0.7999999999999999,2,0.799040511727079,0.2068965517241379,0.2666666666666666,29.0,1.0,1.2,1.5,0.6,0.02,0.02,0.2084453508853249,NESAGARI,20251015
4384.T,1,1.2,1.5,0.8,0.05,0.02,0.3333333333333333,0.4,30,0.3995202558635394,0.2272727272727272,0.2424242424242424,44.0,1.0,1.2,1.5,0.8,0.05,0.02,0.2350119152138467,NESAGARI,20251015
4415.T,1,1.2,2.0,0.6,0.02,0.05,0.2692307692307692,0.227027027027027,52,0.2208169363833413,0.2340425531914893,0.1999999999999999,47.0,1.0,1.2,2.0,0.6,0.02,0.05,0.1831378559687236,NESAGARI,20251015
4421.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.1052631578947368,0.0666666666666666,19.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0626489401730841,NESAGARI,20251015
4429.T,2,1.2,1.5,0.6,0.05,0.02,0.5,0.7999999999999999,2,0.799040511727079,0.5,0.7999999999999999,8.0,2.0,1.2,1.5,0.6,0.05,0.02,0.799040511727079,NESAGARI,20251015
4588.T,3,1.2,2.0,0.6,0.05,0.05,0.3980582524271844,0.4169491525423728,103,0.396351136964569,0.3304347826086956,0.3,115.0,3.0,1.2,2.0,0.6,0.05,0.05,0.2957881782351994,NESAGARI,20251015
4760.T,2,1.2,2.0,0.6,0.02,0.02,0.6666666666666666,1.2,9,1.1987205117952815,0.1428571428571428,0.0999999999999999,7.0,2.0,1.2,2.0,0.6,0.02,0.02,0.0998933759829401,NESAGARI,20251015
4888.T,1,0.8,1.5,0.6,0.05,0.02,0.8333333333333334,999.0,6,2.6625799573560776,0.0769230769230769,0.0457142857142857,39.0,1.0,0.8,1.5,0.6,0.05,0.02,0.0443763326226012,NESAGARI,20251015
5129.T,1,1.2,2.0,0.8,0.05,0.02,0.4081632653061224,0.4444444444444444,49,0.4133519006190627,0.3684210526315789,0.35,19.0,1.0,1.2,2.0,0.8,0.05,0.02,0.3496268159402905,NESAGARI,20251015
5246.T,3,1.2,1.5,0.6,0.02,0.02,0.2058823529411764,0.21,102,0.2071586511885019,0.0851063829787234,0.0744186046511627,141.0,3.0,1.2,1.5,0.6,0.02,0.02,0.0743293499281003,NESAGARI,20251015
5250.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251015
5341.T,5,0.8,2.0,0.6,0.02,0.02,1.0,999.0,2,,1.0,999.0,2.0,5.0,0.8,2.0,0.6,0.02,0.02,,NESAGARI,20251015
5578.T,1,1.2,2.0,0.8,0.02,0.02,0.5833333333333334,0.8400000000000001,12,0.8391043582566976,0.1,0.0666666666666666,30.0,1.0,1.2,2.0,0.8,0.02,0.02,0.0665955839886267,NESAGARI,20251015
5721.T,1,1.0,1.5,0.8,0.02,0.02,0.5238095238095238,0.8148148148148148,21,0.7323560767590619,0.2258064516129032,0.1944444444444444,31.0,1.0,1.0,1.5,0.8,0.02,0.02,0.1941853233830845,NESAGARI,20251015
5858.T,3,1.2,2.0,0.6,0.05,0.05,0.4166666666666667,0.4285714285714285,12,0.4281144684983151,0.3666666666666666,0.3473684210526315,30.0,3.0,1.2,2.0,0.6,0.05,0.05,0.3469980428881079,NESAGARI,20251015
5952.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,1,0.0,0.2857142857142857,0.2222222222222222,70.0,1.0,0.8,1.5,0.6,0.02,0.02,0.2130063965884861,NESAGARI,20251015
5987.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.3636363636363636,0.3047619047619048,11.0,1.0,0.8,1.5,0.6,0.02,0.02,0.3042948522692659,NESAGARI,20251015
6098.T,5,1.2,2.0,0.6,0.05,0.05,0.3246753246753247,0.2884615384615384,77,0.2881539691815581,0.2545454545454545,0.2126582278481012,110.0,5.0,1.2,2.0,0.6,0.05,0.05,0.2046595995748042,NESAGARI,20251015
6173.T,5,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.125,0.0761904761904762,8.0,5.0,0.8,1.5,0.6,0.02,0.02,0.0760737130673164,NESAGARI,20251015
6177.T,1,1.2,1.5,0.8,0.02,0.05,0.4,0.576,45,0.5326936744847194,0.34,0.4121212121212121,50.0,1.0,1.2,1.5,0.8,0.02,0.05,0.4116269302836468,NESAGARI,20251015
6323.T,5,1.2,1.5,1.0,0.02,0.05,0.2894736842105263,0.3259259259259259,114,0.3255350232962174,0.3636363636363636,0.4571428571428571,88.0,5.0,1.2,1.5,1.0,0.02,0.05,0.4565945781297594,NESAGARI,20251015
6433.T,3,1.2,1.5,1.0,0.05,0.02,0.4328358208955223,0.627027027027027,67,0.6097940747390864,0.2533333333333333,0.2714285714285714,75.0,3.0,1.2,1.5,1.0,0.05,0.02,0.2711030307645447,NESAGARI,20251015
6558.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251015
6772.T,3,0.8,1.5,0.6,0.02,0.02,0.5,999.0,2,0.5325159914712154,0.6363636363636364,0.9333333333333336,11.0,3.0,0.8,1.5,0.6,0.02,0.02,0.9319029850746268,NESAGARI,20251015
6867.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,3,0.0,0.0,0.0,3.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251015
7031.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251015
7036.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.1290322580645161,0.0853333333333333,31.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0788912579957356,NESAGARI,20251015
7064.T,2,0.8,1.5,0.6,0.02,0.05,1.0,999.0,1,,0.0,0.0,0.0,2.0,0.8,1.5,0.6,0.02,0.05,0.0,NESAGARI,20251015
7085.T,1,1.2,1.5,0.6,0.05,0.05,0.4166666666666667,0.5714285714285714,12,0.5707432226621993,0.3636363636363636,0.4571428571428571,33.0,1.0,1.2,1.5,0.6,0.05,0.05,0.4565945781297594,NESAGARI,20251015
7370.T,1,1.2,1.5,0.6,0.02,0.05,0.5,0.8,14,0.799040511727079,0.1111111111111111,0.0999999999999999,18.0,1.0,1.2,1.5,0.6,0.02,0.05,0.0998800639658848,NESAGARI,20251015
7453.T,3,1.2,2.0,0.6,0.05,0.05,0.33,0.3,100,0.2952072902182411,0.2183908045977011,0.1727272727272727,87.0,3.0,1.2,2.0,0.6,0.05,0.05,0.1674683067949291,NESAGARI,20251015
7564.T,1,1.2,1.5,0.6,0.02,0.05,0.5,1.0,10,0.799040511727079,0.3076923076923077,0.3999999999999999,13.0,1.0,1.2,1.5,0.6,0.02,0.05,0.3551291163231462,NESAGARI,20251015
7607.T,1,1.2,2.0,1.0,0.05,0.02,0.625,1.0,8,0.9989337598294016,0.3333333333333333,0.3999999999999999,12.0,1.0,1.2,2.0,1.0,0.05,0.02,0.2996801279488204,NESAGARI,20251015
7640.T,1,1.2,1.5,1.0,0.02,0.02,0.2,0.1999999999999999,40,0.1997601279317697,0.3333333333333333,0.3999999999999999,3.0,1.0,1.2,1.5,1.0,0.02,0.02,0.3995202558635394,NESAGARI,20251015
7681.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,1.0,2.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251015
7923.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,3.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251015
8105.T,5,1.2,1.5,0.6,0.02,0.02,0.3243243243243243,0.3839999999999999,111,0.3835394456289979,0.1533333333333333,0.1483870967741935,150.0,5.0,1.2,1.5,0.6,0.02,0.02,0.1447081241710458,NESAGARI,20251015
8273.T,3,1.2,2.0,1.0,0.05,0.05,0.4561403508771929,0.52,57,0.5026892468818924,0.3043478260869565,0.2625,115.0,3.0,1.2,2.0,1.0,0.05,0.05,0.262220111955218,NESAGARI,20251015
8912.T,3,1.2,1.5,1.0,0.05,0.02,0.6,2.4,10,1.1985607675906185,0.625,1.3333333333333333,16.0,3.0,1.2,1.5,1.0,0.05,0.02,1.3317341862117984,NESAGARI,20251015
8918.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,4,,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,,NESAGARI,20251015
9240.T,1,1.2,1.5,0.6,0.02,0.02,0.3636363636363636,0.4776119402985074,110,0.4565945781297594,0.1836734693877551,0.187012987012987,98.0,1.0,1.2,1.5,0.6,0.02,0.02,0.1797841151385927,NESAGARI,20251015
9270.T,3,1.2,1.5,0.8,0.05,0.02,0.1538461538461538,0.15,39,0.145280093041287,0.1016949152542373,0.090566037735849,59.0,3.0,1.2,1.5,0.8,0.05,0.02,0.0904574164219334,NESAGARI,20251015
130A.T,1,1.2,1.5,0.8,0.02,0.02,0.4444444444444444,0.64,18,0.6392324093816631,0.3333333333333333,0.3999999999999999,6.0,1.0,1.2,1.5,0.8,0.02,0.02,0.3995202558635394,NESAGARI,20251016
1356.T,2,1.2,2.0,0.8,0.05,0.05,0.2611940298507462,0.21875,134,0.2118950399638124,0.0943396226415094,0.0625,53.0,2.0,1.2,2.0,0.8,0.05,0.05,0.0624333599893376,NESAGARI,20251016
1357.T,3,1.2,2.0,1.0,0.05,0.05,0.2873563218390804,0.25,87,0.2416775225393713,0.1929824561403508,0.1466666666666666,57.0,3.0,1.2,2.0,1.0,0.05,0.05,0.1433252785842184,NESAGARI,20251016
1360.T,1,1.2,2.0,1.0,0.05,0.05,0.3012048192771084,0.2727272727272727,83,0.2583449378869142,0.1395348837209302,0.0972972972972972,43.0,1.0,1.2,2.0,1.0,0.05,0.05,0.0971935550104282,NESAGARI,20251016
1366.T,1,1.0,1.5,0.6,0.05,0.02,0.6153846153846154,1.0666666666666669,13,1.0652452025586356,0.2,0.2222222222222222,5.0,1.0,1.0,1.5,0.6,0.05,0.02,0.1664445628997868,NESAGARI,20251016
1368.T,2,1.2,1.5,0.6,0.02,0.05,0.3488372093023256,0.4444444444444444,43,0.4280574169966494,0.0588235294117647,0.0571428571428571,17.0,2.0,1.2,1.5,0.6,0.02,0.05,0.0499400319829424,NESAGARI,20251016
1407.T,3,1.2,2.0,1.0,0.02,0.05,0.2857142857142857,0.24,91,0.2397441023590564,0.490566037735849,0.6,53.0,3.0,1.2,2.0,1.0,0.02,0.05,0.577161727901432,NESAGARI,20251016
1459.T,3,1.2,2.0,0.8,0.05,0.02,0.4931506849315068,0.6,73,0.5831613300625696,0.238095238095238,0.2,42.0,3.0,1.2,2.0,0.8,0.05,0.02,0.1873000799680128,NESAGARI,20251016
1466.T,1,0.8,1.5,1.0,0.02,0.02,1.0,999.0,2,,0.0,0.0,3.0,1.0,0.8,1.5,1.0,0.02,0.02,0.0,NESAGARI,20251016
1469.T,3,0.8,1.5,0.6,0.05,0.05,0.5,0.6666666666666666,10,0.5325159914712154,0.0,0.0,6.0,3.0,0.8,1.5,0.6,0.05,0.05,0.0,NESAGARI,20251016
1472.T,1,1.2,1.5,0.6,0.02,0.02,0.3333333333333333,0.3999999999999999,3,0.3995202558635394,0.0,0.0,0.0,1.0,1.2,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251016
1689.T,2,1.2,1.5,1.0,0.02,0.05,0.3958333333333333,0.5241379310344828,48,0.5235093007867069,0.078125,0.0784313725490196,64.0,2.0,1.2,1.5,1.0,0.02,0.05,0.0677152976039897,NESAGARI,20251016
1960.T,1,1.2,2.0,0.6,0.02,0.02,0.5,0.6,2,0.599360255897641,0.0,0.0,1.0,1.0,1.2,2.0,0.6,0.02,0.02,0.0,NESAGARI,20251016
2034.T,2,1.2,2.0,0.6,0.02,0.02,0.4,0.6,5,0.3995735039317606,1.0,999.0,2.0,2.0,1.2,2.0,0.6,0.02,0.02,,NESAGARI,20251016
2038.T,2,1.2,1.5,1.0,0.02,0.05,0.13,0.128395061728395,100,0.1193968580741612,0.1481481481481481,0.1422222222222222,54.0,2.0,1.2,1.5,1.0,0.02,0.05,0.1389635672568833,NESAGARI,20251016
205A.T,1,1.2,2.0,1.0,0.02,0.05,0.5555555555555556,0.75,9,0.7492003198720513,0.4444444444444444,0.48,18.0,1.0,1.2,2.0,1.0,0.02,0.05,0.4794882047181127,NESAGARI,20251016
2086.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,3.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251016
212A.T,1,1.2,2.0,0.8,0.02,0.05,0.5428571428571428,0.8142857142857143,35,0.7117403038784486,0.5476190476190477,0.8624999999999999,42.0,1.0,1.2,2.0,0.8,0.02,0.05,0.7255413624024077,NESAGARI,20251016
2179.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251016
2334.T,5,1.2,1.5,0.6,0.05,0.05,0.2222222222222222,0.2399999999999999,81,0.2282972890648797,0.2727272727272727,0.3999999999999999,22.0,5.0,1.2,1.5,0.6,0.05,0.05,0.2996401918976545,NESAGARI,20251016
2337.T,5,1.2,2.0,1.0,0.02,0.05,0.7804878048780488,2.1333333333333333,41,2.1310586876360573,0.3404255319148936,0.3310344827586207,47.0,5.0,1.2,2.0,1.0,0.02,0.05,0.3093472288503953,NESAGARI,20251016
2379.T,5,1.2,1.5,1.0,0.05,0.02,0.3255813953488372,0.3929824561403509,86,0.385743695316521,0.3272727272727272,0.3891891891891891,55.0,5.0,1.2,1.5,1.0,0.05,0.02,0.3887224111104708,NESAGARI,20251016
2502.T,1,1.2,2.0,0.6,0.05,0.05,0.4404761904761904,0.4826086956521739,84,0.4718367971960152,0.2258064516129032,0.1826086956521739,31.0,1.0,1.2,2.0,0.6,0.05,0.05,0.1748134079701452,NESAGARI,20251016
2646.T,1,1.2,2.0,0.8,0.02,0.02,0.1176470588235294,0.0888888888888888,34,0.0799147007863521,0.1111111111111111,0.0857142857142857,9.0,1.0,1.2,2.0,0.8,0.02,0.02,0.0749200319872051,NESAGARI,20251016
2743.T,1,1.2,1.5,0.8,0.05,0.02,0.5714285714285714,1.0666666666666669,14,1.0653873489694383,0.0,0.0,1.0,1.0,1.2,1.5,0.8,0.05,0.02,0.0,NESAGARI,20251016
2791.T,1,1.2,1.5,1.0,0.02,0.02,0.5833333333333334,1.12,12,1.1186567164179109,0.1666666666666666,0.2181818181818181,18.0,1.0,1.2,1.5,1.0,0.02,0.02,0.1598081023454158,NESAGARI,20251016
280A.T,2,1.2,1.5,0.6,0.02,0.05,0.5,0.8,38,0.799040511727079,0.3157894736842105,0.3692307692307692,19.0,2.0,1.2,1.5,0.6,0.02,0.05,0.368787928489421,NESAGARI,20251016
2870.T,3,1.2,1.5,0.8,0.02,0.05,0.3846153846153846,0.5,52,0.4994003198294243,0.1290322580645161,0.123076923076923,31.0,3.0,1.2,1.5,0.8,0.02,0.05,0.1183763721077154,NESAGARI,20251016
2872.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,3,,0.1428571428571428,0.1777777777777777,7.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0887526652452025,NESAGARI,20251016
2901.T,2,1.2,2.0,1.0,0.05,0.05,0.2758620689655172,0.24,29,0.2283277165324346,0.3333333333333333,0.3,24.0,2.0,1.2,2.0,1.0,0.05,0.05,0.2996801279488204,NESAGARI,20251016
2936.T,2,1.2,2.0,0.8,0.02,0.02,0.3333333333333333,0.3054545454545455,84,0.2996801279488204,0.3673469387755102,0.3724137931034482,49.0,2.0,1.2,2.0,0.8,0.02,0.02,0.3480156324566947,NESAGARI,20251016
2962.T,1,1.2,1.5,1.0,0.02,0.02,0.3294117647058823,0.4,85,0.3925111285676879,0.2857142857142857,0.3692307692307692,21.0,1.0,1.2,1.5,1.0,0.02,0.02,0.3196162046908316,NESAGARI,20251016
3045.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.4285714285714285,0.4000000000000001,7.0,2.0,0.8,1.5,0.6,0.02,0.02,0.3993869936034115,NESAGARI,20251016
3086.T,2,1.2,2.0,0.8,0.05,0.05,0.4769230769230769,0.5636363636363636,65,0.5464755274360845,0.288135593220339,0.2615384615384615,59.0,2.0,1.2,2.0,0.8,0.05,0.05,0.2425981988157118,NESAGARI,20251016
3087.T,5,1.2,2.0,0.8,0.02,0.02,0.4487179487179487,0.5,78,0.4878513710794752,0.3898305084745763,0.4181818181818181,59.0,5.0,1.2,2.0,0.8,0.02,0.02,0.382924607934604,NESAGARI,20251016
3139.T,2,1.2,1.5,0.8,0.02,0.05,0.4464285714285714,0.6451612903225806,56,0.6443875094573217,0.4545454545454545,0.75,33.0,2.0,1.2,1.5,0.8,0.02,0.05,0.6658670931058992,NESAGARI,20251016
3189.T,1,1.0,1.5,1.0,0.05,0.05,0.3548387096774194,0.3859649122807017,31,0.3661780383795309,0.3333333333333333,0.3333333333333333,12.0,1.0,1.0,1.5,1.0,0.05,0.05,0.3328891257995734,NESAGARI,20251016
3198.T,3,1.2,1.5,0.6,0.02,0.05,0.2727272727272727,0.3428571428571428,33,0.2996401918976545,0.25,0.2782608695652174,32.0,3.0,1.2,1.5,0.6,0.02,0.05,0.2663468372423596,NESAGARI,20251016
3281.T,1,1.2,1.5,0.8,0.05,0.02,0.631578947368421,1.3714285714285712,19,1.369783734389278,0.3181818181818182,0.3733333333333333,22.0,1.0,1.2,1.5,0.8,0.05,0.02,0.3728855721393034,NESAGARI,20251016
3349.T,5,1.2,2.0,0.6,0.02,0.02,0.2962962962962963,0.2553191489361702,135,0.252362213009533,0.4117647058823529,0.4307692307692308,68.0,5.0,1.2,2.0,0.6,0.02,0.02,0.4195521791283487,NESAGARI,20251016
3350.T,2,1.2,1.5,0.6,0.02,0.05,0.3695652173913043,0.4857142857142856,92,0.4684030585986324,0.3953488372093023,0.523076923076923,43.0,2.0,1.2,1.5,0.6,0.02,0.05,0.5224495653600132,NESAGARI,20251016
3370.T,5,1.2,2.0,0.6,0.02,0.05,0.4482758620689655,0.4875,87,0.4869802079168333,0.1025641025641025,0.0685714285714285,39.0,5.0,1.2,2.0,0.6,0.02,0.05,0.0684983149597304,NESAGARI,20251016
340A.T,1,1.2,1.5,0.8,0.02,0.05,0.125,0.1142857142857142,8,0.1141486445324398,0.55,0.9777777777777776,20.0,1.0,1.2,1.5,0.8,0.02,0.05,0.9766050698886524,NESAGARI,20251016
3477.T,3,1.2,1.5,0.6,0.02,0.02,0.5,0.7999999999999999,2,0.799040511727079,0.0,0.0,1.0,3.0,1.2,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251016
3536.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,9,,0.8,2.1333333333333333,10.0,1.0,0.8,1.5,0.6,0.02,0.02,2.130063965884862,NESAGARI,20251016
3541.T,1,1.2,1.5,0.6,0.02,0.02,0.45,0.72,20,0.6537604186857918,0.3529411764705882,0.4799999999999999,17.0,1.0,1.2,1.5,0.6,0.02,0.02,0.4358402791238613,NESAGARI,20251016
3608.T,3,1.2,1.5,0.8,0.02,0.02,0.3296703296703296,0.3934426229508196,91,0.3929707434723339,0.2653061224489796,0.2888888888888888,49.0,3.0,1.2,1.5,0.8,0.02,0.02,0.2885424070125563,NESAGARI,20251016
3622.T,2,0.8,1.5,0.6,0.02,0.02,0.5,999.0,2,0.5325159914712154,1.0,999.0,2.0,2.0,0.8,1.5,0.6,0.02,0.02,,NESAGARI,20251016
3661.T,1,1.2,1.5,0.8,0.02,0.02,0.2424242424242424,0.256,66,0.2556929637526652,0.2666666666666666,0.3,45.0,1.0,1.2,1.5,0.8,0.02,0.02,0.2905601860825741,NESAGARI,20251016
3835.T,3,1.2,1.5,1.0,0.02,0.02,0.4285714285714285,0.6,28,0.5992803837953092,0.2916666666666667,0.35,24.0,3.0,1.2,1.5,1.0,0.02,0.02,0.3290166812993855,NESAGARI,20251016
3902.T,2,1.2,1.5,0.8,0.05,0.02,0.3269230769230769,0.3885714285714285,52,0.3881053914102955,0.2698412698412698,0.3238095238095237,63.0,2.0,1.2,1.5,0.8,0.05,0.02,0.2952975804208769,NESAGARI,20251016
3905.T,5,1.2,2.0,0.8,0.02,0.02,0.2524271844660194,0.2025974025974025,103,0.2023813851082943,0.3695652173913043,0.3642857142857142,46.0,5.0,1.2,2.0,0.8,0.02,0.02,0.3513491155262033,NESAGARI,20251016
3996.T,1,1.2,1.5,0.6,0.02,0.02,0.3076923076923077,0.3999999999999999,13,0.3551291163231462,0.1428571428571428,0.1999999999999999,7.0,1.0,1.2,1.5,0.6,0.02,0.02,0.1331734186211798,NESAGARI,20251016
4017.T,1,1.2,1.5,0.8,0.05,0.05,0.3333333333333333,0.3999999999999999,3,0.3995202558635394,0.0,0.0,0.0,1.0,1.2,1.5,0.8,0.05,0.05,0.0,NESAGARI,20251016
4057.T,5,1.2,1.5,0.6,0.02,0.02,0.3,0.3692307692307692,40,0.3424459335973195,0.4,0.5333333333333333,5.0,5.0,1.2,1.5,0.6,0.02,0.02,0.5326936744847194,NESAGARI,20251016
4176.T,1,1.2,2.0,1.0,0.05,0.02,0.4166666666666667,0.4285714285714285,24,0.4281144684983151,0.3,0.2571428571428571,20.0,1.0,1.2,2.0,1.0,0.05,0.02,0.256868681098989,NESAGARI,20251016
4198.T,3,1.2,1.5,0.6,0.02,0.05,0.8,3.2,5,3.1961620469083165,0.0,0.0,16.0,3.0,1.2,1.5,0.6,0.02,0.05,0.0,NESAGARI,20251016
4243.T,5,1.2,1.5,1.0,0.05,0.05,0.2857142857142857,0.32,28,0.3196162046908316,0.0,0.0,2.0,5.0,1.2,1.5,1.0,0.05,0.05,0.0,NESAGARI,20251016
4343.T,1,1.0,2.0,1.0,0.02,0.02,0.625,0.8333333333333334,8,0.8323337331733973,0.375,0.5,16.0,1.0,1.0,2.0,1.0,0.02,0.02,0.299640143942423,NESAGARI,20251016
4384.T,1,1.2,1.5,0.8,0.05,0.02,0.3513513513513513,0.4521739130434782,37,0.4328136105188344,0.1428571428571428,0.1333333333333333,21.0,1.0,1.2,1.5,0.8,0.05,0.02,0.1331734186211798,NESAGARI,20251016
4415.T,2,1.0,1.5,0.8,0.02,0.05,0.2,0.1666666666666666,40,0.1664445628997868,0.46875,0.625,32.0,2.0,1.0,1.5,0.8,0.02,0.05,0.5874513984698357,NESAGARI,20251016
4421.T,5,1.2,2.0,0.8,0.05,0.02,0.2666666666666666,0.24,15,0.2179491839627785,0.4615384615384615,0.6,13.0,5.0,1.2,2.0,0.8,0.05,0.02,0.5137373621979779,NESAGARI,20251016
4429.T,2,1.2,1.5,0.6,0.02,0.02,0.6666666666666666,1.6,3,1.5980810234541576,0.3333333333333333,0.3999999999999999,6.0,2.0,1.2,1.5,0.6,0.02,0.02,0.3995202558635394,NESAGARI,20251016
4588.T,1,1.2,2.0,1.0,0.05,0.05,0.29,0.2597014925373134,100,0.2448091186060787,0.3448275862068966,0.3157894736842105,29.0,1.0,1.2,2.0,1.0,0.05,0.05,0.3154527662619164,NESAGARI,20251016
4760.T,3,1.2,2.0,1.0,0.05,0.02,0.6666666666666666,1.2,9,1.1987205117952815,0.0,0.0,3.0,3.0,1.2,2.0,1.0,0.05,0.02,0.0,NESAGARI,20251016
4888.T,2,1.2,1.5,0.6,0.02,0.02,0.106060606060606,0.096551724137931,66,0.0948014166455856,0.2666666666666666,0.3,45.0,2.0,1.2,1.5,0.6,0.02,0.02,0.2905601860825741,NESAGARI,20251016
5129.T,5,1.2,1.5,0.6,0.05,0.05,0.1851851851851851,0.1904761904761904,54,0.1816001163016088,0.1153846153846153,0.109090909090909,26.0,5.0,1.2,1.5,0.6,0.05,0.05,0.1042226754426624,NESAGARI,20251016
5246.T,1,1.2,1.5,1.0,0.05,0.02,0.175438596491228,0.1702127659574468,57,0.1700086195163997,0.0545454545454545,0.0470588235294117,55.0,1.0,1.2,1.5,1.0,0.05,0.02,0.0460984910611776,NESAGARI,20251016
5250.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251016
5341.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251016
5578.T,1,1.2,1.5,0.6,0.02,0.05,0.4,0.5333333333333333,10,0.5326936744847194,0.0454545454545454,0.038095238095238,22.0,1.0,1.2,1.5,0.6,0.02,0.05,0.0380495481774799,NESAGARI,20251016
5721.T,1,1.0,1.5,0.6,0.02,0.05,0.4838709677419355,0.625,31,0.6241671108742004,0.375,0.4,8.0,1.0,1.0,1.5,0.6,0.02,0.05,0.3994669509594882,NESAGARI,20251016
5858.T,1,1.2,1.5,0.6,0.02,0.02,0.4615384615384615,0.6857142857142856,13,0.6848918671946391,0.4285714285714285,0.7999999999999999,7.0,1.0,1.2,1.5,0.6,0.02,0.02,0.5992803837953092,NESAGARI,20251016
5952.T,2,1.2,1.5,1.0,0.05,0.05,0.4857142857142857,0.7999999999999999,35,0.7546493721866858,0.1111111111111111,0.1043478260869565,54.0,2.0,1.2,1.5,1.0,0.05,0.05,0.0998800639658848,NESAGARI,20251016
5987.T,5,0.8,1.5,0.6,0.02,0.02,0.5714285714285714,1.0666666666666669,7,0.7100213219616204,0.0,0.0,0.0,5.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251016
6098.T,5,1.2,2.0,1.0,0.05,0.05,0.4567901234567901,0.5045454545454545,81,0.5040074879139254,0.0634920634920634,0.0421052631578947,63.0,5.0,1.2,2.0,1.0,0.05,0.05,0.040634593620179,NESAGARI,20251016
6173.T,3,0.8,1.5,0.6,0.02,0.05,1.0,999.0,1,,0.5,0.5333333333333333,2.0,3.0,0.8,1.5,0.6,0.02,0.05,0.5325159914712154,NESAGARI,20251016
6177.T,5,1.2,2.0,1.0,0.02,0.05,0.5256410256410257,0.7235294117647059,78,0.6641559592379265,0.3260869565217391,0.2903225806451613,46.0,5.0,1.2,2.0,1.0,0.02,0.05,0.2900130270472456,NESAGARI,20251016
6323.T,2,1.2,2.0,1.0,0.02,0.02,0.3220338983050847,0.304,118,0.2846961215513794,0.5094339622641509,0.6230769230769231,53.0,2.0,1.2,2.0,1.0,0.02,0.02,0.6224125734321656,NESAGARI,20251016
6433.T,5,1.2,1.5,0.6,0.05,0.05,0.3595505617977528,0.4491228070175438,89,0.4485841469345005,0.1481481481481481,0.1391304347826087,27.0,5.0,1.2,1.5,0.6,0.05,0.05,0.1389635672568833,NESAGARI,20251016
6558.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,NESAGARI,20251016
